% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = 1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%learnalg = [r, n, b]
% 	Parameters	Results
Timestep	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, 1, true, r, .01]
44000	r	0.002553687272475898	0.4920326146616251	0.4838853117547812	0.9974463127087607	0.9983484797131272	0.9692633732965189	0.11822727272727272	0.11822727272727272	0.36654545454545456	377.0	580.0	43.0	
45000	r	2.709475544804574E-4	0.4922051725202389	0.4858125748265697	0.9997290524266441	0.9997445840587351	0.9944341177725371	0.11604444444444445	0.11604444444444445	0.3585111111111111	379.0	583.0	38.0	
46000	r	8.5077371870226E-4	0.49281628484970313	0.48361651073155154	0.9991492262622698	0.9973130416468097	0.9930813773932351	0.11423913043478261	0.11423913043478261	0.352	380.0	588.0	32.0	
47000	r	1.1264753237537635E-4	0.4927320338327394	0.47951358289654455	0.9998873524485273	0.9998171091569555	0.9974765013200841	0.11189361702127659	0.11189361702127659	0.345531914893617	381.0	589.0	30.0	
48000	r	0.0017783420459327448	0.4930435555396379	0.47840383881772636	0.9982216579348837	0.9988157919148392	0.9954016404863807	0.10975	0.10975	0.33870833333333333	381.0	591.0	28.0	
49000	r	0.029415057420007013	0.49134523016707354	0.4726434240036103	0.9705849425597448	0.9760490251514755	0.9429597783524819	0.10948979591836734	0.10948979591836734	0.3414285714285714	363.0	616.0	21.0	
50000	r	0.025674805956409717	0.49248053830603117	0.47123842519170556	0.9743251940235887	0.9733456957998239	0.9742062071988168	0.1114	0.1114	0.33636	368.0	611.0	21.0	
51000	r	0.0012977375556779648	0.4927505015351828	0.47144689376009935	0.9987022624239994	0.9972931252956598	0.9982164177832231	0.1103921568627451	0.1103921568627451	0.33076470588235296	363.0	616.0	21.0	
52000	r	8.735981183400546E-4	0.4927207559755644	0.47002913869810425	0.9991264018608328	0.9996782965163604	0.9981369993356222	0.10851923076923077	0.10851923076923077	0.3255192307692308	362.0	618.0	20.0	
53000	r	0.00267461122328959	0.4923945005690652	0.47123440224869284	0.997325388754863	0.9967588268611541	0.9959077569176035	0.10786792452830189	0.10786792452830189	0.3218679245283019	366.0	613.0	21.0	
