% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = 0, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = 1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%learnalg = [r, n]
% 	Parameters	Results
Timestep	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, 0, true, .334, .333, .001, 25, 0, 1, true, r, .01]
20000	n	0.01867177729772864	0.48576065938148116	0.4880840546374702	0.9813282227021218	0.9836651207132585	0.9082778717302555	0.103	0.103	0.286	468.0	389.0	143.0	
21000	n	0.022442559870648752	0.4847542609025362	0.48872291628318415	0.9775574401291725	0.9741730350181883	0.9170726279534667	0.146	0.146	0.577	472.0	402.0	126.0	
22000	n	0.016202394163938077	0.48567077235780437	0.4875934951900389	0.9837976058359267	0.9847051341070503	0.9143992855094618	0.099	0.099	0.3	486.0	400.0	114.0	
23000	n	0.026672561682121516	0.48390908083190015	0.4867895811379238	0.9733274383177621	0.9763022683826891	0.8924142418573077	0.183	0.183	0.333	490.0	388.0	122.0	
24000	n	0.024960829214484913	0.48610656349751785	0.49032825414218917	0.9750391707853755	0.9772380836234622	0.871393257977005	0.19	0.19	0.074	497.0	374.0	129.0	
25000	n	0.019944622409615923	0.48748869836606423	0.4877939889149627	0.9800553775902283	0.9782281754857639	0.893995231173658	0.136	0.136	0.253	502.0	374.0	124.0	
26000	n	0.03449852591333138	0.48572037028932585	0.48963671109979906	0.9655014740864951	0.968427654918468	0.8845454330184517	0.188	0.188	0.623	499.0	375.0	126.0	
27000	n	0.025415163650974636	0.48668755199409836	0.49274406163402207	0.9745848363489019	0.9734576458640889	0.8958871164765478	0.233	0.233	0.393	494.0	368.0	138.0	
28000	n	0.01874604971502286	0.4886220251499792	0.49061883371071213	0.9812539502848517	0.9759134891345904	0.93084119455319	0.122	0.122	0.322	493.0	371.0	136.0	
29000	n	0.022042303145452448	0.487333933476987	0.4890221288596859	0.9779576968544548	0.9822298266130314	0.9107752575009295	0.157	0.157	0.534	497.0	369.0	134.0	
30000	n	0.021450203061489183	0.48458766453175717	0.48977112795789873	0.9785497969383886	0.9811914556862825	0.9183548065523964	0.156	0.156	0.4	507.0	360.0	133.0	
31000	n	0.018332404815538383	0.48713844343837887	0.4895668469448338	0.9816675951843282	0.9791515265937623	0.9319822428658336	0.139	0.139	0.506	519.0	352.0	129.0	
32000	n	0.024530191672223887	0.4902328341910799	0.48740661249963413	0.975469808327606	0.9734911847812588	0.9144794966554887	0.176	0.176	0.204	531.0	341.0	128.0	
33000	n	0.023574567740490396	0.49046250334879954	0.48831821250301427	0.9764254322593015	0.9736703071635359	0.9253212793112977	0.169	0.169	0.254	520.0	361.0	119.0	
34000	n	0.01748849083012413	0.4913689365122067	0.49073665804361905	0.9825115091696728	0.9807911017602485	0.9327960707290646	0.125	0.125	0.088	513.0	379.0	108.0	
35000	n	0.02115986307877674	0.4891610617918366	0.4902145939663545	0.9788401369210498	0.9721582162468266	0.9254996906445798	0.149	0.149	0.383	520.0	378.0	102.0	
36000	n	0.024822126155490013	0.4911180358579093	0.4928550626635928	0.9751778738443764	0.9688364872150808	0.9108973254851828	0.213	0.213	0.286	490.0	407.0	103.0	
37000	n	0.020427098147716757	0.49281327411364273	0.4908594060394518	0.9795729018521945	0.9751858979537736	0.9247340191309538	0.162	0.162	0.152	493.0	424.0	83.0	
38000	n	0.025713122578865	0.4890730632889404	0.4897443427335871	0.9742868774210419	0.9743184132062982	0.9258839434317472	0.169	0.169	0.739	501.0	417.0	82.0	
39000	n	0.017123496893096526	0.48974649408510157	0.4930379086127264	0.9828765031068384	0.9825617334121799	0.9344005376309544	0.137	0.137	0.138	495.0	422.0	83.0	
40000	n	0.024346016773574317	0.4899190162168506	0.49071532961553865	0.9756539832263517	0.9802233207098187	0.9463034947721058	0.14	0.14	0.189	504.0	431.0	65.0	
41000	n	0.022805633234502173	0.48986626070109257	0.49484462563833126	0.9771943667654078	0.98559265099427	0.9441109249165196	0.14	0.14	0.13	520.0	418.0	62.0	
42000	n	0.02195337582279618	0.48812822033783065	0.4948716741629742	0.9780466241771465	0.9776471196049851	0.9364627296243264	0.186	0.186	0.398	516.0	420.0	64.0	
43000	n	0.02448074831315642	0.48838203867312097	0.4958426085863928	0.975519251686816	0.9748532296170321	0.9211573359741745	0.167	0.167	0.224	528.0	404.0	68.0	
44000	n	0.022268173756311113	0.490372594495882	0.4922093651459969	0.977731826243701	0.9787473480568645	0.9319160953220091	0.177	0.177	0.042	515.0	420.0	65.0	
45000	n	0.016848760701770892	0.48953613215472624	0.4935849941411999	0.9831512392982613	0.9838914323773997	0.9415679330605811	0.109	0.109	0.279	526.0	412.0	62.0	
