% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = .1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%stayforage = [.1, .5, .9]
%learnalg = [r, n, b]
% Parameters		Results
stayforage	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
.1	r	3.1976637618397885E-4	0.4714720763789527	0.49769751247513383	0.999680233597504	0.9997678243482848	0.9877710963363397	0.13170707070707072	0.13170707070707072	0.5736767676767677	384.0	614.0	2.0	
.1	n	0.0056937030938683	0.47945344407530177	0.49999999999996425	0.9943062969062246	0.9942680852855871	0.9482862035049171	0.12	0.12	0.45914141414141413	445.0	554.0	1.0	
.1	b	0.0	0.1360759493670886	0.33181818181818185	1.0	1.0	1.0	0.06504040404040404	0.06504040404040404	0.43645454545454543	732.0	158.0	110.0	
.5	r	0.002983476054729348	0.4841535770054391	0.48994850755470987	0.9970165239090311	0.998413730899695	0.9757248171207049	0.11703030303030303	0.11703030303030303	0.30487878787878786	734.0	254.0	12.0	
.5	n	0.0026402166923056593	0.49353700694290786	0.4997041056144487	0.9973597833079438	0.9973445119269265	0.99351587594388	0.11836363636363637	0.11836363636363637	0.4054949494949495	438.0	559.0	3.0	
.5	b	0.0	0.17567567567567569	0.4909090909090909	1.0	1.0	1.0	0.06792929292929292	0.06792929292929292	0.5622424242424242	522.0	148.0	330.0	
.9	r	0.009403480361396628	0.48038613969029964	0.4760955187522542	0.9905965196011217	0.9934094477046913	0.9999992949687396	0.11273737373737373	0.11273737373737373	0.3854949494949495	649.0	349.0	2.0	
.9	n	0.018187227261168448	0.48622633087937783	0.4834837077288369	0.9818127727383679	0.9799591877726312	0.9380107049312838	0.14374747474747473	0.14374747474747473	0.4211919191919192	348.0	607.0	45.0	
.9	b	0.0	0.45403899721448465	0.5833333333333334	1.0	1.0	1.0	0.06562626262626263	0.06562626262626263	0.4845252525252525	635.0	359.0	6.0	
