% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = .1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%stayforage = [.1, .5, .9]
%learnalg = [r, n, b]
% 	Parameters		Results
Timestep	stayforage	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, .1, true, r, .01]
8000	.1	n	0.024017795372297993	0.48545877565819967	0.49718138190933797	0.9759822046277875	0.9740152317000885	0.8663104135769417	0.19675	0.19675	0.798375	348.0	404.0	248.0	
9000	.1	n	0.03008895233945123	0.48508717520766464	0.4965840163687857	0.9699110476606361	0.9703766981448568	0.8678723985827159	0.19755555555555557	0.19744444444444445	0.8118888888888889	357.0	407.0	235.0	
10000	.1	n	0.022078647704043976	0.4849415254121793	0.4956425120219404	0.9779213522960709	0.9749220506554737	0.867744677328652	0.1953	0.1952	0.7938	355.0	406.0	238.0	
11000	.1	n	0.028738675977853137	0.480978208152849	0.4954665515985718	0.9712613240222719	0.9741571279726877	0.8664251849647628	0.19654545454545455	0.19654545454545455	0.8176363636363636	357.0	404.0	239.0	
12000	.1	n	0.025140413952291916	0.4811321446020676	0.4941671426206984	0.9748595860478377	0.9727973307929055	0.875675484736229	0.19541666666666666	0.19541666666666666	0.822	359.0	410.0	231.0	
13000	.1	n	0.02927642253553455	0.4827610197739673	0.49682068916511674	0.9707235774646295	0.9727436036371511	0.8707874725062436	0.19507692307692306	0.19507692307692306	0.8183846153846154	351.0	418.0	231.0	
14000	.1	n	0.019642030243530836	0.48169248655807123	0.4963904166739773	0.9803579697566631	0.9775799962734028	0.8771021974411658	0.19292857142857142	0.19292857142857142	0.8115714285714286	345.0	428.0	227.0	
15000	.1	n	0.027277151682340597	0.4814324518275501	0.49716705598608485	0.9727228483178939	0.9764757331783758	0.8897101888648254	0.1924	0.1924	0.8007333333333333	355.0	422.0	223.0	
16000	.1	n	0.025339799186080193	0.4803351768074215	0.4966844960130042	0.9746602008141381	0.9692044814452105	0.8896860093849103	0.1911875	0.1911875	0.784875	357.0	436.0	207.0	
17000	.1	n	0.028630409212404735	0.4798102167309316	0.4973932502207841	0.9713695907878154	0.9754992125373971	0.87092187402907	0.19176470588235295	0.19176470588235295	0.7936470588235294	354.0	426.0	220.0	
18000	.1	n	0.03131754024620035	0.48070738184067496	0.49755399217086765	0.9686824597540051	0.9747749526395862	0.8801942126081098	0.1918888888888889	0.1918888888888889	0.7789444444444444	360.0	429.0	211.0	
19000	.1	n	0.025207755322604736	0.4825451384134747	0.49774603830857006	0.974792244677602	0.974321600611041	0.8779037584462162	0.19178947368421054	0.19178947368421054	0.769	380.0	422.0	198.0	
20000	.1	n	0.028162638081386224	0.4826028814471179	0.49787778452758497	0.9718373619187937	0.9707993121602563	0.8850018424089388	0.19365	0.19365	0.78655	373.0	439.0	188.0	
21000	.1	n	0.028080311624302457	0.48380082906187405	0.4990325323897284	0.9719196883758237	0.9734899254474337	0.8800548850945532	0.19366666666666665	0.19366666666666665	0.7823333333333333	385.0	436.0	179.0	
22000	.1	n	0.026819548426273706	0.48352005607083376	0.4991709740069272	0.9731804515738178	0.9734564124745402	0.8879407135346775	0.1933181818181818	0.1933181818181818	0.7706818181818181	394.0	442.0	164.0	
23000	.1	n	0.0266076083376889	0.48392851062324727	0.4947765514955529	0.9733923916623904	0.974976575200784	0.8893724350962617	0.19278260869565217	0.19278260869565217	0.7683913043478261	387.0	455.0	158.0	
24000	.1	n	0.03176290741247501	0.4848654458828195	0.4972856366070245	0.9682370925876208	0.9725304324199935	0.8932567827727774	0.19304166666666667	0.19304166666666667	0.769375	399.0	453.0	148.0	
25000	.1	n	0.024086363049619947	0.4864442433374149	0.49979306880173363	0.975913636950465	0.9773599315930561	0.8985173322332087	0.19212	0.19212	0.74888	401.0	453.0	146.0	
26000	.1	n	0.023161287733782284	0.4861000300805443	0.5012909983085763	0.9768387122663488	0.9719230563482187	0.8976699450736425	0.1925	0.1925	0.7489615384615385	384.0	484.0	132.0	
27000	.1	n	0.020869582930591355	0.484359163831457	0.5018628500812851	0.9791304170695072	0.9742239738318802	0.9088810167403014	0.1912962962962963	0.1912962962962963	0.7555185185185185	396.0	479.0	125.0	
28000	.1	n	0.028117384520131225	0.48423149348909283	0.4985244353019209	0.9718826154799369	0.9779574106360102	0.8844357376033731	0.19114285714285714	0.19114285714285714	0.7479285714285714	413.0	456.0	131.0	
29000	.1	n	0.026002025031823278	0.48211981986843844	0.5011276563002012	0.9739979749682203	0.9783365637606425	0.9072600583067343	0.191	0.191	0.754	404.0	466.0	130.0	
30000	.1	n	0.019865087921564464	0.4830977092150214	0.5004608854918847	0.9801349120785069	0.975597956636811	0.9039492904180677	0.18953333333333333	0.18953333333333333	0.7474666666666666	408.0	481.0	111.0	
31000	.1	n	0.02732783420086706	0.48182135414213717	0.4969030109379594	0.9726721657991858	0.9753546678159393	0.9044025147924036	0.19003225806451612	0.19003225806451612	0.7548064516129033	417.0	479.0	104.0	
32000	.1	n	0.023724128474139818	0.4827888032759506	0.4964388418263334	0.9762758715259279	0.9719906122235509	0.8978017972978306	0.189375	0.189375	0.754125	426.0	474.0	100.0	
33000	.1	n	0.026358216286542408	0.4841924929282809	0.4958050299134287	0.9736417837135085	0.9732671601825674	0.8902796693735944	0.18912121212121213	0.18912121212121213	0.7399393939393939	431.0	476.0	93.0	
34000	.1	n	0.019909691585023433	0.48584240206089924	0.4973356101728019	0.9800903084149737	0.9718971780116011	0.9175092495246531	0.1885	0.1885	0.7309117647058824	428.0	478.0	94.0	
35000	.1	n	0.025797613848090113	0.4867367711080495	0.49934374030686723	0.974202386151896	0.9704008425826436	0.906417303568284	0.18822857142857144	0.18822857142857144	0.7241714285714286	440.0	478.0	82.0	
36000	.1	n	0.025006732392117325	0.4864290877632404	0.49648013627935583	0.9749932676078501	0.9706407773414443	0.9114450151346078	0.18811111111111112	0.18811111111111112	0.7128888888888889	446.0	474.0	80.0	
37000	.1	n	0.021444842829550413	0.4883241513212466	0.4960126351956194	0.9785551571703958	0.9795042806676394	0.9168457369309493	0.1871081081081081	0.1871081081081081	0.699027027027027	437.0	490.0	73.0	
38000	.1	n	0.020926440549431814	0.4881308479872268	0.49068818415532023	0.9790735594504881	0.9781895830629851	0.9133568829179346	0.1863157894736842	0.1863157894736842	0.6958947368421052	439.0	490.0	71.0	
39000	.1	n	0.019276551011405952	0.48872782591786124	0.48869152046459813	0.9807234489885065	0.9754841515993907	0.9236776824505308	0.18625641025641027	0.18620512820512822	0.6865128205128205	443.0	490.0	65.0	
40000	.1	n	0.02570317775466373	0.4907244660045931	0.4871406479502954	0.9742968222452272	0.976581252571407	0.9238050841896318	0.185425	0.185425	0.677625	440.0	503.0	57.0	
41000	.1	n	0.019045112863162066	0.490849307831446	0.48577034020844934	0.9809548871367342	0.9770415796446539	0.9437070635409253	0.18434146341463414	0.18434146341463414	0.6697073170731708	425.0	523.0	52.0	
42000	.1	n	0.024088903074238395	0.4887061145011591	0.48567087171939766	0.9759110969256446	0.9819400204391491	0.9233458180657886	0.18388095238095237	0.18388095238095237	0.6713095238095238	429.0	533.0	38.0	
43000	.1	n	0.021527454402597675	0.48938221218940803	0.48175604905196595	0.9784725455973055	0.9820430891106005	0.941655096998194	0.18293023255813953	0.18293023255813953	0.6656511627906977	426.0	539.0	35.0	
44000	.1	n	0.027721489888462306	0.48617313989707206	0.48563381535024	0.9722785101114542	0.9717715747707389	0.9263932735681343	0.18302272727272728	0.18302272727272728	0.6779772727272727	421.0	547.0	32.0	
45000	.1	n	0.01500886629564845	0.4866109330483294	0.48612120169130585	0.9849911337042581	0.9847472453561512	0.9503952515805077	0.1812	0.1812	0.6666444444444445	421.0	549.0	30.0	
46000	.1	n	0.02190383987221694	0.48758011822716724	0.4849970286293348	0.9780961601277024	0.9787623882603682	0.9246842675331207	0.18058695652173912	0.18058695652173912	0.6613695652173913	434.0	538.0	28.0	
47000	.1	n	0.0253820165335875	0.48751754961693056	0.492128285503854	0.9746179834663353	0.9718646663970069	0.9335125074491841	0.17961702127659573	0.17961702127659573	0.656936170212766	438.0	537.0	25.0	
48000	.1	n	0.018999546104786127	0.4874228514713299	0.48922241687612084	0.9810004538950878	0.9817073691390518	0.943736627322613	0.178125	0.178125	0.6482916666666667	431.0	546.0	23.0	
49000	.1	n	0.01333881257861492	0.48756079570628336	0.49081909585743627	0.986661187421211	0.9859394159879971	0.9534870350817696	0.17540816326530612	0.17540816326530612	0.6374081632653061	419.0	554.0	27.0	
50000	.1	n	0.011759606612836383	0.4873660133192397	0.48461018164575176	0.9882403933869922	0.9888839660708404	0.9468189836533273	0.17416	0.17416	0.63416	441.0	533.0	26.0	
51000	.1	n	0.015191355887870853	0.48901554275709647	0.48545313163615594	0.9848086441119389	0.9826221418784634	0.9416132751265112	0.17347058823529413	0.17347058823529413	0.6304509803921569	444.0	532.0	24.0	
52000	.1	n	0.01589927485697666	0.48962789112939575	0.4881426906375153	0.984100725142845	0.9830397315397684	0.931199160854744	0.17178846153846153	0.17178846153846153	0.6194615384615385	441.0	538.0	21.0	
53000	.1	n	0.013468634984872527	0.49005421368801316	0.48777052566897217	0.9865313650149493	0.9898943955073181	0.9357139374113729	0.17037735849056604	0.17037735849056604	0.6109622641509433	450.0	533.0	17.0	
54000	.1	n	0.011793213473445145	0.4876808348959519	0.4875298831961483	0.9882067865263846	0.986378149184475	0.9200166391998998	0.16920370370370372	0.16920370370370372	0.6133888888888889	440.0	545.0	15.0	
55000	.1	n	0.012928487995777534	0.48685714502704625	0.4861035712118447	0.9870715120040674	0.9878030386355197	0.9259596518095787	0.16767272727272728	0.16767272727272728	0.6067818181818182	433.0	553.0	14.0	
56000	.1	n	0.018294394176087827	0.48647985161014257	0.48901170824521484	0.9817056058237712	0.9825821697094566	0.8688665616806635	0.16685714285714287	0.16685714285714287	0.6025357142857143	444.0	546.0	10.0	
57000	.1	n	0.02508450939355986	0.48461918478073684	0.49166460127069606	0.9749154906062897	0.9765375022386065	0.8677353644313318	0.16631578947368422	0.16631578947368422	0.6043508771929824	448.0	540.0	12.0	
58000	.1	n	0.01447382806171802	0.48412328672296634	0.5114423919601	0.9855261719381299	0.9846087026043345	0.9062920745773733	0.16525862068965516	0.16524137931034483	0.600396551724138	460.0	529.0	10.0	
59000	.1	n	0.010393588459622285	0.4846494818478692	0.5114423919601	0.9896064115402099	0.9879138964878772	0.9430107147493979	0.1631864406779661	0.1631864406779661	0.5905084745762712	462.0	528.0	10.0	
60000	.1	n	0.01374764652044514	0.48452331460562653	0.5104168726662937	0.9862523534794126	0.9892806176711583	0.936183815693273	0.1612	0.1612	0.58205	463.0	526.0	11.0	
61000	.1	n	0.015012500417346291	0.48423190100475405	0.5104168726662937	0.9849874995825483	0.98571248145646	0.9274680283722446	0.16011475409836065	0.16011475409836065	0.5753606557377049	473.0	516.0	11.0	
62000	.1	n	0.009103051836542387	0.48463688597313603	0.5164881086696103	0.9908969481633545	0.9919882837483992	0.9405809344925937	0.15864516129032258	0.15864516129032258	0.5670806451612903	465.0	524.0	11.0	
63000	.1	n	0.015496467428109216	0.48408282868701463	0.5168201162234896	0.9845035325718128	0.9886432063393205	0.9386597953810499	0.15780952380952382	0.15780952380952382	0.5604920634920635	470.0	520.0	10.0	
64000	.1	n	0.00946848317522129	0.4828702833506162	0.5120016895255416	0.9905315168247362	0.9906314939049158	0.9398858508902285	0.156359375	0.156359375	0.555140625	472.0	519.0	9.0	
65000	.1	n	0.012996560068602519	0.4832076710379633	0.5124409443472765	0.987003439931335	0.9845831356618547	0.9291472324742988	0.1550923076923077	0.1550923076923077	0.5507384615384615	475.0	519.0	6.0	
66000	.1	n	0.006778432023756453	0.4830498064550173	0.511262071389213	0.9932215679761852	0.992969284790286	0.9419682329374754	0.1531969696969697	0.1531969696969697	0.5442878787878788	465.0	528.0	7.0	
67000	.1	n	0.004913591121631704	0.4830339623312103	0.5284088749882293	0.9950864088783051	0.9948958448938094	0.952759401285867	0.151	0.151	0.5365820895522389	465.0	529.0	6.0	
68000	.1	n	0.014078972694693557	0.47925075625028823	0.524350464275625	0.9859210273052351	0.9871566665810315	0.8776257958173055	0.14986764705882352	0.14986764705882352	0.5421911764705882	457.0	536.0	7.0	
69000	.1	n	0.014620540821740302	0.4765131610462026	0.5203389163808385	0.9853794591781991	0.9807126903559176	0.8140106664538207	0.149768115942029	0.149768115942029	0.5502173913043479	449.0	543.0	8.0	
70000	.1	n	0.008291767068314762	0.4742070533807009	0.5180790367829675	0.9917082329316145	0.9918381293218307	0.9119670989545098	0.14832857142857142	0.14832857142857142	0.5497142857142857	458.0	533.0	9.0	
71000	.1	n	0.009449919192996323	0.47280888090449646	0.5150016224504532	0.9905500808069393	0.989960273048805	0.9254188156791341	0.1472112676056338	0.1472112676056338	0.549943661971831	459.0	532.0	9.0	
72000	.1	n	0.012103073953030001	0.47547686216313706	0.5135429469577772	0.9878969260469492	0.9873221569955904	0.921640598596565	0.14677777777777778	0.14677777777777778	0.5443611111111111	451.0	541.0	8.0	
73000	.1	n	0.018541577593543513	0.4741439194308691	0.5078421873633895	0.9814584224064599	0.9770261933005334	0.90747856929321	0.1466027397260274	0.1466027397260274	0.5515616438356165	449.0	544.0	7.0	
74000	.1	n	0.011016363579603294	0.47577682801684124	0.5135943896559313	0.9889836364204335	0.9894281296119746	0.9499803812497188	0.1458918918918919	0.1458918918918919	0.546027027027027	436.0	558.0	6.0	
75000	.1	n	0.006783858447582659	0.4759256381608033	0.5135943896559313	0.9932161415524549	0.9934991184515463	0.9789566527870354	0.14402666666666666	0.14402666666666666	0.5387466666666667	439.0	555.0	6.0	
76000	.1	n	0.00576037855382688	0.47558102364119875	0.5272917352446367	0.9942396214462396	0.994132428051226	0.9792550801055134	0.14239473684210527	0.14239473684210527	0.5329078947368421	438.0	558.0	4.0	
77000	.1	n	0.004701549048269449	0.47579471007875584	0.5442458260398729	0.9952984509517864	0.9952026460887052	0.9823680386929405	0.1406103896103896	0.1406103896103896	0.5261428571428571	438.0	559.0	3.0	
78000	.1	n	0.0037066278677434623	0.4760853751677758	0.5442458260398729	0.9962933721322835	0.9952278326417582	0.9861906153899622	0.1388974358974359	0.1388974358974359	0.5193974358974359	436.0	561.0	3.0	
79000	.1	n	0.0069129922893568195	0.47555217801473554	0.5442458260398729	0.9930870077107236	0.9952991653649503	0.9872401122121784	0.13726582278481012	0.13726582278481012	0.5145316455696203	436.0	561.0	3.0	
80000	.1	n	0.015027577020994262	0.4724377003324379	0.5262458579719321	0.9849724229790912	0.9877399987429386	0.947665329028235	0.1375625	0.1375625	0.5324625	446.0	551.0	3.0	
81000	.1	n	0.017390059897651695	0.4726709859039424	0.5249993721590019	0.9826099401024656	0.9822015955338596	0.9374321637070979	0.13744444444444445	0.13744444444444445	0.5305432098765432	453.0	544.0	3.0	
82000	.1	n	0.014566385298087394	0.4742623197078164	0.5249993721590019	0.9854336147020482	0.9862944280570856	0.9745787720181759	0.1370487804878049	0.1370487804878049	0.5255609756097561	451.0	546.0	3.0	
83000	.1	n	0.0076062859073815665	0.47429172133270664	0.5249993721590019	0.9923937140926865	0.9911341294033431	0.9805354066580853	0.13551807228915663	0.13551807228915663	0.5192289156626506	451.0	546.0	3.0	
84000	.1	n	0.013403533566979283	0.47529297648918706	0.5393687869578982	0.9865964664331146	0.9854805575945692	0.9877352891067566	0.13507142857142856	0.13507142857142856	0.5165238095238095	454.0	544.0	2.0	
85000	.1	n	0.008114742797931366	0.475253632872821	0.5393687869578982	0.991885257202143	0.9910953490784389	0.9884361429833759	0.13430588235294116	0.13430588235294116	0.5134823529411765	448.0	550.0	2.0	
86000	.1	n	0.006424564392983451	0.47524428306840405	0.5393687869578982	0.9935754356070735	0.9945885383086045	0.9885047871558226	0.13276744186046513	0.13276744186046513	0.5075116279069768	449.0	549.0	2.0	
87000	.1	n	0.005383979855965497	0.4757829223565118	0.49999999999996425	0.9946160201440613	0.9946035683567958	0.9846340694646896	0.1315977011494253	0.1315977011494253	0.5023333333333333	454.0	545.0	1.0	
88000	.1	n	0.004022626243188434	0.4757829223565118	0.49999999999996425	0.9959773737568475	0.9959988729228869	0.9824038486749858	0.13010227272727273	0.13010227272727273	0.496625	454.0	545.0	1.0	
89000	.1	n	0.003706839538520245	0.4755203927955901	0.49999999999996425	0.9962931604615451	0.9963521378157139	0.985731413711673	0.12868539325842696	0.12868539325842696	0.49158426966292135	453.0	546.0	1.0	
90000	.1	n	0.004982577375547772	0.4755980040491006	0.49999999999996425	0.9950174226245626	0.9953763698095457	0.9869700841611861	0.12731111111111112	0.12731111111111112	0.4862	451.0	548.0	1.0	
91000	.1	n	0.010604962717121066	0.47521165461126785	0.49999999999996425	0.9893950372829416	0.9887627276352249	0.958130223046816	0.12713186813186814	0.12713186813186814	0.48795604395604397	445.0	554.0	1.0	
92000	.1	n	0.004559700722764197	0.47548034965040564	0.49999999999996425	0.9954402992773493	0.9951186287524031	0.9531652993821234	0.12580434782608696	0.12580434782608696	0.4826521739130435	445.0	554.0	1.0	
93000	.1	n	0.0034079536258047774	0.47548034965040564	0.49999999999996425	0.996592046374315	0.9964785834815317	0.9763587141989584	0.1244516129032258	0.1244516129032258	0.4774623655913979	445.0	554.0	1.0	
94000	.1	n	0.0029161206435664145	0.4755703759321005	0.49999999999996425	0.9970838793565658	0.9970999689933548	0.9822111678565142	0.12313829787234043	0.12313829787234043	0.47238297872340423	446.0	553.0	1.0	
95000	.1	n	0.004047298377766902	0.4755035767661817	0.49999999999996425	0.9959527016223366	0.9966978245076002	0.9876834946280871	0.12190526315789474	0.12190526315789474	0.4674736842105263	449.0	550.0	1.0	
96000	.1	n	0.009144734669421933	0.47506157450288944	0.49999999999996425	0.9908552653306665	0.9910405851286188	0.9904165053237431	0.12158333333333333	0.12158333333333333	0.4693125	437.0	562.0	1.0	
97000	.1	n	0.009951828090663403	0.4743310007510508	0.49999999999996425	0.990048171909459	0.9896364525204584	0.9887883084387186	0.12104123711340206	0.12104123711340206	0.46771134020618554	443.0	556.0	1.0	
98000	.1	n	0.012769333211471962	0.47930787492745053	0.49999999999996425	0.9872306667886414	0.9863611703261173	0.9207687426641126	0.12116326530612245	0.12116326530612245	0.46377551020408164	445.0	554.0	1.0	
99000	.1	n	0.0056937030938683	0.47945344407530177	0.49999999999996425	0.9943062969062246	0.9942680852855871	0.9482862035049171	0.12	0.12	0.45914141414141413	445.0	554.0	1.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, .1, true, b, .01]
0	.1	b	0.5	0.5	0.5	0.5	0.5	0.5	NaN	NaN	NaN	334.0	333.0	333.0	
1000	.1	b	0.0015337423312883436	0.4127906976744186	0.3939393939393939	0.9984662576687117	1.0	1.0	0.2	0.2	1.494	326.0	344.0	330.0	
2000	.1	b	0.0	0.373546511627907	0.3673780487804878	1.0	1.0	1.0	0.1985	0.1985	1.5795	328.0	344.0	328.0	
3000	.1	b	0.0	0.36988304093567254	0.364741641337386	1.0	1.0	0.9984802431610942	0.19566666666666666	0.19566666666666666	1.3306666666666667	329.0	342.0	329.0	
4000	.1	b	0.0	0.36046511627906974	0.34455128205128205	1.0	1.0	1.0	0.18725	0.18725	1.26025	344.0	344.0	312.0	
5000	.1	b	0.0	0.3714689265536723	0.3646496815286624	1.0	1.0	1.0	0.1838	0.1838	1.1828	332.0	354.0	314.0	
6000	.1	b	0.0	0.37212643678160917	0.3538961038961039	1.0	1.0	0.9983766233766234	0.18033333333333335	0.18033333333333335	1.0796666666666668	344.0	348.0	308.0	
7000	.1	b	0.0	0.33753501400560226	0.34674922600619196	1.0	1.0	1.0	0.17914285714285713	0.17914285714285713	1.016	320.0	357.0	323.0	
8000	.1	b	0.0	0.3096514745308311	0.33876221498371334	1.0	1.0	1.0	0.177625	0.177625	0.98975	320.0	373.0	307.0	
9000	.1	b	0.0	0.2725988700564972	0.34516129032258064	1.0	1.0	1.0	0.17322222222222222	0.17322222222222222	1.0562222222222222	336.0	354.0	310.0	
10000	.1	b	0.0	0.27247191011235955	0.3451178451178451	1.0	1.0	1.0	0.1739	0.1739	1.0607	347.0	356.0	297.0	
11000	.1	b	0.0	0.2535410764872521	0.3504983388704319	1.0	1.0	1.0	0.17272727272727273	0.17272727272727273	1.038909090909091	346.0	353.0	301.0	
12000	.1	b	0.0	0.28285714285714286	0.3685064935064935	1.0	1.0	1.0	0.17033333333333334	0.17033333333333334	0.9866666666666667	342.0	350.0	308.0	
13000	.1	b	0.0	0.3028571428571429	0.36698717948717946	1.0	1.0	1.0	0.16715384615384615	0.16715384615384615	0.955	338.0	350.0	312.0	
14000	.1	b	0.0	0.2959770114942529	0.3685064935064935	1.0	1.0	1.0	0.1662857142857143	0.1662857142857143	0.938	344.0	348.0	308.0	
15000	.1	b	0.0	0.30919220055710306	0.369281045751634	1.0	1.0	1.0	0.16313333333333332	0.16313333333333332	0.9026	335.0	359.0	306.0	
16000	.1	b	0.0	0.29353932584269665	0.36245954692556637	1.0	1.0	1.0	0.163125	0.163125	0.94475	335.0	356.0	309.0	
17000	.1	b	0.0	0.2671428571428571	0.3954248366013072	1.0	1.0	1.0	0.16047058823529411	0.16047058823529411	0.9735882352941176	344.0	350.0	306.0	
18000	.1	b	0.0	0.29120879120879123	0.3782467532467532	1.0	1.0	1.0	0.15933333333333333	0.15933333333333333	0.9557222222222223	328.0	364.0	308.0	
19000	.1	b	0.0	0.30563002680965146	0.3770764119601329	1.0	1.0	1.0	0.15857894736842104	0.15857894736842104	0.9480526315789474	326.0	373.0	301.0	
20000	.1	b	0.0	0.325	0.3771043771043771	1.0	1.0	1.0	0.15675	0.15675	0.9215	323.0	380.0	297.0	
21000	.1	b	0.0	0.31613756613756616	0.3707482993197279	1.0	1.0	1.0	0.15257142857142858	0.15257142857142858	0.9015238095238095	328.0	378.0	294.0	
22000	.1	b	0.0	0.2796833773087071	0.3745704467353952	1.0	1.0	1.0	0.15195454545454545	0.15195454545454545	0.912409090909091	330.0	379.0	291.0	
23000	.1	b	0.001483679525222552	0.2866847826086957	0.37457627118644066	0.9985163204747775	1.0	1.0	0.15017391304347827	0.15017391304347827	0.9062608695652173	337.0	368.0	295.0	
24000	.1	b	0.0	0.27158774373259054	0.36993243243243246	1.0	1.0	1.0	0.14725	0.14725	0.909875	345.0	359.0	296.0	
25000	.1	b	0.0	0.3	0.36795774647887325	1.0	1.0	0.9982394366197183	0.146	0.14596	0.92112	360.0	355.0	284.0	
26000	.1	b	0.0	0.2969613259668508	0.38697318007662834	1.0	1.0	1.0	0.14511538461538462	0.14511538461538462	0.9083461538461538	377.0	362.0	261.0	
27000	.1	b	0.0	0.29914529914529914	0.38910505836575876	1.0	1.0	1.0	0.14325925925925925	0.14325925925925925	0.9113703703703704	392.0	351.0	257.0	
28000	.1	b	0.0	0.29036827195467424	0.40540540540540543	1.0	1.0	1.0	0.14082142857142857	0.14082142857142857	0.8958214285714285	388.0	353.0	259.0	
29000	.1	b	0.0	0.27299703264094954	0.40458015267175573	1.0	1.0	1.0	0.13951724137931035	0.13948275862068965	0.8948275862068965	400.0	337.0	262.0	
30000	.1	b	0.0	0.2865853658536585	0.4169811320754717	1.0	1.0	1.0	0.1381	0.13806666666666667	0.8755666666666667	406.0	328.0	265.0	
31000	.1	b	0.0	0.2857142857142857	0.42452830188679247	1.0	1.0	1.0	0.13703225806451613	0.13703225806451613	0.8781935483870967	413.0	322.0	265.0	
32000	.1	b	0.0	0.30335365853658536	0.4169811320754717	1.0	1.0	1.0	0.13515625	0.13515625	0.863	407.0	328.0	265.0	
33000	.1	b	0.0	0.2902208201892745	0.42105263157894735	1.0	1.0	1.0	0.13287878787878787	0.13287878787878787	0.8645757575757576	417.0	317.0	266.0	
34000	.1	b	0.0	0.27980132450331124	0.4211469534050179	1.0	1.0	1.0	0.13167647058823528	0.13167647058823528	0.8556176470588235	419.0	302.0	279.0	
35000	.1	b	0.0	0.27956989247311825	0.46539792387543255	1.0	1.0	1.0	0.13074285714285713	0.13074285714285713	0.8443428571428572	432.0	279.0	289.0	
36000	.1	b	0.0	0.2804878048780488	0.4757785467128028	1.0	1.0	1.0	0.1298888888888889	0.1298888888888889	0.8346666666666667	424.0	287.0	289.0	
37000	.1	b	0.0	0.285958904109589	0.48007246376811596	1.0	1.0	1.0	0.12808108108108107	0.12805405405405407	0.818972972972973	431.0	292.0	276.0	
38000	.1	b	0.0	0.30398671096345514	0.49606299212598426	1.0	1.0	1.0	0.12642105263157893	0.12642105263157893	0.7979473684210526	445.0	301.0	254.0	
39000	.1	b	0.0	0.31475409836065577	0.5040816326530613	1.0	1.0	1.0	0.12458974358974359	0.12458974358974359	0.785051282051282	450.0	305.0	245.0	
40000	.1	b	0.0	0.313953488372093	0.5040485829959515	1.0	1.0	1.0	0.1217	0.1217	0.767675	452.0	301.0	247.0	
41000	.1	b	0.0	0.31833333333333336	0.48577235772357724	1.0	1.0	1.0	0.119	0.119	0.7554390243902439	454.0	300.0	246.0	
42000	.1	b	0.0	0.33568904593639576	0.4801587301587302	1.0	1.0	1.0	0.11728571428571428	0.11728571428571428	0.7380714285714286	465.0	283.0	252.0	
43000	.1	b	0.0	0.3421985815602837	0.48249027237354086	1.0	1.0	1.0	0.11532558139534883	0.11532558139534883	0.7248372093023255	461.0	282.0	257.0	
44000	.1	b	0.0	0.35379061371841153	0.47900763358778625	1.0	1.0	1.0	0.11393181818181818	0.11393181818181818	0.7093409090909091	461.0	277.0	262.0	
45000	.1	b	0.0	0.35583941605839414	0.47884615384615387	1.0	1.0	1.0	0.11182222222222223	0.11182222222222223	0.6936	466.0	274.0	260.0	
46000	.1	b	0.0	0.36	0.466	1.0	1.0	1.0	0.11	0.11	0.7046086956521739	475.0	275.0	250.0	
47000	.1	b	0.0	0.34946236559139787	0.4613821138211382	1.0	1.0	1.0	0.10946808510638298	0.10946808510638298	0.7024468085106383	475.0	279.0	246.0	
48000	.1	b	0.0	0.34657039711191334	0.46502057613168724	1.0	1.0	1.0	0.1073125	0.1073125	0.688125	480.0	277.0	243.0	
49000	.1	b	0.0	0.3327338129496403	0.46530612244897956	1.0	1.0	1.0	0.10542857142857143	0.10542857142857143	0.6861020408163265	477.0	278.0	245.0	
50000	.1	b	0.0	0.33451957295373663	0.4661016949152542	1.0	1.0	1.0	0.1038	0.1038	0.67264	483.0	281.0	236.0	
51000	.1	b	0.0	0.3374125874125874	0.4696969696969697	1.0	1.0	1.0	0.10198039215686275	0.10198039215686275	0.6594509803921569	483.0	286.0	231.0	
52000	.1	b	0.0	0.3129496402877698	0.45918367346938777	1.0	1.0	1.0	0.10196153846153846	0.10196153846153846	0.6542692307692307	477.0	278.0	245.0	
53000	.1	b	0.0	0.32656826568265684	0.46473029045643155	1.0	1.0	1.0	0.10096226415094339	0.10096226415094339	0.6450188679245283	488.0	271.0	241.0	
54000	.1	b	0.0	0.26217228464419473	0.4708333333333333	1.0	1.0	1.0	0.09988888888888889	0.09988888888888889	0.6450925925925926	493.0	267.0	240.0	
55000	.1	b	0.0	0.26591760299625467	0.470954356846473	1.0	1.0	1.0	0.0982	0.0982	0.6333636363636364	492.0	267.0	241.0	
