% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = .1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%stayforage = [.1, .5, .9]
%learnalg = [r, n, b]
% 	Parameters		Results
Timestep	stayforage	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, .1, true, r, .01]
56000	.1	b	0.0	0.30343511450381677	0.4497716894977169	1.0	1.0	1.0	0.09876785714285714	0.09876785714285714	0.6268571428571429	519.0	262.0	219.0	
57000	.1	b	0.0	0.3273092369477912	0.45622119815668205	1.0	1.0	1.0	0.09791228070175438	0.09791228070175438	0.617561403508772	534.0	249.0	217.0	
58000	.1	b	0.0	0.31781376518218624	0.4647887323943662	1.0	1.0	1.0	0.09641379310344828	0.09641379310344828	0.6102068965517241	540.0	247.0	213.0	
59000	.1	b	0.0	0.3163265306122449	0.46172248803827753	1.0	1.0	1.0	0.09503389830508474	0.09503389830508474	0.6023728813559323	546.0	245.0	209.0	
60000	.1	b	0.0	0.31512605042016806	0.4569377990430622	1.0	1.0	1.0	0.0937	0.0937	0.5939833333333333	553.0	238.0	209.0	
61000	.1	b	0.0	0.3203463203463203	0.46208530805687204	1.0	1.0	1.0	0.09265573770491803	0.09265573770491803	0.5855409836065574	558.0	231.0	211.0	
62000	.1	b	0.0	0.32062780269058294	0.4587378640776699	1.0	1.0	1.0	0.09214516129032257	0.09214516129032257	0.5781774193548387	571.0	223.0	206.0	
63000	.1	b	0.0	0.34057971014492755	0.5078534031413613	1.0	1.0	1.0	0.09155555555555556	0.09155555555555556	0.5768571428571428	602.0	207.0	191.0	
64000	.1	b	0.0	0.35323383084577115	0.4830508474576271	1.0	1.0	1.0	0.0910625	0.0910625	0.578375	622.0	201.0	177.0	
65000	.1	b	0.0	0.355	0.49142857142857144	1.0	1.0	1.0	0.08984615384615384	0.08984615384615384	0.5694769230769231	625.0	200.0	175.0	
66000	.1	b	0.0	0.36528497409326427	0.4913294797687861	1.0	1.0	1.0	0.08868181818181818	0.08868181818181818	0.5608484848484848	634.0	193.0	173.0	
67000	.1	b	0.0	0.3671875	0.4941860465116279	1.0	1.0	1.0	0.08744776119402985	0.08744776119402985	0.5527462686567164	636.0	192.0	172.0	
68000	.1	b	0.0015337423312883436	0.3707865168539326	0.49117647058823527	0.9984662576687117	1.0	1.0	0.08676470588235294	0.08676470588235294	0.5488970588235295	652.0	178.0	170.0	
69000	.1	b	0.0	0.307909604519774	0.48579545454545453	1.0	1.0	1.0	0.08633333333333333	0.08633333333333333	0.5716376811594203	647.0	177.0	176.0	
70000	.1	b	0.0	0.31736526946107785	0.4943181818181818	1.0	1.0	1.0	0.08568571428571428	0.08568571428571428	0.5677857142857143	657.0	167.0	176.0	
71000	.1	b	0.0	0.3067484662576687	0.49700598802395207	1.0	1.0	1.0	0.08487323943661972	0.08487323943661972	0.5606197183098591	670.0	163.0	167.0	
72000	.1	b	0.0	0.3067484662576687	0.49700598802395207	1.0	1.0	1.0	0.08369444444444445	0.08369444444444445	0.5528333333333333	670.0	163.0	167.0	
73000	.1	b	0.0	0.32051282051282054	0.49698795180722893	1.0	1.0	1.0	0.08280821917808219	0.08280821917808219	0.5452602739726028	678.0	156.0	166.0	
74000	.1	b	0.0	0.32051282051282054	0.5030487804878049	1.0	1.0	1.0	0.08172972972972974	0.08172972972972974	0.5379324324324324	680.0	156.0	164.0	
75000	.1	b	0.0	0.32802547770700635	0.5095541401273885	1.0	1.0	1.0	0.08114666666666667	0.08114666666666667	0.5310133333333333	686.0	157.0	157.0	
76000	.1	b	0.0	0.24358974358974358	0.5102040816326531	1.0	1.0	1.0	0.08076315789473684	0.08076315789473684	0.5267631578947368	697.0	156.0	147.0	
77000	.1	b	0.0	0.24358974358974358	0.5102040816326531	1.0	1.0	1.0	0.07971428571428571	0.07971428571428571	0.5199220779220779	697.0	156.0	147.0	
78000	.1	b	0.0	0.2467948717948718	0.5136986301369864	1.0	1.0	1.0	0.07871794871794872	0.07871794871794872	0.5132564102564102	698.0	156.0	146.0	
79000	.1	b	0.0	0.25316455696202533	0.5136986301369864	1.0	1.0	1.0	0.07783544303797468	0.07783544303797468	0.507253164556962	696.0	158.0	146.0	
80000	.1	b	0.0	0.25316455696202533	0.5105633802816901	1.0	0.9968354430379747	1.0	0.0771875	0.0771875	0.5009125	700.0	158.0	142.0	
81000	.1	b	0.0	0.18518518518518517	0.4796747967479675	1.0	1.0	1.0	0.07709876543209876	0.07709876543209876	0.5048024691358025	715.0	162.0	123.0	
82000	.1	b	0.0	0.184375	0.4649122807017544	1.0	1.0	1.0	0.07648780487804878	0.07648780487804878	0.5048292682926829	726.0	160.0	114.0	
83000	.1	b	0.0	0.17973856209150327	0.4658119658119658	1.0	1.0	1.0	0.07565060240963856	0.07565060240963856	0.4987469879518072	730.0	153.0	117.0	
84000	.1	b	0.0	0.18211920529801323	0.4698275862068966	1.0	1.0	1.0	0.07478571428571429	0.07478571428571429	0.4928095238095238	733.0	151.0	116.0	
85000	.1	b	0.0	0.18211920529801323	0.4608695652173913	1.0	1.0	1.0	0.07392941176470588	0.07392941176470588	0.4870470588235294	734.0	151.0	115.0	
86000	.1	b	0.0	0.1955128205128205	0.42592592592592593	1.0	1.0	1.0	0.07334883720930233	0.07334883720930233	0.490453488372093	736.0	156.0	108.0	
87000	.1	b	0.0	0.1955128205128205	0.42592592592592593	1.0	1.0	1.0	0.07250574712643679	0.07250574712643679	0.484816091954023	736.0	156.0	108.0	
88000	.1	b	0.0	0.1955128205128205	0.42592592592592593	1.0	1.0	1.0	0.07168181818181818	0.07168181818181818	0.4793068181818182	736.0	156.0	108.0	
89000	.1	b	0.0	0.1955128205128205	0.42592592592592593	1.0	1.0	1.0	0.07087640449438203	0.07087640449438203	0.47392134831460675	736.0	156.0	108.0	
90000	.1	b	0.0	0.1955128205128205	0.42592592592592593	1.0	1.0	1.0	0.0700888888888889	0.0700888888888889	0.46865555555555555	736.0	156.0	108.0	
91000	.1	b	0.0	0.184375	0.38073394495412843	1.0	1.0	1.0	0.0695934065934066	0.0695934065934066	0.46464835164835167	731.0	160.0	109.0	
92000	.1	b	0.0	0.1962025316455696	0.38288288288288286	1.0	1.0	1.0	0.06909782608695653	0.06909782608695653	0.45959782608695654	731.0	158.0	111.0	
93000	.1	b	0.0	0.1962025316455696	0.38288288288288286	1.0	1.0	1.0	0.06835483870967742	0.06835483870967742	0.45465591397849464	731.0	158.0	111.0	
94000	.1	b	0.0	0.1962025316455696	0.38288288288288286	1.0	1.0	1.0	0.06762765957446809	0.06762765957446809	0.4498191489361702	731.0	158.0	111.0	
95000	.1	b	0.0	0.14240506329113925	0.33181818181818185	1.0	1.0	1.0	0.06777894736842105	0.06777894736842105	0.4537894736842105	732.0	158.0	110.0	
96000	.1	b	0.0	0.14240506329113925	0.33181818181818185	1.0	1.0	1.0	0.06707291666666666	0.06707291666666666	0.4490625	732.0	158.0	110.0	
97000	.1	b	0.0	0.1360759493670886	0.33181818181818185	1.0	1.0	1.0	0.06638144329896907	0.06638144329896907	0.4450515463917526	732.0	158.0	110.0	
98000	.1	b	0.0	0.1360759493670886	0.33181818181818185	1.0	1.0	1.0	0.06570408163265307	0.06570408163265307	0.44090816326530613	732.0	158.0	110.0	
99000	.1	b	0.0	0.1360759493670886	0.33181818181818185	1.0	1.0	1.0	0.06504040404040404	0.06504040404040404	0.43645454545454543	732.0	158.0	110.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, .5, true, r, .01]
0	.5	r	0.5	0.5	0.5	0.5	0.5	0.5	NaN	NaN	NaN	334.0	333.0	333.0	
1000	.5	r	0.01733520144860279	0.4979802980042472	0.4997359956702693	0.9826647985512631	0.9849945129001547	0.8610439844237117	0.208	0.208	0.457	353.0	355.0	292.0	
2000	.5	r	0.013836716876958505	0.4951627251428657	0.4988413510291075	0.9861632831222993	0.985676546219568	0.9025419276331261	0.196	0.196	0.708	346.0	378.0	276.0	
3000	.5	r	0.009980098101167503	0.4940495953233231	0.4986219283857337	0.9900199018975486	0.987830016934343	0.9060676200412855	0.18633333333333332	0.18633333333333332	0.7186666666666667	347.0	374.0	279.0	
4000	.5	r	0.008914039118023605	0.49298674488565936	0.4985716023967815	0.9910859608802487	0.9901332347226344	0.9082767324388425	0.1755	0.1755	0.70725	346.0	371.0	283.0	
5000	.5	r	0.011830908572455133	0.492299381161202	0.4962963669017324	0.9881690914253866	0.9885900943592919	0.9150165254122032	0.1724	0.1724	0.6592	359.0	382.0	259.0	
6000	.5	r	0.009749222842011284	0.49223361023390255	0.4953727432302829	0.9902507771554908	0.992607157939519	0.9347528615543775	0.1655	0.1655	0.6256666666666667	359.0	398.0	243.0	
7000	.5	r	0.01176122321987756	0.4901199396268044	0.49589732086233784	0.9882387767771609	0.9844456218052355	0.9265737091839273	0.164	0.164	0.6304285714285714	362.0	399.0	239.0	
8000	.5	r	0.01417433044827056	0.4899583619606654	0.4957809588444564	0.98582566954833	0.989933012941864	0.921710910787808	0.162	0.162	0.601	349.0	403.0	248.0	
9000	.5	r	0.008790090342762411	0.49048117466050395	0.4960961579307698	0.9912099096535734	0.9934506391759654	0.9424378759405959	0.15388888888888888	0.15388888888888888	0.5555555555555556	361.0	399.0	240.0	
10000	.5	r	0.01578930682394618	0.4896199894639002	0.495237850281353	0.9842106931720461	0.9858740229582712	0.9177963092317467	0.1542	0.1542	0.5417	371.0	393.0	236.0	
11000	.5	r	0.009957961103315371	0.4906128097877764	0.49545496247833465	0.9900420388923697	0.9882063427291295	0.9340606407562464	0.155	0.155	0.5272727272727272	375.0	384.0	241.0	
12000	.5	r	0.006349766116383804	0.48966415720584644	0.4960534444564298	0.9936502338793235	0.9947894294263069	0.9349921228605801	0.15441666666666667	0.15441666666666667	0.5158333333333334	402.0	359.0	239.0	
13000	.5	r	0.020039539117220697	0.4908194242352908	0.494570010291333	0.9799604608781509	0.9841170614140745	0.9012204170445877	0.15723076923076923	0.15723076923076923	0.5119230769230769	410.0	347.0	243.0	
14000	.5	r	0.012034950065165305	0.49103657382859905	0.4932452659641013	0.987965049929706	0.9777957993632036	0.9099921583554873	0.15785714285714286	0.15785714285714286	0.5153571428571428	399.0	347.0	254.0	
15000	.5	r	0.010942041966277141	0.4916734635320218	0.4942983446235102	0.9890579580280853	0.9848004709553058	0.9001900912159093	0.15886666666666666	0.15886666666666666	0.49306666666666665	384.0	336.0	280.0	
16000	.5	r	0.008116155838242113	0.49079522381890484	0.4934506337426933	0.9918838441559241	0.9858670478891219	0.9061062266524817	0.156875	0.156875	0.4894375	401.0	339.0	260.0	
17000	.5	r	0.008345488503073784	0.4913475616972574	0.4940898792637152	0.9916545114905405	0.9944471107161056	0.9316715690746933	0.15476470588235294	0.15476470588235294	0.4717647058823529	397.0	359.0	244.0	
18000	.5	r	0.02018597428528441	0.4920727460990737	0.49196350268741773	0.9798140257078245	0.9781086831178232	0.9266024275560089	0.15283333333333332	0.15283333333333332	0.47605555555555557	396.0	364.0	240.0	
19000	.5	r	0.016597310972324843	0.491028665189672	0.4911388338362831	0.9834026890205703	0.9847140953559523	0.9072371643245938	0.15426315789473685	0.15426315789473685	0.47957894736842105	397.0	360.0	243.0	
20000	.5	r	0.006191739933873295	0.48980447377392394	0.4923764263066778	0.9938082600587728	0.9928954818055318	0.9090072220348936	0.1549	0.1549	0.4986	397.0	353.0	250.0	
21000	.5	r	0.009454280896431912	0.4898593847279138	0.4922730780973415	0.9905457190958239	0.9905524634051536	0.9274969249166677	0.1538095238095238	0.1538095238095238	0.4886666666666667	400.0	362.0	238.0	
22000	.5	r	0.028518941349455887	0.48908352456409565	0.4909952852559219	0.9714810586426635	0.9581143814035297	0.8975773490102638	0.15418181818181817	0.15418181818181817	0.4969545454545455	410.0	348.0	242.0	
23000	.5	r	0.00881767467385656	0.48738177534806315	0.4909345273185028	0.9911823253180745	0.9922515515296494	0.9209302115267296	0.1562608695652174	0.1562608695652174	0.5216521739130435	419.0	334.0	247.0	
24000	.5	r	0.018785341738573318	0.4877620721927495	0.4935359834182139	0.9812146582527055	0.9777908022343689	0.9068460751266101	0.15616666666666668	0.15616666666666668	0.5094166666666666	415.0	351.0	234.0	
25000	.5	r	0.01048183791196235	0.4871977016081869	0.49320625189783573	0.9895181620790902	0.9914651690526827	0.9412144616342322	0.15552	0.15552	0.50668	427.0	335.0	238.0	
26000	.5	r	0.006886906213025858	0.48738168171084517	0.4932345108189595	0.9931130937773189	0.9886695551715629	0.9294390698751306	0.15569230769230769	0.15569230769230769	0.5092692307692308	413.0	353.0	234.0	
27000	.5	r	0.0067430158858959935	0.48908834388758027	0.49287667553809605	0.9932569841041594	0.9903651207209344	0.9316828775818138	0.15477777777777776	0.15477777777777776	0.49577777777777776	415.0	358.0	227.0	
28000	.5	r	0.010130683749086763	0.4894877700416604	0.4935169976497861	0.9898693162405922	0.986989337475195	0.9338858253177993	0.15432142857142858	0.15432142857142858	0.4872142857142857	416.0	350.0	234.0	
29000	.5	r	0.02046426941986378	0.48751435113282166	0.4930010380911255	0.9795357305690567	0.9771732215474561	0.9013725551917554	0.1553103448275862	0.1553103448275862	0.49410344827586206	405.0	359.0	236.0	
30000	.5	r	0.011009411233222976	0.48949683236750074	0.49411363818342524	0.9889905887555273	0.9845709603821197	0.9293950921752531	0.15556666666666666	0.15556666666666666	0.4822666666666667	407.0	370.0	223.0	
31000	.5	r	0.010035755851620044	0.48883921599400204	0.4954295667945175	0.9899642441369045	0.9896984163422797	0.9072615069240798	0.15606451612903227	0.15606451612903227	0.4805483870967742	408.0	366.0	226.0	
32000	.5	r	0.010857985487917785	0.4869533416463828	0.49440864053986994	0.9891420144997916	0.983998193438598	0.9182416950373985	0.15653125	0.15653125	0.4869375	396.0	378.0	226.0	
33000	.5	r	0.01032612877846291	0.4877013904862796	0.4942133005903971	0.989673871209323	0.9919887758239304	0.9306558785640141	0.1559090909090909	0.1559090909090909	0.47809090909090907	412.0	368.0	220.0	
34000	.5	r	0.019102292546761653	0.48842808716879255	0.4950161943599446	0.9808977074409243	0.9857254894420638	0.927710205572417	0.15644117647058822	0.15644117647058822	0.4691470588235294	428.0	371.0	201.0	
35000	.5	r	0.012852827558512196	0.48670837770519293	0.49552756177381413	0.9871471724289363	0.9875223273868392	0.94061108793912	0.1561142857142857	0.1561142857142857	0.479	433.0	366.0	201.0	
36000	.5	r	0.010002665409625652	0.4875862667647732	0.4949305762616686	0.9899973345775812	0.9920000905996266	0.9683052220965312	0.15425	0.15425	0.4781666666666667	436.0	375.0	189.0	
37000	.5	r	0.009497280710482944	0.4904262246760555	0.4944671506057438	0.9905027192764064	0.9908342451533467	0.9384749011131782	0.15383783783783783	0.15383783783783783	0.4696756756756757	444.0	364.0	192.0	
38000	.5	r	0.012539246998342198	0.48779168974497683	0.4963912554456501	0.9874607529883597	0.9836546416319362	0.9401207395795177	0.15297368421052632	0.15297368421052632	0.4716578947368421	450.0	360.0	190.0	
39000	.5	r	0.013653871602581092	0.48922856778993706	0.495992255106339	0.9863461283838328	0.981805520000641	0.9244552654846542	0.15405128205128205	0.15405128205128205	0.474	449.0	365.0	186.0	
40000	.5	r	0.011339727173191429	0.48929423936840344	0.49591061072521864	0.9886602728135699	0.9843794851734926	0.9316975180613255	0.15445	0.15445	0.471175	469.0	351.0	180.0	
41000	.5	r	0.010109744207030574	0.4901708372742477	0.4957553976852595	0.9898902557802125	0.9819059760593577	0.9384937579391429	0.15490243902439024	0.15490243902439024	0.4665365853658537	494.0	335.0	171.0	
42000	.5	r	0.017075090008520023	0.4899447673279175	0.4952026638260363	0.9829249099782678	0.9820836207009579	0.9420184862522324	0.15561904761904763	0.15561904761904763	0.4628095238095238	491.0	335.0	174.0	
43000	.5	r	0.0049784805195840125	0.49098042155105304	0.49761939526704374	0.9950215194672888	0.9892582365135805	0.9430338179744145	0.15623255813953488	0.15623255813953488	0.45972093023255817	507.0	330.0	163.0	
44000	.5	r	0.008730503348094065	0.48723207371294563	0.497636883849054	0.9912694966384348	0.990052743694831	0.9591359339525931	0.15606818181818183	0.15606818181818183	0.4656818181818182	507.0	330.0	163.0	
45000	.5	r	0.00223954157884233	0.4866002746739726	0.4980816092244235	0.9977604584072061	0.9962416291700067	0.9812622437253212	0.1535111111111111	0.1535111111111111	0.45866666666666667	509.0	338.0	153.0	
46000	.5	r	0.011277627587068179	0.48707893992772194	0.49714347049925367	0.9887223723984887	0.9919504256477071	0.9318255951567068	0.1523695652173913	0.1523695652173913	0.4517608695652174	513.0	335.0	152.0	
47000	.5	r	0.0032571234839412215	0.4872953534190996	0.4974063641482258	0.9967428765013591	0.9947693906599023	0.969602679943888	0.15163829787234043	0.15163829787234043	0.4450212765957447	528.0	327.0	145.0	
48000	.5	r	0.008188922064079352	0.48701819629237686	0.496891168199587	0.9918110779220859	0.9921834579428013	0.9461107934688279	0.1516875	0.1516875	0.4400625	567.0	297.0	136.0	
49000	.5	r	0.008472564398569193	0.487084397323849	0.49732699498507166	0.991527435587321	0.9961065440415885	0.9790811582579686	0.15077551020408164	0.15077551020408164	0.43320408163265306	579.0	293.0	128.0	
50000	.5	r	0.0021355185264345595	0.48817144818204766	0.49698454353032456	0.997864481458832	0.9962107929989433	0.9798793140601492	0.15008	0.15008	0.4267	568.0	306.0	126.0	
51000	.5	r	0.009821708508794331	0.48930386149862404	0.49557632571855686	0.9901782914756788	0.9842991616550468	0.9400503141356793	0.15066666666666667	0.15066666666666667	0.42284313725490197	556.0	318.0	126.0	
52000	.5	r	0.005806641873723663	0.4873758227624419	0.4954728354541708	0.9941933581109146	0.993382441887557	0.9674443434361284	0.15048076923076922	0.15048076923076922	0.4210576923076923	580.0	303.0	117.0	
53000	.5	r	0.013845008525996613	0.48676875860450447	0.4939275831242209	0.9861549914583653	0.9833729949176837	0.9415483198937074	0.15035849056603773	0.15035849056603773	0.4221132075471698	588.0	295.0	117.0	
54000	.5	r	0.006438832027997992	0.48437555569627805	0.49311551077070515	0.993561167955717	0.9875187834842581	0.961777122933692	0.1496851851851852	0.1496851851851852	0.42457407407407405	600.0	297.0	103.0	
55000	.5	r	0.00531701056964128	0.4837232342437578	0.4926914148314978	0.9946829894141798	0.9894977119018463	0.9784894581794374	0.1481818181818182	0.1481818181818182	0.4214	615.0	302.0	83.0	
56000	.5	r	0.009881000717114617	0.482098960875082	0.49253408248186403	0.99011899926663	0.9922104023155041	0.9537981144846205	0.14810714285714285	0.14810714285714285	0.41982142857142857	645.0	281.0	74.0	
57000	.5	r	0.0033614731929347557	0.4812491789524046	0.4935068919779437	0.9966385267907388	0.994010361743781	0.9791814959538284	0.14668421052631578	0.14668421052631578	0.41764912280701755	654.0	269.0	77.0	
58000	.5	r	0.022021928476350185	0.4828790189576429	0.4949811240226909	0.9779780715064388	0.9837552562656737	0.9475139144387756	0.1478793103448276	0.1478793103448276	0.4147586206896552	633.0	289.0	78.0	
59000	.5	r	0.006178435127557551	0.48237887839467863	0.49269799699888467	0.9938215648552622	0.9948872975989148	0.9664086864788619	0.14691525423728813	0.14691525423728813	0.4106271186440678	647.0	279.0	74.0	
60000	.5	r	0.011515637449106764	0.47762804615580473	0.4964014382106813	0.9884843625334166	0.9861299360363743	0.9474230499019193	0.14636666666666667	0.14636666666666667	0.42178333333333334	663.0	266.0	71.0	
61000	.5	r	0.0033358065059458392	0.4770489594061043	0.4985658921515729	0.9966641934757996	0.9931421035326762	0.9747608969698476	0.14555737704918031	0.14555737704918031	0.4205737704918033	688.0	253.0	59.0	
62000	.5	r	0.003012613817460911	0.4742414701566021	0.5001606481297796	0.9969873861642271	0.997737261108407	0.9838951254741178	0.14387096774193547	0.14387096774193547	0.41851612903225804	699.0	247.0	54.0	
63000	.5	r	0.005060352015106526	0.4745238663103384	0.5015719697253828	0.9949396479657896	0.997474962960703	0.9751908753250507	0.14357142857142857	0.14357142857142857	0.41628571428571426	693.0	257.0	50.0	
64000	.5	r	0.0013435274345860485	0.4747170568112101	0.5019013590853194	0.9986564725462505	0.9966720334505856	0.9881558683149901	0.14175	0.14175	0.410734375	697.0	257.0	46.0	
65000	.5	r	0.004833205350417796	0.47977244006068376	0.5024645551907794	0.9951667946298255	0.9939270022043236	0.9652298458937894	0.14118461538461538	0.14118461538461538	0.4055692307692308	704.0	254.0	42.0	
66000	.5	r	0.0031641191712831617	0.4822429236558599	0.5008627399216364	0.996835880808529	0.9960205640216507	0.9686844057169856	0.1407878787878788	0.1407878787878788	0.40184848484848484	722.0	242.0	36.0	
67000	.5	r	0.0018822089830433436	0.4862371808954469	0.49482779797123383	0.9981177909966259	0.9980855063045263	0.9840656313349779	0.14011940298507464	0.14011940298507464	0.39713432835820894	735.0	233.0	32.0	
68000	.5	r	0.019132535747887577	0.47541042909957254	0.49587848325841855	0.9808674642321028	0.9725650195693175	0.9757704895723778	0.13979411764705882	0.13979411764705882	0.4052352941176471	754.0	219.0	27.0	
69000	.5	r	0.0016169773350000042	0.4759989035789814	0.49543471363050756	0.9983830226445849	0.9986588063646933	0.9931339975848654	0.13847826086956522	0.13847826086956522	0.400231884057971	763.0	215.0	22.0	
70000	.5	r	0.009714611130197504	0.4782990256647014	0.4977023715771329	0.9902853888493038	0.9936596143263781	0.9666352778637889	0.13807142857142857	0.13807142857142857	0.39622857142857143	772.0	207.0	21.0	
71000	.5	r	0.0016317304498773878	0.48457322707898487	0.4984382993740454	0.9983682695292369	0.9985654841467081	0.9810091198880014	0.13812676056338027	0.13812676056338027	0.3908169014084507	769.0	211.0	20.0	
72000	.5	r	0.022054704240452108	0.4883812919283716	0.49772967658369444	0.9779452957380276	0.9839217826489117	0.9192915644594143	0.13958333333333334	0.13956944444444444	0.38680555555555557	753.0	222.0	24.0	
73000	.5	r	0.007424346956250022	0.4893691123284159	0.4954005285773129	0.9925756530216728	0.9914818730853602	0.9728054341396677	0.13967123287671232	0.13967123287671232	0.38516438356164384	746.0	228.0	26.0	
74000	.5	r	0.0021471345663915944	0.4912332662503111	0.4942147424046099	0.9978528654111563	0.9967544433479699	0.997133760726626	0.13893243243243245	0.13893243243243245	0.380527027027027	749.0	227.0	24.0	
75000	.5	r	0.005797388010067376	0.4906870326984604	0.49466742228336374	0.9942026119660072	0.9867039480612683	0.9709344136069492	0.13828	0.13828	0.37682666666666664	754.0	221.0	25.0	
76000	.5	r	0.01581843771100019	0.4910165691799849	0.4936516931944806	0.9841815622647088	0.9878739487693833	0.9602485879732756	0.1375921052631579	0.1375921052631579	0.37186842105263157	759.0	220.0	21.0	
77000	.5	r	0.007256522120317232	0.4910914537763421	0.4859630552614257	0.99274347785529	0.9899014319431291	0.9835287915084341	0.13646753246753246	0.13646753246753246	0.36844155844155846	766.0	216.0	18.0	
78000	.5	r	0.036116053498253906	0.49087608311103953	0.4934724082966665	0.9638839464761123	0.9622696622173105	0.9650127547571523	0.13747435897435897	0.13747435897435897	0.366974358974359	743.0	237.0	20.0	
79000	.5	r	0.009927268274162165	0.4924906143746833	0.4937832459968252	0.9900727316998061	0.990584267091904	0.9727010150763439	0.13765822784810128	0.13765822784810128	0.36260759493670885	739.0	240.0	21.0	
80000	.5	r	8.435944221333024E-4	0.49263133380547247	0.49358245862986877	0.9991564055511621	0.9977457130162274	0.9967674120444364	0.1362625	0.1362625	0.35825	741.0	242.0	17.0	
81000	.5	r	8.23234270303724E-4	0.4926917327087063	0.49358245862986877	0.999176765701746	0.996025685019391	0.9991033599844172	0.13470370370370371	0.13470370370370371	0.3538395061728395	739.0	244.0	17.0	
82000	.5	r	0.0021821277363667396	0.48981984712670795	0.4939389887059872	0.9978178722342305	0.9977782501653417	0.9935454980569849	0.13364634146341464	0.13364634146341464	0.3545121951219512	733.0	249.0	18.0	
83000	.5	r	0.002887725251279661	0.4899009638826704	0.49302689063149785	0.9971122747193746	0.9985541267851294	0.9963811705453604	0.1322289156626506	0.1322289156626506	0.3503132530120482	736.0	251.0	13.0	
84000	.5	r	0.0064899157882480595	0.48872612610411387	0.49244579818412265	0.9935100841823331	0.9936869741503469	0.9837148937813548	0.13154761904761905	0.13154761904761905	0.34758333333333336	737.0	251.0	12.0	
85000	.5	r	0.009724809531912989	0.48924994563699764	0.49395663854729815	0.9902751904380953	0.9910862347772573	0.9211551190624869	0.13071764705882352	0.13071764705882352	0.34349411764705884	730.0	255.0	15.0	
86000	.5	r	0.04360288794390847	0.4897861047351136	0.494334348638092	0.9563971120260086	0.9586639899721433	0.8012559320485922	0.13079069767441862	0.13079069767441862	0.33974418604651163	731.0	253.0	16.0	
87000	.5	r	2.9096299284414738E-6	0.4868442746502329	0.49395663854729815	0.999997090339598	0.9999977192238897	0.9970615907491834	0.12945977011494253	0.12945977011494253	0.3382643678160919	734.0	251.0	15.0	
88000	.5	r	4.648672424400068E-6	0.48689647990955737	0.4945646109471052	0.9999953512968573	0.9999614729607328	0.9990005155105633	0.1280340909090909	0.1280340909090909	0.33445454545454545	734.0	252.0	14.0	
89000	.5	r	2.515202587550438E-5	0.4869482724790848	0.4956523591143066	0.9999748479409674	0.9999970687503434	0.9997295991993178	0.1266067415730337	0.1266067415730337	0.3307191011235955	733.0	253.0	14.0	
90000	.5	r	0.0015466367960678966	0.48772110965202253	0.4809881723832874	0.9984533631709475	0.9985327667909972	0.9939953064400792	0.12527777777777777	0.12527777777777777	0.32764444444444446	737.0	250.0	13.0	
91000	.5	r	1.6107386797204267E-7	0.48761138469458687	0.4672876150115837	0.9999998388931789	0.9999999477990658	0.9980754379505689	0.12392307692307693	0.12392307692307693	0.32456043956043956	738.0	249.0	13.0	
92000	.5	r	7.136680546483692E-12	0.48761138469458687	0.4672876150115837	0.9999999999599126	0.9999999999976995	0.9984633311299588	0.12257608695652174	0.12257608695652174	0.3210326086956522	738.0	249.0	13.0	
93000	.5	r	8.176136826526513E-5	0.48761138469458687	0.46962421393932774	0.9999182385986836	0.9999604966425465	0.9974438875784879	0.12129032258064516	0.12129032258064516	0.3175806451612903	737.0	249.0	14.0	
94000	.5	r	7.112107991815978E-5	0.4875438994546105	0.49448787943828937	0.9999288788870685	0.9999982007802122	0.9971969482210953	0.12007446808510638	0.12007446808510638	0.31427659574468086	738.0	250.0	12.0	
95000	.5	r	0.03470951410566666	0.4876417681807427	0.49038478096877436	0.9652904858611934	0.9682240908208928	0.8898403100635417	0.12047368421052632	0.12047368421052632	0.3123157894736842	738.0	251.0	11.0	
96000	.5	r	0.02214091602253279	0.48397308273237016	0.49186404543511675	0.9778590839441698	0.9790392139490747	0.9192635359131273	0.12040625	0.12040625	0.31415625	736.0	251.0	13.0	
97000	.5	r	1.0459445172139233E-6	0.483933849566514	0.49186404543511675	0.9999989540218848	0.999998783325585	0.9974807953192519	0.11921649484536083	0.11921649484536083	0.31112371134020617	734.0	253.0	13.0	
98000	.5	r	1.0437234417249934E-6	0.48399710212727576	0.49186404543511675	0.9999989562414285	0.9999960092267441	0.9949513253669111	0.11802040816326531	0.11802040816326531	0.30794897959183676	733.0	254.0	13.0	
