% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = 1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%fleeforage = [0, .001, .01, .1, 1]
%learnalg = [r, n, b]
% 	Parameters		Results
Timestep	fleeforage	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, 1, true, r, .01]
60000	0	r	0.0014452190449843548	0.49372668834318745	0.500000000000071	0.9985547809321504	0.999467631934482	0.9999999103161048	0.09751666666666667	0.09751666666666667	0.29163333333333336	366.0	632.0	2.0	
61000	0	r	0.0010032735243535476	0.4941595189813226	0.500000000000071	0.9989967264532752	0.9996861834628293	0.9999705859743631	0.0969344262295082	0.0969344262295082	0.28708196721311474	376.0	622.0	2.0	
62000	0	r	4.331266025217064E-8	0.4941595189813226	0.500000000000071	0.9999999566648283	0.9999998442659801	0.9999991130385508	0.09538709677419355	0.09538709677419355	0.2824516129032258	376.0	622.0	2.0	
63000	0	r	0.0013479558042121902	0.49407209620363035	0.500000000000071	0.9986520441724371	0.9991747178124366	0.9980411213627081	0.09392063492063492	0.09392063492063492	0.27825396825396825	375.0	623.0	2.0	
64000	0	r	0.012360958810009348	0.49411038525913636	0.500000000000071	0.9876390411664147	0.9866112372002286	0.9999999154350847	0.093890625	0.093890625	0.280140625	373.0	625.0	2.0	
65000	0	r	0.0625276059043961	0.49182291650929305	0.5000000000000474	0.9374723940720562	0.9391103518165207	0.9636377494322482	0.09398461538461539	0.09398461538461539	0.28846153846153844	373.0	624.0	3.0	
66000	0	r	4.485334984399656E-5	0.4922797755325853	0.5000000000000474	0.9999551466265731	0.9999301842707267	0.9683331745930763	0.09307575757575758	0.09307575757575758	0.2840909090909091	374.0	623.0	3.0	
67000	0	r	0.001095825109425054	0.49238820964747404	0.5000000000001421	0.9989041748668321	0.9985711964739957	0.9884153227468903	0.09182089552238806	0.09182089552238806	0.2798507462686567	374.0	625.0	1.0	
68000	0	r	3.3894770091568196E-5	0.49241248968049645	Infinity	0.9999661052043817	0.9998776423247342	Infinity	0.09052941176470589	0.09052941176470589	0.2757352941176471	373.0	627.0	0.0	
69000	0	r	1.251277875960397E-9	0.4924245717032982	Infinity	0.999999998723059	0.9999994814658377	Infinity	0.08923188405797101	0.08923188405797101	0.2717391304347826	372.0	628.0	0.0	
70000	0	r	0.002616209104357817	0.4926108930328327	Infinity	0.9973837908700292	0.997480289251116	Infinity	0.08807142857142858	0.08807142857142858	0.26785714285714285	373.0	627.0	0.0	
71000	0	r	0.0449029869268494	0.48931198418205507	Infinity	0.9550970130478906	0.9552089293836518	Infinity	0.08840845070422536	0.08840845070422536	0.2817323943661972	378.0	622.0	0.0	
72000	0	r	0.03917657919483321	0.48920178122703945	Infinity	0.9608234207806692	0.9637015088304384	Infinity	0.08906944444444445	0.08906944444444445	0.2874305555555556	389.0	611.0	0.0	
73000	0	r	0.02293540582690229	0.4883051693476691	0.5261654364353918	0.9770645941479563	0.980708838511288	0.943694741230904	0.09024657534246576	0.09024657534246576	0.29542465753424657	380.0	618.0	2.0	
74000	0	r	3.376094319898863E-5	0.4887099936140938	0.5261654364353918	0.9999662390313332	0.9999982177818273	0.9901304039745955	0.0892027027027027	0.0892027027027027	0.29143243243243244	381.0	617.0	2.0	
75000	0	r	1.4575972902922302E-9	0.4887099936140938	0.5261654364353918	0.9999999985163217	0.9999999999230519	0.9999989218510821	0.08801333333333333	0.08801333333333333	0.2875466666666667	381.0	617.0	2.0	
76000	0	r	1.581849247777548E-13	0.4887099936140938	0.5261654364353918	0.999999999972725	0.9999999999999891	0.9999999999557732	0.08685526315789474	0.08685526315789474	0.28376315789473683	381.0	617.0	2.0	
77000	0	r	9.52654605739945E-14	0.4887099936140938	0.5261654364353918	0.999999999972779	0.9999999999999906	0.9994767172231229	0.08572727272727272	0.08572727272727272	0.2800779220779221	381.0	617.0	2.0	
78000	0	r	2.408653013557854E-5	0.4887099936140938	0.5261654364353918	0.9999759134427385	0.9999999999999906	0.9973605138322703	0.08462820512820513	0.08462820512820513	0.2764871794871795	381.0	617.0	2.0	
79000	0	r	0.0016761668257954518	0.4887099936140938	0.5000000000001418	0.998323833147149	0.9973153092152841	0.9999417269580154	0.08365822784810127	0.08365822784810127	0.2729873417721519	382.0	617.0	1.0	
80000	0	r	0.001662045238343402	0.4889199568030809	0.5000000000001418	0.9983379547347312	0.9994229541002757	0.9919015825496216	0.0828375	0.0828375	0.269575	384.0	615.0	1.0	
81000	0	r	0.0012392918846438254	0.4893400084445946	0.5000000000001418	0.9987607080884802	0.998636674424584	0.9988635117798408	0.08212345679012345	0.08212345679012345	0.26624691358024694	385.0	614.0	1.0	
82000	0	r	3.175779584810758E-5	0.49034358855274557	0.5000000000001418	0.9999682421772601	0.9999512901366595	0.9904734878273497	0.08136585365853659	0.08136585365853659	0.263	386.0	613.0	1.0	
83000	0	r	1.3711178056272241E-9	0.49034358855274557	0.5000000000001418	0.9999999986017651	0.9999999978971251	0.9940666438303787	0.0803855421686747	0.0803855421686747	0.25983132530120484	386.0	613.0	1.0	
84000	0	r	1.5333671741410402E-13	0.49034358855274557	0.5000000000001418	0.9999999999724724	0.9999999999998985	0.937159897689514	0.07942857142857143	0.07942857142857143	0.25673809523809527	386.0	613.0	1.0	
85000	0	r	4.329267145099625E-6	0.4904023656753106	0.5000000000001418	0.9999956707055286	0.9999956634792786	0.9076891239049482	0.07852941176470589	0.07852941176470589	0.25376470588235295	387.0	612.0	1.0	
86000	0	r	2.8232616593952667E-4	0.4904023656753106	0.5000000000001418	0.9997176738067296	0.9996902491101136	0.993636916915574	0.07766279069767441	0.07766279069767441	0.2508139534883721	387.0	612.0	1.0	
87000	0	r	1.2188466681226121E-8	0.4904023656753106	0.5000000000001418	0.9999999877841987	0.9999999866276569	0.993419016822104	0.07677011494252874	0.07677011494252874	0.24793103448275863	387.0	612.0	1.0	
88000	0	r	6.201122589114569E-13	0.4904023656753106	0.5000000000001418	0.9999999999720427	0.9999999999994115	0.973562843762437	0.07589772727272727	0.07589772727272727	0.24511363636363637	387.0	612.0	1.0	
89000	0	r	9.394771927943062E-14	0.4903867481421414	0.5000000000001418	0.9999999999725272	0.9999913411491754	0.9462717587224163	0.07504494382022472	0.07504494382022472	0.24237078651685393	387.0	612.0	1.0	
90000	0	r	9.3925004099911E-14	0.4903867481421414	0.5000000000001418	0.9999999999725272	0.9999999996261758	0.9444688512629592	0.07421111111111112	0.07421111111111112	0.23967777777777777	387.0	612.0	1.0	
91000	0	r	9.392500311926858E-14	0.4903867481421414	0.5000000000001418	0.9999999999725272	0.9999999999999732	0.9936357574109667	0.0733956043956044	0.0733956043956044	0.23704395604395603	387.0	612.0	1.0	
92000	0	r	9.392500311923093E-14	0.4903867481421414	0.5000000000001418	0.9999999999725272	0.9999999999999895	0.9667602344454226	0.07259782608695652	0.07259782608695652	0.23446739130434782	387.0	612.0	1.0	
93000	0	r	9.392500311923093E-14	0.4903867481421414	0.5000000000001418	0.9999999999725272	0.9999999999999895	0.9973211842410687	0.07181720430107527	0.07181720430107527	0.2319462365591398	387.0	612.0	1.0	
94000	0	r	0.0034777276382045026	0.49043392826141924	0.5000000000001418	0.9965222723339865	0.9945798200532178	0.9059895750552917	0.07118085106382979	0.07118085106382979	0.22975531914893618	381.0	618.0	1.0	
95000	0	r	0.029667459290675127	0.48293838041214054	Infinity	0.9703325406814464	0.9720704013211838	Infinity	0.07242105263157894	0.07242105263157894	0.25086315789473684	380.0	620.0	0.0	
96000	0	r	0.008993049041921747	0.4660837090562379	Infinity	0.991006950930071	0.9922651602770003	Infinity	0.073	0.073	0.3068020833333333	379.0	621.0	0.0	
97000	0	r	3.882412407078837E-7	0.4660837090562379	Infinity	0.9999996117306981	0.9999995884167759	Infinity	0.07224742268041237	0.07224742268041237	0.303639175257732	379.0	621.0	0.0	
98000	0	r	4.3259255308648E-4	0.46618348158810197	Infinity	0.9995674074186102	0.9996042113710019	Infinity	0.07153061224489796	0.07153061224489796	0.3005510204081633	380.0	620.0	0.0	
99000	0	r	4.631518775535201E-5	0.4644715351819259	Infinity	0.9999536847822561	0.9995997977632025	Infinity	0.07090909090909091	0.07090909090909091	0.3003535353535354	379.0	621.0	0.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .334, .333, .001, 25, 0, 1, true, n, .01]
0	0	n	0.5	0.5	0.5	0.5	0.5	0.5	NaN	NaN	NaN	334.0	333.0	333.0	
1000	0	n	0.03732778038762065	0.5011375238518739	0.5002286305354856	0.9626722196123948	0.9578201595740451	0.7573170493721858	0.188	0.188	0.34	328.0	356.0	316.0	
2000	0	n	0.02165551351711004	0.4995249286861098	0.4992849126761643	0.9783444864828655	0.9718027183637071	0.8338780468234209	0.1585	0.1585	0.4815	321.0	370.0	309.0	
3000	0	n	0.02983008797012669	0.4990457799961595	0.49852448480037265	0.9701699120298842	0.9716892771058032	0.8260956897454351	0.168	0.168	0.5676666666666667	329.0	363.0	308.0	
4000	0	n	0.027409158241880262	0.496391154869062	0.49871399719147147	0.9725908417580923	0.9729227954167688	0.8422892455688787	0.17175	0.17175	0.63525	335.0	365.0	300.0	
5000	0	n	0.028008188936362692	0.49594073514458054	0.49805355355806297	0.9719918110635994	0.9779036456122688	0.8410768243066263	0.1708	0.1708	0.5614	339.0	356.0	305.0	
6000	0	n	0.026931196206059757	0.4965752425150085	0.49740561566255065	0.9730688037938913	0.9743387214529989	0.8284546108271097	0.1725	0.1725	0.5458333333333333	348.0	359.0	293.0	
7000	0	n	0.029908349302684344	0.49368887734168915	0.49846068761674556	0.9700916506972931	0.9757208864007167	0.8494752929358753	0.1737142857142857	0.1737142857142857	0.5602857142857143	373.0	344.0	283.0	
8000	0	n	0.026372122930807006	0.4916389564700131	0.49745537023315045	0.9736278770691206	0.9793995449401246	0.856847949070041	0.173375	0.173375	0.611	380.0	345.0	275.0	
9000	0	n	0.026087607791554387	0.4901081633284865	0.49754131127789575	0.9739123922084234	0.9749251307292954	0.8556638231322956	0.17533333333333334	0.17533333333333334	0.6345555555555555	392.0	324.0	284.0	
10000	0	n	0.023597177219903138	0.4866290930420523	0.49645896346479074	0.9764028227800268	0.9749501459777079	0.8712710594510418	0.1737	0.1737	0.6624	408.0	325.0	267.0	
11000	0	n	0.019942116067061876	0.4896879404781665	0.49395271160546017	0.9800578839328613	0.9784559977486157	0.8719941360555425	0.17172727272727273	0.17172727272727273	0.6439090909090909	412.0	327.0	261.0	
12000	0	n	0.023394413436535706	0.4910768397148667	0.49438322078285163	0.9766055865632938	0.9717926417012114	0.8546810108777292	0.17391666666666666	0.17391666666666666	0.6445	395.0	335.0	270.0	
13000	0	n	0.027986001488223715	0.4903291467081092	0.49407631784755585	0.9720139985115935	0.9690239566032547	0.8565744002080559	0.17653846153846153	0.17653846153846153	0.6420769230769231	390.0	346.0	264.0	
14000	0	n	0.03045302797830829	0.4872925362171702	0.4943456956354539	0.9695469720215013	0.9748983046967696	0.8542143378629745	0.17807142857142857	0.17807142857142857	0.6287857142857143	398.0	341.0	261.0	
15000	0	n	0.02314089766443677	0.49040940563088026	0.492033260096868	0.9768591023353479	0.975031324155651	0.8572418906151422	0.17753333333333332	0.17753333333333332	0.622	398.0	345.0	257.0	
16000	0	n	0.024443615589978138	0.49129317180666326	0.49170194640703546	0.9755563844098196	0.9766828259135827	0.8439441917031242	0.1789375	0.1789375	0.61825	386.0	343.0	271.0	
17000	0	n	0.021016976204512955	0.4938191676427421	0.49231835436406846	0.9789830237952755	0.9778152736771905	0.8486857884137647	0.17729411764705882	0.17729411764705882	0.5868823529411765	399.0	332.0	269.0	
18000	0	n	0.019855016285076143	0.4945730185357144	0.49227593908854844	0.9801449837146998	0.9795102689802732	0.8561785413004696	0.17527777777777778	0.17527777777777778	0.5561111111111111	402.0	331.0	267.0	
19000	0	n	0.02452447757520878	0.49461120617075505	0.4921946714711757	0.975475522424584	0.9741968501355844	0.8493352393867409	0.17642105263157895	0.17642105263157895	0.5675789473684211	419.0	334.0	247.0	
20000	0	n	0.01839550520743935	0.49445880763808925	0.49399495762604506	0.9816044947923517	0.9786245894917296	0.8589868665000792	0.1744	0.1744	0.55385	436.0	333.0	231.0	
21000	0	n	0.018329229144687702	0.4926867571345864	0.49497259617205275	0.9816707708550778	0.9747265012677627	0.8587429784682108	0.17266666666666666	0.17266666666666666	0.5566666666666666	434.0	340.0	226.0	
22000	0	n	0.022056229930415783	0.4919222065129415	0.495286826469063	0.9779437700693534	0.9785356755901174	0.8747103096270221	0.17222727272727273	0.17222727272727273	0.5545454545454546	435.0	336.0	229.0	
23000	0	n	0.02189102626529468	0.4904272956511384	0.4955437597042122	0.9781089737344661	0.9793381368645279	0.8841863137132207	0.171	0.171	0.5472608695652174	442.0	337.0	221.0	
24000	0	n	0.014663211371979215	0.4915147870788543	0.49881782598726615	0.9853367886278418	0.9814789518857956	0.892028519999311	0.16816666666666666	0.16816666666666666	0.5295833333333333	433.0	348.0	219.0	
25000	0	n	0.02222732563986714	0.49372911889470583	0.4977583656636551	0.9777726743599391	0.9794889753361288	0.8754716116866308	0.16796	0.16796	0.51748	444.0	336.0	220.0	
26000	0	n	0.022685163081895263	0.4904711479070892	0.49862597789829866	0.9773148369179036	0.9778291076991706	0.861073724647906	0.16765384615384615	0.16765384615384615	0.5337692307692308	454.0	340.0	206.0	
27000	0	n	0.020814783002009635	0.4916271165797026	0.4976794449627979	0.9791852169978287	0.9809519888012651	0.8815701548159889	0.16622222222222222	0.16622222222222222	0.5266296296296297	471.0	333.0	196.0	
28000	0	n	0.022897945391655225	0.48963131838185464	0.4965211957453878	0.977102054608181	0.9803899780103231	0.8847467996661071	0.16660714285714287	0.16660714285714287	0.5264642857142857	483.0	335.0	182.0	
29000	0	n	0.013999600496734745	0.48974990344309194	0.4968797966525918	0.9860003995030856	0.9886086226132171	0.9106844850776289	0.16320689655172413	0.16320689655172413	0.5148275862068965	495.0	334.0	171.0	
30000	0	n	0.014935268642530955	0.4903650357201117	0.4962028368763588	0.9850647313573268	0.9848886304102572	0.8972546686516215	0.16196666666666668	0.16196666666666668	0.4991	502.0	343.0	155.0	
31000	0	n	0.024768035030859586	0.4890574355457577	0.49399440598683647	0.9752319649690776	0.977905771548656	0.8916553351310974	0.1610967741935484	0.1610967741935484	0.49474193548387096	530.0	317.0	153.0	
32000	0	n	0.020957554028718003	0.49018919209027945	0.49259903750475	0.9790424459712582	0.9771443831857183	0.8753363160055913	0.161125	0.161125	0.48840625	531.0	310.0	159.0	
33000	0	n	0.022277396712773144	0.4885426905463394	0.49579491554648414	0.9777226032872021	0.978085550793264	0.8671304682951892	0.16127272727272726	0.16127272727272726	0.49087878787878786	533.0	311.0	156.0	
