% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .01, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = 1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%basevig = [.01, .05, .1]
%learnalg = [r, n, b]
% 	Parameters		Results
Timestep	basevig	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .01, true, .334, .333, .001, 25, 0, 1, true, r, .01]
10000	.05	r	0.014430953190830372	0.4907769020036353	0.4967325734256192	0.9855690468046168	0.9900040637298414	0.7788720356582702	0.143	0.143	0.414	355.0	434.0	211.0	
11000	.05	r	0.014495450436199904	0.4877181094162226	0.4968293428424161	0.985504549558765	0.9835053466611875	0.784809085352546	0.195	0.195	1.216	353.0	440.0	207.0	
12000	.05	r	0.005086410730858477	0.48752506468057377	0.4970331986313393	0.9949135892638027	0.9911570922961376	0.8026482436111176	0.111	0.111	0.386	355.0	441.0	204.0	
13000	.05	r	0.014049395648123955	0.48770468303703995	0.4974676110915388	0.9859506043463796	0.981542310057071	0.79599357962501	0.166	0.166	0.537	375.0	440.0	185.0	
14000	.05	r	0.012320662642011516	0.4872640780403976	0.4974501947401262	0.9876793373519926	0.9845138904790265	0.8053232531384825	0.191	0.191	0.772	374.0	460.0	166.0	
15000	.05	r	0.00968454495775306	0.48746972113096326	0.49585619941840314	0.9903154550357613	0.9893151032419851	0.8195275883642322	0.157	0.157	0.707	367.0	465.0	168.0	
16000	.05	r	0.011672480953615571	0.48522937358357976	0.49444543099206756	0.9883275190398225	0.9854880914915967	0.8067001727511494	0.182	0.182	1.107	387.0	457.0	156.0	
17000	.05	r	0.01663171482232081	0.4855397083413311	0.49412362502762364	0.9833682851708204	0.9873721097635646	0.7957571085670065	0.197	0.197	0.474	388.0	461.0	151.0	
18000	.05	r	0.017131552212443515	0.4848516725234928	0.4928532284541224	0.982868447780469	0.9862432412650903	0.8298046672082723	0.172	0.172	0.638	395.0	466.0	139.0	
19000	.05	r	0.017496313390137824	0.48252963158973533	0.4931960800564846	0.9825036866022657	0.9843178820055533	0.8069651991929769	0.176	0.176	0.841	392.0	461.0	147.0	
20000	.05	r	0.007968775752384053	0.4839751826802183	0.4945986890843807	0.9920312242398146	0.9914387087366813	0.8171653347732112	0.175	0.175	0.378	403.0	455.0	142.0	
21000	.05	r	0.011163957095216557	0.48472081020418906	0.49557068241173463	0.9888360428963714	0.989505430773625	0.7991798567894663	0.121	0.121	0.41	405.0	456.0	139.0	
22000	.05	r	0.010676585616950554	0.48623560180428677	0.49490962996846066	0.9893234143741458	0.9832427578286125	0.8050683454265674	0.16	0.16	0.216	404.0	467.0	129.0	
23000	.05	r	0.008663954053832626	0.48438236508531235	0.4941576755318172	0.9913360459368701	0.9923237021434334	0.8265733284489795	0.157	0.157	0.838	404.0	470.0	126.0	
24000	.05	r	0.00829932062691255	0.4841510856136615	0.4948458723746921	0.9917006793635378	0.9918063258594003	0.8115381895097545	0.152	0.152	0.677	409.0	463.0	128.0	
25000	.05	r	0.01271196306687003	0.4838125357557428	0.49322107845176344	0.9872880369234321	0.9894688906895936	0.8272220302383428	0.141	0.141	0.736	421.0	456.0	123.0	
26000	.05	r	0.011135862456971034	0.48361649955133645	0.49374826326830146	0.9888641375324007	0.9887771631649942	0.8075441248123166	0.136	0.136	0.451	404.0	474.0	122.0	
27000	.05	r	0.014065830195425462	0.48393160502012944	0.4961969671301667	0.9859341697934728	0.9877415400627814	0.8125694849051905	0.156	0.156	0.382	400.0	468.0	132.0	
28000	.05	r	0.013661484195008478	0.4845977009170804	0.49585827776659686	0.9863385157933467	0.980949953057249	0.7902527741938736	0.195	0.195	0.499	393.0	475.0	132.0	
29000	.05	r	0.00912289040560622	0.4843975988067483	0.49617514105529886	0.9908771095823885	0.988488285781443	0.8113649795582445	0.167	0.167	0.705	394.0	481.0	125.0	
30000	.05	r	0.014836704475642844	0.48553631052893464	0.4942272004920299	0.9851632955122923	0.9911743954829704	0.7953909990275896	0.189	0.189	0.484	405.0	465.0	130.0	
31000	.05	r	0.012063461413628684	0.4874517205825935	0.4926132529275922	0.9879365385736057	0.9881673293048745	0.8115225633276872	0.178	0.178	0.538	395.0	479.0	126.0	
32000	.05	r	0.01439158602641813	0.48569927794622014	0.4920145885523819	0.985608413960536	0.9878395382387223	0.7974435361597958	0.18	0.18	0.638	398.0	479.0	123.0	
33000	.05	r	0.012344863701305905	0.4862122473706113	0.4926319047148036	0.9876551362852832	0.9897356983804607	0.7896894139784607	0.172	0.172	0.407	399.0	477.0	124.0	
34000	.05	r	0.011008570607093312	0.4868071961711716	0.492495628051548	0.9889914293787083	0.9865312789484706	0.8308013397135933	0.154	0.154	0.449	386.0	495.0	119.0	
35000	.05	r	0.013069468685032322	0.4852583833675	0.496189151942731	0.9869305313005242	0.987794088154339	0.858485458295747	0.157	0.157	1.076	392.0	493.0	115.0	
36000	.05	r	0.015248622443519964	0.48430806584687586	0.49671163460148116	0.9847513775415986	0.9886514342400253	0.8201096613938864	0.185	0.185	0.988	392.0	497.0	111.0	
37000	.05	r	0.014202455196162755	0.48456611078444084	0.49868221470027696	0.9857975447888964	0.9841583612807236	0.799164434787423	0.181	0.181	0.712	402.0	494.0	104.0	
38000	.05	r	0.01660332638281004	0.48790124649706973	0.5005184679382044	0.9833966736017018	0.9818171523168752	0.8091193721281082	0.149	0.149	0.161	395.0	505.0	100.0	
39000	.05	r	0.017594307723529698	0.48788836675344177	0.49985636671680383	0.9824056922607497	0.9781042326818423	0.8305326446769338	0.193	0.193	0.472	397.0	507.0	96.0	
40000	.05	r	0.017531239225246454	0.48794686831430634	0.500445388576086	0.9824687607587949	0.9839153523358205	0.8385709296019597	0.191	0.191	0.697	402.0	517.0	81.0	
41000	.05	r	0.016103071361435753	0.48542791432098187	0.5003306558712374	0.9838969286221867	0.9867605175546441	0.8333931394082861	0.153	0.153	0.773	403.0	511.0	86.0	
42000	.05	r	0.012958678273278198	0.48607993336931055	0.5028212422823426	0.9870413217099855	0.9825438939783115	0.8332971061248283	0.167	0.167	0.748	406.0	510.0	84.0	
43000	.05	r	0.015458071921215392	0.48397363937204396	0.5013724323846687	0.9845419280618213	0.9863366543400002	0.8307678605236261	0.164	0.164	0.621	411.0	507.0	82.0	
44000	.05	r	0.01196344935429498	0.48501727316907256	0.5006753107662438	0.9880365506281655	0.9884990599718408	0.8254179328250859	0.175	0.175	0.456	405.0	513.0	82.0	
45000	.05	r	0.013102500199343357	0.48632644975805217	0.5016976716595715	0.9868974997826702	0.984248325025572	0.8328642915680549	0.15	0.15	0.179	403.0	517.0	80.0	
46000	.05	r	0.01176712130211644	0.4861932634246983	0.5033402901956417	0.9882328786797123	0.9881125820486023	0.8458913261132457	0.188	0.188	0.452	408.0	520.0	72.0	
47000	.05	r	0.020062934599636182	0.4862017299930103	0.5042905181654145	0.9799370653821248	0.984360503584379	0.8524588757507323	0.192	0.192	0.387	415.0	514.0	71.0	
48000	.05	r	0.012443146439153605	0.48685928505676385	0.5040599412628987	0.987556853542384	0.9883720096100577	0.8515515187394559	0.166	0.166	0.64	420.0	512.0	68.0	
49000	.05	r	0.00971781117176707	0.48867346678501156	0.5014413812890128	0.9902821888087212	0.9878145002379426	0.8386386686861187	0.127	0.127	0.251	408.0	524.0	68.0	
50000	.05	r	0.014218277452184267	0.48892277399397355	0.5018015889980045	0.9857817225276675	0.9877646433054924	0.852959787922715	0.196	0.196	0.505	402.0	528.0	70.0	
51000	.05	r	0.008786949340850893	0.4890779020682903	0.5016270373631889	0.9912130506389363	0.9860827578633312	0.8297177925132639	0.159	0.159	0.413	408.0	522.0	70.0	
52000	.05	r	0.01102744420000853	0.4890476748606392	0.5018260289609168	0.9889725557799874	0.9837039311159159	0.8236682471026235	0.169	0.169	0.875	420.0	523.0	57.0	
53000	.05	r	0.005182644038102453	0.48854098550790453	0.5023757923158199	0.9948173559410428	0.9901676837000263	0.8434106919188716	0.107	0.107	0.342	414.0	534.0	52.0	
54000	.05	r	0.01277269446569494	0.4892917802620588	0.4999734740119824	0.9872273055129326	0.9869332519798594	0.8385971411619747	0.146	0.146	0.126	412.0	537.0	51.0	
55000	.05	r	0.013502925417691254	0.48998696637342	0.5006332655263529	0.9864970745597695	0.9866222057600174	0.8404642141952268	0.179	0.179	0.549	396.0	550.0	54.0	
56000	.05	r	0.009417153810659537	0.4895013015223827	0.5010954600442769	0.9905828461664329	0.9908971126768665	0.8278461289778464	0.18	0.18	0.365	396.0	552.0	52.0	
57000	.05	r	0.01002644680520238	0.48971901693934666	0.5016320768474609	0.9899735531713432	0.9891466053338386	0.8349439490987468	0.179	0.179	0.446	393.0	561.0	46.0	
58000	.05	r	0.012587248758044296	0.4899005161817186	0.5016477177234175	0.9874127512182952	0.989602461138697	0.856302152424829	0.146	0.146	0.177	395.0	565.0	40.0	
59000	.05	r	0.018874361959839728	0.4883196170205779	0.49931762011992536	0.9811256380164111	0.9813985717925259	0.8153166976989004	0.176	0.176	0.861	401.0	559.0	40.0	
60000	.05	r	0.0094037736249283	0.487336292274884	0.4979015892619272	0.990596226351416	0.9856069791574495	0.8221464624863365	0.174	0.174	0.731	410.0	553.0	37.0	
61000	.05	r	0.015938462374295085	0.4883940765785064	0.4969332959130603	0.984061537601873	0.9850657216168325	0.7971822759111534	0.148	0.148	0.143	414.0	556.0	30.0	
62000	.05	r	0.010292830906338334	0.48812612016635576	0.4954539904222252	0.9897071690700295	0.9879240108692197	0.8071564748426197	0.18	0.18	0.533	426.0	544.0	30.0	
63000	.05	r	0.010427729645945514	0.48922413209529075	0.49696654182598926	0.9895722703292007	0.9927696589964482	0.8148566172655572	0.092	0.092	0.172	413.0	559.0	28.0	
64000	.05	r	0.008426464063062697	0.4896832496555126	0.4968541915232481	0.9915735359108231	0.9881037028172451	0.8505138127551612	0.133	0.133	0.29	402.0	571.0	27.0	
65000	.05	r	0.012092846645446895	0.4894850420147542	0.49802751693736885	0.98790715332826	0.9816757292976275	0.8265674733444679	0.169	0.169	0.448	405.0	566.0	29.0	
66000	.05	r	0.010983914394291822	0.48916721691632936	0.4950242350993799	0.9890160855792284	0.9891039139492596	0.8284481376555974	0.2	0.2	0.248	406.0	572.0	22.0	
67000	.05	r	0.013045187157186774	0.4881629259607301	0.49568431350230036	0.9869548128156623	0.9844381616925861	0.8281479321246648	0.148	0.148	0.541	401.0	578.0	21.0	
68000	.05	r	0.015159082453554117	0.4862761262053047	0.5002722516418044	0.984840917518998	0.9828677864732209	0.8411364450899136	0.183	0.183	1.078	402.0	580.0	18.0	
69000	.05	r	0.010623235075959617	0.4841033914487116	0.49414771115937317	0.9893767648965266	0.9891657553736286	0.8548893079192618	0.172	0.172	0.926	407.0	575.0	18.0	
70000	.05	r	0.014461099885105671	0.48513407929477215	0.49247562863347977	0.9855389000879141	0.9829061406424272	0.8444711896369349	0.201	0.201	0.269	420.0	566.0	14.0	
71000	.05	r	0.014164495187173042	0.4854602089418321	0.49156472927711004	0.9858355047852715	0.9923901452597901	0.8063736765944365	0.117	0.117	0.097	419.0	568.0	13.0	
72000	.05	r	0.01328828541150038	0.48371059085610074	0.49398846159766197	0.9867117145599223	0.986573439884541	0.8206411855944649	0.167	0.167	1.01	411.0	573.0	16.0	
73000	.05	r	0.004749210781225899	0.48420717590701523	0.49889570675094785	0.9952507891896654	0.9911583137101209	0.8779805778113872	0.132	0.132	0.423	410.0	575.0	15.0	
74000	.05	r	0.013384555446048024	0.4868356513226475	0.4890156337519617	0.9866154445254052	0.9886083647522852	0.8769430438110023	0.177	0.177	0.174	424.0	560.0	16.0	
75000	.05	r	0.019176472620307	0.48674508061722865	0.49247672480180804	0.9808235273506778	0.985602679623181	0.8337668506860396	0.183	0.183	0.459	424.0	559.0	17.0	
76000	.05	r	0.00845895913459361	0.4860903192625171	0.5025043287428748	0.9915410408363615	0.9908349612094177	0.8713817771715974	0.169	0.169	0.68	428.0	556.0	16.0	
77000	.05	r	0.015845001417263343	0.48685783537268074	0.5024528137452741	0.9841549985536653	0.9849629660805536	0.8702446833822977	0.185	0.185	0.34	434.0	551.0	15.0	
78000	.05	r	0.009285507830522245	0.48704950912491385	0.5014404545109566	0.990714492140425	0.9925113405375525	0.8653164844540624	0.129	0.129	0.287	441.0	545.0	14.0	
79000	.05	r	0.017684739671496055	0.4847330098667351	0.5005661388103393	0.9823152602983991	0.9873349173023419	0.874726616783011	0.178	0.178	1.084	432.0	558.0	10.0	
80000	.05	r	0.01474202523264956	0.48427785835753323	0.5073663418169594	0.9852579747367073	0.9848497263287767	0.8671218130852866	0.192	0.192	0.974	429.0	561.0	10.0	
81000	.05	r	0.00880302883918093	0.48333995224041904	0.5067095702721031	0.9911969711303869	0.9903458322157317	0.8299018026801711	0.124	0.124	0.522	437.0	556.0	7.0	
82000	.05	r	0.010843616228987503	0.48383617823223285	0.5081106882902843	0.9891563837402074	0.9902918311743576	0.8493099341054878	0.102	0.102	0.401	441.0	552.0	7.0	
83000	.05	r	0.006819497308419168	0.4853136810021619	0.5070968522539987	0.9931805026599121	0.9934126252480118	0.8308505656935758	0.112	0.112	0.139	437.0	555.0	8.0	
84000	.05	r	0.01802151191565149	0.487341487055936	0.5113807612422493	0.9819784880510809	0.9837798054266973	0.7634253588750138	0.128	0.128	0.255	420.0	572.0	8.0	
85000	.05	r	0.025211341568119702	0.48516470012633633	0.513898073913935	0.9747886583980593	0.9831739454182816	0.8066078358270451	0.161	0.161	0.981	416.0	577.0	7.0	
86000	.05	r	0.010556719127340344	0.4869472053815409	0.5162144195662576	0.9894432808397193	0.9921949312430437	0.8148121416075997	0.167	0.167	0.163	430.0	564.0	6.0	
87000	.05	r	0.010447628983146263	0.487611161285627	0.5149275784925802	0.9895523709828972	0.9913389991990361	0.9039798108082486	0.138	0.138	0.19	422.0	572.0	6.0	
88000	.05	r	0.008765780999825773	0.4886082018436167	0.5142688189875987	0.9912342189644002	0.987472336973368	0.9456778674880584	0.105	0.105	0.03	408.0	587.0	5.0	
89000	.05	r	0.006212182817656388	0.48411760911686336	0.5142688189875987	0.9937878171465911	0.9962309105053155	0.882341150725052	0.08	0.08	0.932	413.0	582.0	5.0	
90000	.05	r	0.014168227044248806	0.4823524957555976	0.5103284199875986	0.9858317729191667	0.9857242812963362	0.8245852278739905	0.144	0.144	0.881	409.0	586.0	5.0	
91000	.05	r	0.014388868257681785	0.4844092703850453	0.5086070166563322	0.9856111317047654	0.979813972723522	0.7802933479253591	0.193	0.193	0.505	402.0	592.0	6.0	
92000	.05	r	0.014375961115947133	0.4849983188038245	0.5086070166563322	0.9856240388454307	0.987759144014085	0.821620332654394	0.148	0.148	0.638	394.0	600.0	6.0	
93000	.05	r	0.0033982781801540356	0.4867510003065589	0.5103284199875986	0.9966017217796224	0.9964134345826893	0.8662229714448231	0.108	0.108	0.061	381.0	614.0	5.0	
94000	.05	r	0.019913935072722634	0.48688317641814105	0.5029073061592115	0.9800860648850794	0.9891780682640791	0.8647859468042777	0.083	0.083	0.276	368.0	627.0	5.0	
95000	.05	r	0.0048981573753404065	0.4872168924582211	0.5029073061592115	0.9951018425804573	0.9947794791510356	0.8536469360967235	0.104	0.104	0.434	355.0	640.0	5.0	
96000	.05	r	0.008545737858716927	0.48908605523956866	0.4875592155191649	0.9914542620957388	0.9911529947649561	0.9001549529239657	0.125	0.125	0.129	347.0	648.0	5.0	
97000	.05	r	0.01494747466413168	0.4869464838937615	0.48444901939895607	0.9850525252910631	0.9788775514489825	0.8714015127915388	0.183	0.183	1.046	355.0	641.0	4.0	
98000	.05	r	0.01042028457683437	0.48790772841954155	0.48963267959930407	0.9895797153812519	0.9862746409702012	0.8968151794332752	0.179	0.179	0.183	382.0	612.0	6.0	
99000	.05	r	0.0039839902877337775	0.4865132584253217	0.4911137253708321	0.9960160096701961	0.9970127794352209	0.8539110700026672	0.177	0.177	1.137	385.0	608.0	7.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .05, true, .334, .333, .001, 25, 0, 1, true, n, .01]
0	.05	n	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	334.0	333.0	333.0	
1000	.05	n	0.048547195355882	0.49643798915241316	0.5028523295549636	0.9514528046441104	0.9576490388019907	0.6229113685189367	0.203	0.203	1.301	364.0	324.0	312.0	
2000	.05	n	0.03370870579827835	0.4944787202116729	0.5010395094415816	0.9662912942016985	0.9698191164359458	0.6817868084424539	0.153	0.153	0.608	381.0	325.0	294.0	
3000	.05	n	0.0303264242352993	0.49266362279054815	0.4996610160571379	0.9696735757646731	0.9738833082487452	0.6823135378554591	0.161	0.161	0.753	393.0	329.0	278.0	
4000	.05	n	0.027627704056693122	0.49458823444212374	0.49821392106017337	0.9723722959432631	0.9715256819726088	0.6719480533216275	0.184	0.184	0.311	397.0	328.0	275.0	
5000	.05	n	0.027433775942500824	0.4920088826409056	0.49652619033862094	0.9725662240574433	0.9726566179603187	0.6878540153048313	0.177	0.177	1.084	390.0	337.0	273.0	
6000	.05	n	0.026293427699179014	0.49376119055508666	0.4953476136719356	0.9737065723007517	0.9747527066174555	0.7023870771668617	0.204	0.204	0.488	401.0	346.0	253.0	
7000	.05	n	0.024652178354376806	0.49184243591799326	0.4962324375344347	0.9753478216455443	0.9796935360368492	0.7146636719953892	0.149	0.149	0.626	423.0	336.0	241.0	
8000	.05	n	0.025186033468686444	0.4915599781156638	0.49770405112283	0.9748139665312673	0.9789870463290504	0.7194675997578225	0.173	0.173	0.804	441.0	330.0	229.0	
9000	.05	n	0.018324705724616832	0.49361280856327566	0.4983451060501253	0.9816752942753276	0.9819384217469868	0.7392040641057891	0.13	0.13	0.429	432.0	335.0	233.0	
10000	.05	n	0.020074971562939557	0.4915418662627916	0.49871555170204	0.9799250284370331	0.9806335607217824	0.7075353531626132	0.164	0.164	0.767	432.0	331.0	237.0	
11000	.05	n	0.022199939612255887	0.49303446731081674	0.499710718071437	0.9778000603877653	0.9744620953022276	0.7112323644208517	0.155	0.155	0.19	435.0	342.0	223.0	
12000	.05	n	0.018521913600305032	0.49288587005137624	0.5009263799064373	0.9814780863997168	0.9832075873811401	0.7404240881360612	0.115	0.115	0.315	439.0	356.0	205.0	
13000	.05	n	0.02241029429568027	0.49357274778232707	0.49787886606210935	0.9775897057043362	0.9760741859064165	0.7363542540878448	0.185	0.185	0.591	447.0	362.0	191.0	
14000	.05	n	0.023836986954693704	0.4918046492950207	0.5005464714241223	0.9761630130453076	0.9705154724755778	0.761471077535877	0.154	0.154	0.824	451.0	373.0	176.0	
15000	.05	n	0.024860073391818678	0.49451220550700054	0.4998968076159922	0.9751399266082131	0.9713595528332819	0.7833707525550108	0.233	0.233	0.822	448.0	378.0	174.0	
16000	.05	n	0.024917382655341283	0.4936359908891246	0.500102697465176	0.9750826173446846	0.9738914993554606	0.7908256455973515	0.155	0.155	0.383	454.0	384.0	162.0	
17000	.05	n	0.019080259410368887	0.4933010842708323	0.49872360722824793	0.9809197405896929	0.9722176360496442	0.8043400648290244	0.193	0.193	0.438	430.0	422.0	148.0	
18000	.05	n	0.02409326858614355	0.4902444676916409	0.5010301029482513	0.9759067314139143	0.9795948000651343	0.8133527695646897	0.145	0.145	0.481	442.0	415.0	143.0	
19000	.05	n	0.02047286079793827	0.4893254809461407	0.5011438839612187	0.9795271392021058	0.9759158927539283	0.81846165250649	0.185	0.185	0.365	451.0	410.0	139.0	
20000	.05	n	0.023257821567932543	0.487929677451714	0.5028686684333346	0.9767421784321387	0.9747798991449522	0.8136537136854929	0.164	0.164	0.612	466.0	406.0	128.0	
21000	.05	n	0.02777979212515905	0.48730445638000497	0.5050494533197012	0.9722202078749209	0.9772454790177451	0.8093882053885049	0.181	0.181	0.892	472.0	402.0	126.0	
22000	.05	n	0.024225523534444234	0.4889162778988231	0.5057272981723091	0.9757744764656331	0.9724142390126926	0.8059551822273259	0.16	0.16	0.109	481.0	405.0	114.0	
23000	.05	n	0.023811847526446408	0.4902871741839072	0.5059302590997904	0.9761881524736233	0.9814689884208957	0.8246432263825664	0.168	0.168	0.224	496.0	395.0	109.0	
24000	.05	n	0.025286711527388435	0.4868440658887971	0.5027604865903101	0.9747132884726512	0.9696360876117396	0.8343530890080416	0.214	0.214	0.852	489.0	398.0	113.0	
25000	.05	n	0.022205496273759593	0.4884757717337087	0.4999554681878608	0.9777945037262905	0.9793547618752133	0.8527216070171286	0.153	0.153	0.122	505.0	394.0	101.0	
26000	.05	n	0.015768840632206307	0.48737939184691015	0.502696546634583	0.9842311593678493	0.9846606472011352	0.8668129075850848	0.084	0.084	0.387	513.0	395.0	92.0	
27000	.05	n	0.019516489700186428	0.4860031228197404	0.49908359783491585	0.9804835102998891	0.9785574628422941	0.8505248950228306	0.147	0.147	0.544	509.0	405.0	86.0	
28000	.05	n	0.015473936083868134	0.4867112392024646	0.4972828205817438	0.9845260639162369	0.9812043544325454	0.8397303453235103	0.124	0.124	0.251	511.0	409.0	80.0	
29000	.05	n	0.01491575548173742	0.4871306310343359	0.49939312953947945	0.9850842445183341	0.9849939986402981	0.8460070983846144	0.118	0.118	0.192	525.0	400.0	75.0	
30000	.05	n	0.02018592788068132	0.48543426388907646	0.49920863282497163	0.9798140721194395	0.9828985525523164	0.831986943821494	0.126	0.126	0.199	537.0	391.0	72.0	
31000	.05	n	0.03213161158665356	0.4889393174085466	0.4987900859392153	0.9678683884134454	0.9758707237347118	0.8381686417950898	0.194	0.194	0.304	540.0	383.0	77.0	
32000	.05	n	0.023258686844166217	0.4912291264466796	0.498039888008535	0.9767413131559407	0.9773186403735449	0.8485410515717052	0.154	0.154	0.347	530.0	395.0	75.0	
33000	.05	n	0.014260080475481846	0.4909470899214948	0.49674381322511263	0.9857399195246392	0.9852243284493591	0.825914097234881	0.077	0.077	0.397	539.0	393.0	68.0	
34000	.05	n	0.01816936091491775	0.49119612767299803	0.49557323043233803	0.9818306390852354	0.9812488452754142	0.8346601561544073	0.118	0.118	0.099	551.0	383.0	66.0	
35000	.05	n	0.02983355435149447	0.49119369994135065	0.4920879369466437	0.9701664456486065	0.9720501250359459	0.8545177457176564	0.193	0.193	0.405	561.0	377.0	62.0	
36000	.05	n	0.020451068280612366	0.4917712317312858	0.4944799778465882	0.9795489317194463	0.983442576674392	0.8512268138021697	0.174	0.174	0.121	574.0	367.0	59.0	
37000	.05	n	0.019800357667306413	0.4918930345457392	0.4949095752988156	0.9801996423326964	0.981902294063996	0.8554178977224526	0.127	0.127	0.232	581.0	365.0	54.0	
38000	.05	n	0.01912235922767864	0.4922649930521764	0.4964251728491252	0.9808776407723808	0.9831407273842139	0.8518731092723284	0.113	0.113	0.132	583.0	368.0	49.0	
39000	.05	n	0.021636219384286805	0.48910458590114714	0.497458448874494	0.9783637806157125	0.9750218245167094	0.8478540948281318	0.184	0.184	0.805	582.0	371.0	47.0	
40000	.05	n	0.021498790676478183	0.4883006476148237	0.499107821977165	0.9785012093235262	0.9766737892206976	0.86205832637946	0.191	0.191	0.684	596.0	361.0	43.0	
41000	.05	n	0.030426511669766423	0.49029519650632897	0.5019954450784399	0.9695734883303311	0.9683189550004745	0.8225509001493563	0.195	0.195	0.275	593.0	362.0	45.0	
42000	.05	n	0.023216517342032745	0.48554742402093365	0.5050570178920372	0.9767834826581109	0.9821571925881482	0.8422687397846144	0.154	0.154	0.987	602.0	360.0	38.0	
43000	.05	n	0.01904883636458354	0.4867366870548926	0.5025673708333843	0.9809511636354583	0.9722177057629675	0.8510683724138633	0.142	0.142	0.15	587.0	378.0	35.0	
44000	.05	n	0.01967190463322595	0.4857495292712117	0.5000825892075685	0.9803280953668276	0.9805075550100375	0.8443705380991566	0.136	0.136	0.151	594.0	371.0	35.0	
45000	.05	n	0.016111772985115937	0.4843378015622113	0.5017638435684485	0.9838882270150503	0.9868879835723814	0.8541837383307512	0.09	0.09	0.314	612.0	353.0	35.0	
46000	.05	n	0.02266877010473725	0.48444319839791766	0.49825965684720064	0.9773312298954082	0.9762724242314494	0.8250576280009817	0.16	0.16	0.259	627.0	340.0	33.0	
47000	.05	n	0.022242740580776358	0.48301028805831414	0.4990346971985188	0.9777572594193811	0.9804550641857819	0.8326122218961524	0.175	0.175	0.418	628.0	334.0	38.0	
48000	.05	n	0.01523171283914383	0.4819546253873236	0.49491470150902217	0.9847682871609876	0.9860489849561384	0.8593635576202914	0.071	0.071	0.075	648.0	316.0	36.0	
49000	.05	n	0.014249181649334872	0.4829013074028602	0.4942449466169305	0.9857508183507869	0.9856769642719013	0.8170988637150081	0.077	0.077	0.079	652.0	315.0	33.0	
50000	.05	n	0.028799742647771846	0.48361048977604665	0.49466001954772326	0.9712002573523245	0.9673896152664696	0.8148410694686883	0.227	0.227	0.113	639.0	329.0	32.0	
51000	.05	n	0.027679564503730342	0.4826468304442929	0.4824680378757072	0.9723204354963384	0.9751177832653215	0.839669425032664	0.191	0.191	0.586	643.0	329.0	28.0	
52000	.05	n	0.016478981474879965	0.48471141375834015	0.4838398702018748	0.98352101852515	0.9784210156173798	0.8648462612096515	0.114	0.114	0.023	651.0	322.0	27.0	
53000	.05	n	0.021389457527660517	0.4865008650978735	0.48690266582893427	0.978610542472367	0.9782482812343294	0.8550056454785122	0.112	0.112	0.093	648.0	331.0	21.0	
54000	.05	n	0.02459235808001828	0.4849861636115893	0.48793745014081735	0.9754076419200217	0.9768008795071944	0.8907733371608525	0.149	0.149	0.418	655.0	323.0	22.0	
55000	.05	n	0.017502460022175727	0.4860192807829313	0.48017411668102256	0.9824975399779203	0.9801508501569094	0.8405238691800277	0.184	0.184	0.21	644.0	334.0	22.0	
56000	.05	n	0.027186323971261597	0.4836099280359745	0.4848873208633152	0.9728136760288151	0.9773959505402782	0.8367915571506535	0.168	0.168	0.371	646.0	334.0	20.0	
57000	.05	n	0.02048932870620751	0.48146015743027304	0.4880294687937493	0.97951067129388	0.9796680298004612	0.8599489724071896	0.18	0.18	0.649	655.0	328.0	17.0	
58000	.05	n	0.0260369240299622	0.4836327904535984	0.4978408395914029	0.9739630759701894	0.9753796444426259	0.8637899044314175	0.149	0.149	0.111	648.0	336.0	16.0	
59000	.05	n	0.015352611739374631	0.4839416460639006	0.4948843105905951	0.9846473882607605	0.9846981653459574	0.8680975757312995	0.076	0.076	0.162	650.0	335.0	15.0	
60000	.05	n	0.02031954071006067	0.4796087109454375	0.4980012612028536	0.9796804592900322	0.9771365556458028	0.8595704981776662	0.161	0.161	0.91	647.0	339.0	14.0	
61000	.05	n	0.02226133354811825	0.48276444083171766	0.49223261195020473	0.9777386664519516	0.9800324085058989	0.849510382163578	0.13	0.13	0.164	632.0	353.0	15.0	
62000	.05	n	0.012545815266772127	0.4834505898569776	0.4907206815177096	0.9874541847333512	0.9854262503876772	0.8904904235238831	0.071	0.071	0.068	626.0	363.0	11.0	
63000	.05	n	0.009473464430419987	0.4829641142473167	0.4921482689765235	0.9905265355696953	0.9928969060189669	0.9086398149251723	0.023	0.023	0.007	629.0	358.0	13.0	
64000	.05	n	0.005871693110420654	0.48242084441415956	0.48976430248655095	0.9941283068897125	0.9928390125341765	0.9045934541372522	0.014	0.014	0.069	631.0	356.0	13.0	
