% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .01, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = 1, localbirth = true, learnalg = r, lrate = .01, 

% Test Parameters:
%basevig = [.01, .05, .1]
%learnalg = [r, n, b]
% 	Parameters		Results
Timestep	basevig	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .01, true, .334, .333, .001, 25, 0, 1, true, r, .01]
35000	.01	n	0.02253662233385737	0.4867590428032213	0.49716041830145696	0.9774633776660574	0.9790564261286913	0.8701558072282819	0.148	0.148	0.403	469.0	411.0	120.0	
36000	.01	n	0.019943849109331984	0.48620922951943046	0.49768268614658073	0.9800561508905768	0.9775916943292026	0.8845283761091407	0.162	0.162	0.904	467.0	416.0	117.0	
37000	.01	n	0.02115926435682763	0.48599222543617193	0.4965854851742893	0.9788407356430826	0.9828747823183497	0.8907527567598295	0.12	0.12	0.405	462.0	428.0	110.0	
38000	.01	n	0.02718797038446208	0.4861606505562129	0.4991726677186236	0.9728120296154472	0.9726142394654232	0.8750991981091251	0.182	0.182	0.889	461.0	431.0	108.0	
39000	.01	n	0.027839069145676177	0.4845769005867906	0.4948591597846852	0.972160930854225	0.9740115349064408	0.8660681897560255	0.205	0.205	0.668	455.0	441.0	104.0	
40000	.01	n	0.020388303779601488	0.4858429200948696	0.4940811053951464	0.9796116962202924	0.9747851562124209	0.8806350243298359	0.135	0.135	0.346	448.0	448.0	104.0	
41000	.01	n	0.018211357414358684	0.4869618475488455	0.4966030189706306	0.9817886425855384	0.9806786195495454	0.8891657196939632	0.179	0.179	0.285	450.0	450.0	100.0	
42000	.01	n	0.02675160387161808	0.4868581783826968	0.49654345159601754	0.9732483961282652	0.9775324041124469	0.8859682853489028	0.163	0.163	0.213	449.0	450.0	101.0	
43000	.01	n	0.02302753212688524	0.4859871394295121	0.49780306001671537	0.9769724678729931	0.9732334994103211	0.8755564151466019	0.203	0.203	0.524	424.0	473.0	103.0	
44000	.01	n	0.028960654655274146	0.4851469012620354	0.49431641355282824	0.9710393453445763	0.9737146895524962	0.8890058868149677	0.198	0.198	0.543	419.0	475.0	106.0	
45000	.01	n	0.020402722854224866	0.48750571699686956	0.4930077153914468	0.97959727714563	0.9807257388624188	0.8938636430926873	0.167	0.167	0.338	404.0	493.0	103.0	
46000	.01	n	0.021851639112756293	0.484115685412623	0.4949887628708431	0.9781483608871041	0.9789751734665105	0.8868927715237296	0.185	0.185	1.199	408.0	483.0	109.0	
47000	.01	n	0.02324594905781197	0.4853641357201734	0.4965325564069778	0.9767540509420412	0.9760930991588724	0.8889440629771127	0.159	0.159	0.365	405.0	491.0	104.0	
48000	.01	n	0.025726746300691192	0.4874343511238057	0.49566283739361816	0.9742732536991515	0.9751366882365565	0.883780164193396	0.166	0.166	0.494	412.0	488.0	100.0	
49000	.01	n	0.023955708459259532	0.4860358624657439	0.49498064205895603	0.9760442915406148	0.9779371483283243	0.8933351086617193	0.176	0.176	0.666	410.0	491.0	99.0	
50000	.01	n	0.029766557933640966	0.48493311234021697	0.49620518587575596	0.9702334420662434	0.9727099466304835	0.8627087982300985	0.201	0.201	0.368	417.0	486.0	97.0	
51000	.01	n	0.026480069093169703	0.4853356713935997	0.49232331550902203	0.973519930906719	0.9759243384450824	0.8708700248066075	0.205	0.205	1.054	418.0	486.0	96.0	
52000	.01	n	0.02043921938339903	0.4880919881323528	0.4954600957026275	0.9795607806164764	0.9787076746304905	0.8950272132171283	0.156	0.156	0.187	417.0	485.0	98.0	
53000	.01	n	0.02168013703904223	0.487761100246464	0.497740663405548	0.978319862960858	0.9758413010444961	0.898466200924055	0.172	0.172	0.775	413.0	497.0	90.0	
54000	.01	n	0.018901960897101663	0.48747537308055444	0.4962725734294303	0.9810980391028045	0.9779172280223388	0.8926108086019403	0.143	0.143	0.804	409.0	506.0	85.0	
55000	.01	n	0.021943436705040956	0.48799197718925047	0.49836525159638706	0.9780565632948667	0.9807617664593721	0.8900337576116072	0.193	0.193	0.204	421.0	491.0	88.0	
56000	.01	n	0.02955367949570384	0.48880451201698105	0.5028503354962	0.9704463205042183	0.9717858206905214	0.8899090791136304	0.182	0.182	0.684	426.0	497.0	77.0	
57000	.01	n	0.02798101486594377	0.4885923871375272	0.5036617820042466	0.9720189851339613	0.9755403661134001	0.8908294289088543	0.17	0.17	0.415	421.0	495.0	84.0	
58000	.01	n	0.021755064659213206	0.48966871589700545	0.5018187926100093	0.9782449353406588	0.9753046095357528	0.9046898801296938	0.161	0.161	0.466	409.0	505.0	86.0	
59000	.01	n	0.020871715468772704	0.489288681928366	0.502521568198636	0.9791282845310778	0.9785123555073001	0.9158437241827642	0.15	0.15	0.282	398.0	525.0	77.0	
60000	.01	n	0.022109769941748163	0.4887782381142164	0.5002116269216246	0.9778902300581225	0.982288502526638	0.9183074897286783	0.155	0.155	0.419	402.0	521.0	77.0	
61000	.01	n	0.021180726117094654	0.48941578755777276	0.502777622385588	0.9788192738827857	0.9780731250326897	0.9224616815326289	0.13	0.13	0.363	401.0	527.0	72.0	
62000	.01	n	0.023349509421229785	0.4894251584378989	0.5005228791676913	0.9766504905786221	0.9749016523471858	0.9127848950712002	0.165	0.165	0.448	396.0	536.0	68.0	
63000	.01	n	0.027905794093622958	0.48996779656512274	0.4995494974417728	0.9720942059061841	0.9670982444524708	0.9019384552198129	0.228	0.228	0.506	426.0	501.0	73.0	
64000	.01	n	0.023705260015303087	0.4886819747324862	0.5017897380760488	0.9762947399845162	0.9750704527858003	0.9213409622456742	0.189	0.189	0.395	452.0	477.0	71.0	
65000	.01	n	0.019208523090417283	0.4887569779816587	0.5008895107750694	0.9807914769093921	0.9835572240799112	0.9207654868321046	0.135	0.135	0.409	476.0	465.0	59.0	
66000	.01	n	0.020260822994999022	0.4885694244275647	0.5010961235153492	0.979739177004778	0.9755035951306571	0.9166823923098254	0.168	0.168	0.313	459.0	477.0	64.0	
67000	.01	n	0.020649734516254226	0.4871997192980087	0.5035613482235198	0.9793502654835635	0.9780935353627035	0.9183586360561005	0.17	0.17	0.356	453.0	482.0	65.0	
68000	.01	n	0.02336671781656952	0.48820473456483265	0.5046920763032176	0.97663328218323	0.9711626652054614	0.8904994293782594	0.2	0.2	0.814	437.0	493.0	70.0	
69000	.01	n	0.021544271848302314	0.48925365541538735	0.5015467448543954	0.9784557281515217	0.9788102326381753	0.9078168219701823	0.157	0.157	0.419	439.0	494.0	67.0	
70000	.01	n	0.019763436070306114	0.4889011263417165	0.5023027947207163	0.9802365639295345	0.9754268418354655	0.9098723997421024	0.172	0.172	0.443	429.0	502.0	69.0	
71000	.01	n	0.01731449311578801	0.48964505850735884	0.4994508269922653	0.9826855068840525	0.9804149747168124	0.9132165038212735	0.126	0.126	0.37	428.0	506.0	66.0	
72000	.01	n	0.022212826775131055	0.4904529800760748	0.5015552565986707	0.9777871732247063	0.9794755615382905	0.9171916611888491	0.124	0.124	0.164	432.0	509.0	59.0	
73000	.01	n	0.019839166727369455	0.48948148611530584	0.5004714752794903	0.9801608332725148	0.9768375094422165	0.9250693625608963	0.166	0.166	0.865	416.0	525.0	59.0	
74000	.01	n	0.018715715090977598	0.4889097349556477	0.5020342392080452	0.9812842849089046	0.9812342791978623	0.9296645086945772	0.118	0.118	0.259	411.0	528.0	61.0	
75000	.01	n	0.02660436941515332	0.48669924900179196	0.5028955801346069	0.9733956305847375	0.9711576702334941	0.9179455801573462	0.206	0.206	0.827	400.0	540.0	60.0	
76000	.01	n	0.033129596488374616	0.48718227193004915	0.5009895316900228	0.9668704035115439	0.9722114512045614	0.9104081264569319	0.176	0.176	0.409	404.0	538.0	58.0	
77000	.01	n	0.016621080773728095	0.48688626457888134	0.4989169750744027	0.9833789192261644	0.9852444740024666	0.918321734913371	0.111	0.111	0.738	413.0	534.0	53.0	
78000	.01	n	0.027304378415119304	0.48859753676999185	0.49899409984958276	0.9726956215847441	0.9749757093330169	0.9049754644960389	0.163	0.163	0.16	422.0	521.0	57.0	
79000	.01	n	0.021341248793420232	0.4880410776559658	0.4962333644786458	0.9786587512064158	0.9800753243317899	0.9178071410194858	0.12	0.12	0.442	427.0	518.0	55.0	
80000	.01	n	0.026599676767561073	0.48907141729416065	0.49259443407952874	0.973400323232303	0.9743588716932051	0.9135586847095324	0.15	0.15	0.334	443.0	510.0	47.0	
81000	.01	n	0.019159959158489927	0.4897611701594319	0.49387381369346084	0.9808400408412874	0.9826335812182454	0.915583875070171	0.117	0.117	0.216	438.0	509.0	53.0	
82000	.01	n	0.024323338506715666	0.48869698739155837	0.4967294724066314	0.9756766614930489	0.9732938499893454	0.9022155769632347	0.162	0.162	0.447	441.0	512.0	47.0	
83000	.01	n	0.02023465818059769	0.49025559266793833	0.49513542990655457	0.979765341819122	0.9765485605274536	0.9269407351255987	0.14	0.14	0.335	437.0	521.0	42.0	
84000	.01	n	0.02311561181885742	0.4906229329758329	0.49194410067818495	0.9768843881808191	0.9785544978252888	0.9252858182319353	0.158	0.158	0.255	435.0	522.0	43.0	
85000	.01	n	0.01971710687040944	0.4888726862604719	0.49081617761279683	0.9802828931293102	0.9813149513564439	0.9391861989921496	0.151	0.151	0.469	442.0	520.0	38.0	
86000	.01	n	0.014340381804084815	0.48963882083767674	0.4917349569563011	0.9856596181956636	0.981802529739245	0.9406517329560413	0.089	0.089	0.222	435.0	529.0	36.0	
87000	.01	n	0.02859006722271843	0.4898683499382802	0.4898017509116163	0.9714099327770195	0.9718050288819639	0.9216955087615358	0.201	0.201	0.253	428.0	538.0	34.0	
88000	.01	n	0.022621792799743037	0.4904871550671587	0.4885478635073685	0.9773782071999843	0.9786807231653533	0.9302268239916588	0.13	0.13	0.011	430.0	539.0	31.0	
89000	.01	n	0.026926540862182356	0.49202917858438777	0.48984744671717007	0.9730734591375765	0.9787655505766489	0.9282190141879745	0.143	0.143	0.072	441.0	527.0	32.0	
90000	.01	n	0.020714828741101116	0.4921468171856245	0.48929329251818754	0.9792851712586562	0.9718971648936461	0.9131675152502524	0.166	0.166	0.26	432.0	539.0	29.0	
91000	.01	n	0.011713926658071517	0.49125877002420537	0.4884386634854863	0.9882860733416552	0.986470522062398	0.9437638336446088	0.084	0.084	0.304	420.0	552.0	28.0	
92000	.01	n	0.015634003117651618	0.4912149888308531	0.48892004828855995	0.9843659968820877	0.9839090670809264	0.9119168416524147	0.096	0.096	0.298	426.0	545.0	29.0	
93000	.01	n	0.015179877049263298	0.49057137116878524	0.5002844457202711	0.9848201229504501	0.9830018795935528	0.9140209038223085	0.128	0.128	0.26	417.0	554.0	29.0	
94000	.01	n	0.017080421819722136	0.4919899156395469	0.49621190187365266	0.9829195781799822	0.98287615220779	0.9316377474122924	0.11	0.11	0.128	415.0	558.0	27.0	
95000	.01	n	0.01947236483506703	0.49196852276303255	0.49265525379685166	0.9805276351646316	0.9815458062052019	0.9272398506233577	0.14	0.14	0.285	408.0	568.0	24.0	
96000	.01	n	0.01947163642336571	0.4896518981128608	0.4928406483467367	0.9805283635763206	0.9804236493081173	0.9356065899560569	0.147	0.147	0.885	416.0	559.0	25.0	
97000	.01	n	0.029907036760498506	0.4871360219431411	0.4893154052650104	0.9700929632392135	0.9708753679643645	0.9161460579811211	0.237	0.237	0.894	421.0	554.0	25.0	
98000	.01	n	0.033577913460515856	0.4858246345227161	0.4851806027858212	0.9664220865392249	0.9736729037719382	0.9129726207296943	0.261	0.261	0.92	440.0	536.0	24.0	
99000	.01	n	0.025055172573727556	0.486875654824947	0.48314171880234785	0.9749448274259979	0.9797814356502763	0.935451573754788	0.161	0.161	0.507	450.0	527.0	23.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .01, true, .334, .333, .001, 25, 0, 1, true, b, .01]
0	.01	b	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	334.0	333.0	333.0	
1000	.01	b	0.0	0.43870967741935485	0.4461538461538462	1.0	1.0	1.0	0.197	0.197	1.224	300.0	310.0	390.0	
2000	.01	b	0.0	0.4263803680981595	0.4368279569892473	1.0	1.0	0.9986559139784946	0.161	0.161	2.263	302.0	326.0	372.0	
3000	.01	b	0.0	0.3987538940809969	0.42761394101876676	1.0	1.0	1.0	0.166	0.166	0.929	306.0	321.0	373.0	
4000	.01	b	0.0	0.38576158940397354	0.40310077519379844	1.0	1.0	1.0	0.178	0.178	1.783	311.0	302.0	387.0	
5000	.01	b	0.0	0.3941368078175896	0.40583554376657827	1.0	1.0	1.0	0.174	0.174	1.056	316.0	307.0	377.0	
6000	.01	b	0.0	0.4180064308681672	0.41778975741239893	1.0	1.0	0.9986522911051213	0.137	0.137	0.483	318.0	311.0	371.0	
7000	.01	b	0.001483679525222552	0.4096989966555184	0.4107142857142857	0.9985163204747775	1.0	0.9986263736263736	0.146	0.146	1.466	337.0	299.0	364.0	
8000	.01	b	0.0	0.36904761904761907	0.4199438202247191	1.0	1.0	0.9985955056179775	0.18	0.18	1.826	350.0	294.0	356.0	
9000	.01	b	0.0	0.3704918032786885	0.42436974789915966	1.0	1.0	1.0	0.176	0.176	0.789	338.0	305.0	357.0	
10000	.01	b	0.0	0.380327868852459	0.41737891737891736	1.0	1.0	1.0	0.134	0.134	0.604	344.0	305.0	351.0	
11000	.01	b	0.0	0.3837579617834395	0.41291291291291293	1.0	1.0	1.0	0.108	0.108	0.83	353.0	314.0	333.0	
12000	.01	b	0.0013812154696132596	0.3942307692307692	0.4171779141104294	0.9986187845303868	1.0	1.0	0.08	0.08	0.525	362.0	312.0	326.0	
13000	.01	b	0.0	0.39308176100628933	0.40978593272171254	1.0	1.0	1.0	0.117	0.117	0.897	355.0	318.0	327.0	
14000	.01	b	0.0	0.40186915887850466	0.41540785498489424	1.0	1.0	1.0	0.12	0.12	0.284	348.0	321.0	331.0	
15000	.01	b	0.0	0.40723270440251574	0.41310975609756095	1.0	1.0	1.0	0.066	0.066	0.443	354.0	318.0	328.0	
16000	.01	b	0.0	0.40031645569620256	0.40793650793650793	1.0	1.0	1.0	0.11	0.11	1.273	369.0	316.0	315.0	
17000	.01	b	0.0	0.4086687306501548	0.42045454545454547	1.0	1.0	1.0	0.109	0.109	0.25	369.0	323.0	308.0	
18000	.01	b	0.0	0.41642228739002934	0.4180327868852459	1.0	0.998533724340176	1.0	0.159	0.159	0.205	354.0	341.0	305.0	
19000	.01	b	0.0	0.4161676646706587	0.4064516129032258	1.0	1.0	1.0	0.061	0.061	0.992	356.0	334.0	310.0	
20000	.01	b	0.0	0.4050445103857567	0.3933333333333333	1.0	0.9985163204747775	1.0	0.087	0.087	0.541	363.0	337.0	300.0	
21000	.01	b	0.0	0.4144927536231884	0.4016949152542373	1.0	1.0	1.0	0.111	0.111	0.197	360.0	345.0	295.0	
22000	.01	b	0.0	0.39233038348082594	0.39700996677740863	1.0	0.9985250737463127	1.0	0.152	0.152	0.995	360.0	339.0	301.0	
23000	.01	b	0.0	0.4056047197640118	0.40604026845637586	1.0	1.0	1.0	0.051	0.051	0.119	363.0	339.0	298.0	
24000	.01	b	0.0	0.40028901734104044	0.3976897689768977	1.0	1.0	1.0	0.178	0.178	1.128	351.0	346.0	303.0	
25000	.01	b	0.0	0.4148936170212766	0.40148698884758366	1.0	1.0	1.0	0.125	0.125	1.057	355.0	376.0	269.0	
26000	.01	b	0.0	0.3976063829787234	0.3907407407407407	1.0	1.0	1.0	0.155	0.155	0.921	354.0	376.0	270.0	
27000	.01	b	0.0	0.3706199460916442	0.4028776978417266	1.0	1.0	1.0	0.157	0.157	2.258	351.0	371.0	278.0	
28000	.01	b	0.0	0.3810160427807487	0.4048507462686567	1.0	1.0	1.0	0.098	0.098	0.291	358.0	374.0	268.0	
29000	.01	b	0.0	0.3497191011235955	0.395910780669145	1.0	1.0	1.0	0.143	0.143	0.452	375.0	356.0	269.0	
30000	.01	b	0.0	0.34702549575070823	0.398876404494382	1.0	1.0	1.0	0.127	0.127	0.912	380.0	353.0	267.0	
31000	.01	b	0.0	0.3645251396648045	0.41353383458646614	1.0	1.0	1.0	0.147	0.147	0.334	376.0	358.0	266.0	
32000	.01	b	0.0013440860215053765	0.366120218579235	0.41603053435114506	0.9986559139784946	1.0	0.9980916030534351	0.166	0.166	0.24	372.0	366.0	262.0	
33000	.01	b	0.001326259946949602	0.375	0.41254752851711024	0.9986737400530504	1.0	1.0	0.206	0.206	0.641	377.0	360.0	263.0	
34000	.01	b	0.0	0.3785310734463277	0.41818181818181815	1.0	1.0	1.0	0.17	0.17	0.667	371.0	354.0	275.0	
35000	.01	b	0.0	0.3656509695290859	0.38333333333333336	1.0	1.0	1.0	0.256	0.256	0.9	369.0	361.0	270.0	
36000	.01	b	0.0	0.3773841961852861	0.37906137184115524	1.0	1.0	1.0	0.21	0.21	0.919	356.0	367.0	277.0	
37000	.01	b	0.0	0.359504132231405	0.37222222222222223	1.0	1.0	1.0	0.134	0.134	0.258	367.0	363.0	270.0	
38000	.01	b	0.0013123359580052493	0.3674863387978142	0.3794466403162055	0.9986876640419947	1.0	1.0	0.085	0.085	0.126	381.0	366.0	253.0	
39000	.01	b	0.0	0.3626373626373626	0.3800813008130081	1.0	0.9986263736263736	1.0	0.054	0.054	0.242	390.0	364.0	246.0	
40000	.01	b	0.0012285012285012285	0.3739946380697051	0.37727272727272726	0.9987714987714987	1.0	1.0	0.085	0.085	0.457	407.0	373.0	220.0	
41000	.01	b	0.0	0.375	0.3732394366197183	1.0	1.0	1.0	0.033	0.033	0.089	407.0	380.0	213.0	
42000	.01	b	0.0	0.3726541554959786	0.37089201877934275	1.0	1.0	1.0	0.055	0.055	0.433	414.0	373.0	213.0	
43000	.01	b	0.001182033096926714	0.3699731903485255	0.3627450980392157	0.9988179669030733	1.0	1.0	0.047	0.047	0.483	423.0	373.0	204.0	
44000	.01	b	0.0012376237623762376	0.34908136482939633	0.3488372093023256	0.9987623762376238	0.9986876640419947	1.0	0.256	0.256	3.8	404.0	381.0	215.0	
45000	.01	b	0.0	0.35	0.37557603686635943	1.0	1.0	1.0	0.215	0.215	2.03	403.0	380.0	217.0	
46000	.01	b	0.0	0.3328729281767956	0.3968609865470852	1.0	1.0	1.0	0.184	0.184	1.155	415.0	362.0	223.0	
47000	.01	b	0.0	0.3342618384401114	0.3944954128440367	1.0	1.0	1.0	0.024	0.024	0.089	423.0	359.0	218.0	
48000	.01	b	0.0	0.34110787172011664	0.41244239631336405	1.0	1.0	1.0	0.19	0.19	0.317	440.0	343.0	217.0	
49000	.01	b	0.0	0.3450920245398773	0.3901345291479821	1.0	1.0	1.0	0.213	0.213	1.528	451.0	326.0	223.0	
50000	.01	b	0.0	0.33229813664596275	0.3835616438356164	1.0	1.0	1.0	0.159	0.159	2.274	459.0	322.0	219.0	
51000	.01	b	0.0	0.3562874251497006	0.37740384615384615	1.0	1.0	1.0	0.206	0.206	0.257	458.0	334.0	208.0	
52000	.01	b	0.0	0.3869047619047619	0.3726851851851852	1.0	1.0	1.0	0.178	0.178	0.659	448.0	336.0	216.0	
53000	.01	b	0.0	0.3810198300283286	0.35294117647058826	1.0	1.0	1.0	0.205	0.205	2.252	426.0	353.0	221.0	
54000	.01	b	0.0	0.3884297520661157	0.3568075117370892	1.0	1.0	1.0	0.102	0.102	1.73	424.0	363.0	213.0	
55000	.01	b	0.0	0.39335180055401664	0.36904761904761907	1.0	1.0	1.0	0.121	0.121	0.246	429.0	361.0	210.0	
56000	.01	b	0.0	0.390625	0.3858447488584475	1.0	1.0	1.0	0.166	0.166	1.301	429.0	352.0	219.0	
57000	.01	b	0.0022727272727272726	0.3798219584569733	0.3991031390134529	0.9977272727272727	1.0	1.0	0.152	0.152	0.412	440.0	337.0	223.0	
58000	.01	b	0.0	0.3997050147492625	0.4080188679245283	1.0	1.0	1.0	0.134	0.134	0.336	449.0	339.0	212.0	
59000	.01	b	0.0011086474501108647	0.40144927536231884	0.41911764705882354	0.9988913525498891	1.0	1.0	0.047	0.047	0.244	451.0	345.0	204.0	
60000	.01	b	0.0	0.40512048192771083	0.42105263157894735	1.0	1.0	1.0	0.141	0.141	0.497	459.0	332.0	209.0	
61000	.01	b	0.0	0.4189189189189189	0.43041237113402064	1.0	1.0	1.0	0.217	0.217	0.2	473.0	333.0	194.0	
62000	.01	b	0.0	0.39457831325301207	0.4162303664921466	1.0	1.0	1.0	0.18	0.18	0.827	477.0	332.0	191.0	
63000	.01	b	0.0	0.32803468208092484	0.40375586854460094	1.0	1.0	1.0	0.259	0.259	2.991	441.0	346.0	213.0	
64000	.01	b	0.0	0.34911242603550297	0.39901477832512317	1.0	1.0	1.0	0.176	0.176	1.302	459.0	338.0	203.0	
65000	.01	b	0.0	0.3691860465116279	0.38860103626943004	1.0	1.0	1.0	0.119	0.119	0.332	463.0	344.0	193.0	
66000	.01	b	0.0	0.372463768115942	0.3917525773195876	1.0	1.0	1.0	0.044	0.044	0.037	461.0	345.0	194.0	
67000	.01	b	0.0	0.3735632183908046	0.39267015706806285	1.0	1.0	1.0	0.012	0.012	0.027	461.0	348.0	191.0	
68000	.01	b	0.0	0.37392550143266473	0.39473684210526316	1.0	1.0	1.0	0.005	0.005	0.088	461.0	349.0	190.0	
69000	.01	b	0.0011037527593818985	0.36588921282798836	0.3946078431372549	0.9988962472406181	1.0	1.0	0.15	0.15	2.153	453.0	343.0	204.0	
70000	.01	b	0.0	0.37749287749287747	0.4014778325123153	1.0	1.0	1.0	0.066	0.066	0.111	446.0	351.0	203.0	
71000	.01	b	0.0	0.3225806451612903	0.39408866995073893	1.0	0.998533724340176	1.0	0.179	0.179	4.467	456.0	341.0	203.0	
72000	.01	b	0.0	0.32122093023255816	0.38481675392670156	1.0	1.0	1.0	0.079	0.079	1.098	465.0	344.0	191.0	
73000	.01	b	0.0	0.3238805970149254	0.4128205128205128	1.0	1.0	1.0	0.128	0.128	1.546	470.0	335.0	195.0	
74000	.01	b	0.0	0.33076923076923076	0.422279792746114	1.0	1.0	1.0	0.117	0.117	0.118	482.0	325.0	193.0	
75000	.01	b	0.0	0.33384615384615385	0.42592592592592593	1.0	1.0	1.0	0.015	0.015	0.0	486.0	325.0	189.0	
76000	.01	b	0.0	0.35060975609756095	0.44	1.0	1.0	1.0	0.156	0.156	0.284	497.0	328.0	175.0	
77000	.01	b	0.0	0.3580645161290323	0.4406779661016949	1.0	1.0	1.0	0.053	0.053	0.461	513.0	310.0	177.0	
78000	.01	b	0.0	0.3372093023255814	0.4423076923076923	1.0	1.0	1.0	0.087	0.087	0.272	517.0	301.0	182.0	
79000	.01	b	0.0	0.33676975945017185	0.4312169312169312	1.0	1.0	1.0	0.178	0.178	2.101	520.0	291.0	189.0	
80000	.01	b	0.002976190476190476	0.35855263157894735	0.4270833333333333	0.9970238095238095	0.9983552631578947	1.0	0.144	0.144	0.461	504.0	304.0	192.0	
81000	.01	b	0.0	0.31493506493506496	0.4140625	1.0	1.0	1.0	0.083	0.083	0.436	500.0	308.0	192.0	
82000	.01	b	0.0	0.31311475409836065	0.4387755102040816	1.0	1.0	1.0	0.137	0.137	0.677	499.0	305.0	196.0	
83000	.01	b	0.0	0.3125	0.4393939393939394	1.0	1.0	1.0	0.008	0.008	0.019	498.0	304.0	198.0	
84000	.01	b	0.0	0.31311475409836065	0.4393939393939394	1.0	1.0	1.0	0.001	0.001	0.0	497.0	305.0	198.0	
85000	.01	b	0.0	0.31311475409836065	0.4413265306122449	1.0	1.0	1.0	0.002	0.002	0.012	499.0	305.0	196.0	
86000	.01	b	0.0	0.31518151815181517	0.4416243654822335	1.0	1.0	1.0	0.006	0.006	0.016	500.0	303.0	197.0	
87000	.01	b	0.0	0.31518151815181517	0.4416243654822335	1.0	1.0	1.0	0.0	0.0	0.0	500.0	303.0	197.0	
88000	.01	b	0.0	0.31699346405228757	0.4393939393939394	1.0	1.0	1.0	0.04	0.04	0.439	496.0	306.0	198.0	
89000	.01	b	0.0	0.32	0.4320388349514563	1.0	1.0	1.0	0.112	0.112	0.543	494.0	300.0	206.0	
90000	.01	b	0.0010141987829614604	0.3122866894197952	0.4182242990654206	0.9989858012170385	1.0	1.0	0.031	0.031	0.301	493.0	293.0	214.0	
91000	.01	b	0.0	0.33212996389891697	0.3977272727272727	1.0	1.0	0.9977272727272727	0.195	0.195	1.59	503.0	277.0	220.0	
92000	.01	b	0.0	0.3540925266903915	0.3883495145631068	1.0	1.0	1.0	0.169	0.169	1.36	513.0	281.0	206.0	
93000	.01	b	0.0	0.36666666666666664	0.3944723618090452	1.0	1.0	1.0	0.04	0.04	0.0	516.0	285.0	199.0	
94000	.01	b	0.0	0.38596491228070173	0.4015151515151515	1.0	1.0	1.0	0.04	0.04	0.001	517.0	285.0	198.0	
95000	.01	b	0.0	0.38636363636363635	0.4005102040816326	1.0	1.0	1.0	0.002	0.002	0.074	518.0	286.0	196.0	
96000	.01	b	0.0	0.38581314878892736	0.4005102040816326	1.0	1.0	1.0	0.005	0.005	0.072	515.0	289.0	196.0	
97000	.01	b	0.0	0.38581314878892736	0.4005102040816326	1.0	1.0	1.0	0.0	0.0	0.001	515.0	289.0	196.0	
98000	.01	b	0.0	0.38581314878892736	0.4005102040816326	1.0	1.0	1.0	0.0	0.0	0.0	515.0	289.0	196.0	
99000	.01	b	0.0	0.3867595818815331	0.4015151515151515	1.0	1.0	1.0	0.014	0.014	0.065	515.0	287.0	198.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .05, true, .334, .333, .001, 25, 0, 1, true, r, .01]
0	.05	r	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	334.0	333.0	333.0	
1000	.05	r	0.014000296547688253	0.49700291426738874	0.500047296395777	0.9859997034521258	0.9904782021054744	0.6722513779048558	0.177	0.177	0.578	338.0	333.0	329.0	
2000	.05	r	0.018999919540242115	0.4958724209819596	0.5004180480748571	0.9810000804588352	0.9877056045071825	0.7092543294924689	0.171	0.171	0.595	340.0	346.0	314.0	
3000	.05	r	0.013613751423539124	0.49471564135987206	0.5006017799939333	0.9863862485748787	0.9878602149575035	0.7338081866331752	0.167	0.167	0.584	345.0	347.0	308.0	
4000	.05	r	0.012900540801584627	0.49158226514886	0.5005619296777183	0.9870994591964077	0.9921935460584286	0.7129251062765769	0.132	0.132	0.844	339.0	359.0	302.0	
5000	.05	r	0.011684419198824198	0.4918059104037232	0.5005035382363876	0.9883155807987163	0.9867954424390752	0.7172519903444982	0.144	0.144	0.277	358.0	368.0	274.0	
6000	.05	r	0.011762422843170644	0.4913876813516754	0.5003562823901819	0.988237577153943	0.9868346391115562	0.7541606638663955	0.153	0.153	0.681	370.0	383.0	247.0	
7000	.05	r	0.011951893129359391	0.4922457472175816	0.4992996159306151	0.988048106867407	0.9883509685099829	0.7618110793472278	0.144	0.144	0.429	375.0	384.0	241.0	
8000	.05	r	0.013134884475773602	0.49222867154357247	0.49709335907964514	0.9868651155205376	0.9908663921639236	0.7643798547381778	0.172	0.172	0.541	363.0	405.0	232.0	
9000	.05	r	0.0077619337193819745	0.491117291514797	0.49748330678169905	0.9922380662765385	0.986787523405224	0.7802910048473402	0.163	0.163	0.534	362.0	413.0	225.0	
