% Base Parameters: Dims = 100, predfreq = .01, huntsteps = 1, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .34, indvprop = .33, mutrate = .001, fthresh = 25, stayforage = 1, foragediff = .1, predflee = 0, localbirth = false, minlifespan = 125, lifespanrange = 50, learnalg = n, lrate = .01, 

% Test Parameters:
% 		Results
Seed	Timestep	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	VigOffspring	IndOffspring	SocOffspring	VigLifespan	IndLifespan	SocLifespan	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [100, .01, 1, .1, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, .001, true, .34, .33, .001, 25, 1, .1, 0, false, 125, 50, n, .01]
0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	340.0	330.0	330.0	
0	150	0.27466939819436137	0.4928460836801853	0.5052069568331499	0.7253306018056441	0.7200330254850258	0.4607877631641262	0.030560271646859084	0.043993231810490696	0.02857142857142857	2.775891341256367	2.785109983079526	4.4696428571428575	0.3927272727272727	0.3969465648854962	0.2981132075471698	93.83272727272727	92.7824427480916	92.26792452830189	0.4	4.933333333333334	19.80666666666667	314.0	329.0	295.0	
0	300	0.24901376723929572	0.4897806626953238	0.5051030330672787	0.7509862327607018	0.7478439940665698	0.4570910795696038	0.04442148760330578	0.047379032258064516	0.03173076923076923	3.227272727272727	3.1643145161290325	4.9817307692307695	0.7063953488372093	0.7082111436950147	0.716323296354992	112.34011627906976	111.46041055718474	109.49128367670365	0.41	6.666666666666667	20.06	280.0	310.0	409.0	
0	450	0.23757811216125918	0.4887805331981411	0.5062950153229749	0.7624218878387427	0.7577725650688523	0.4451093149335449	0.045995241871530534	0.042010502625656414	0.034589252625077206	3.3409992069785885	3.3488372093023258	5.60284126003706	0.7672583826429981	0.8073572120038722	0.8876500857632933	116.5	117.2894482090997	114.2778730703259	0.37777777777777777	7.14	22.575555555555557	247.0	300.0	453.0	
0	600	0.23584735504514412	0.48983255094551537	0.5062290512934494	0.7641526449548588	0.7633493201658472	0.44264733155575353	0.04870530209617756	0.04284037558685446	0.04050871408384362	3.338471023427867	3.4055164319248825	5.906264719736222	0.8425018839487566	0.867237687366167	0.9152148664343787	117.90429540316504	118.81013561741614	116.27003484320558	0.39666666666666667	7.415	22.688333333333333	295.0	303.0	401.0	
0	750	0.2303973661242364	0.4903971333869394	0.5058323821326184	0.7696026338757711	0.7646757397639589	0.44115146152876783	0.05165289256198347	0.04372355430183357	0.04260174971472042	3.372417355371901	3.4094969440526564	6.047166222898441	0.8769958604376109	0.9059350503919373	0.9314697926059513	118.21170904790065	118.96864501679731	117.71190261496844	0.4066666666666667	7.589333333333333	21.858666666666668	245.0	341.0	411.0	
0	900	0.22958515907226706	0.4905415640826566	0.5061377920529606	0.7704148409277407	0.7654806545568635	0.4404660178197908	0.05249228054697839	0.047086067155538404	0.0430699481865285	3.400088222320247	3.4546507140100347	6.177461139896373	0.8906016907011437	0.927992799279928	0.9402875046074456	118.01193436101443	118.68811881188118	118.20235901216365	0.41555555555555557	7.717777777777778	21.656666666666666	256.0	369.0	375.0	
0	1050	0.22736375826862681	0.49002646022016294	0.5061642547032955	0.7726362417313766	0.7697415881790713	0.44038417489710746	0.05555555555555555	0.04773030707610147	0.043952967525195966	3.439814814814815	3.5173564753004007	6.223404255319149	0.9072563331902104	0.9439428141459744	0.9539867633154743	118.26492056676685	120.3280662151994	119.00567286479672	0.4228571428571429	7.771428571428571	21.793333333333333	263.0	338.0	399.0	
0	1200	0.22619278639582938	0.4900079702199179	0.5060472984566198	0.7738072136041593	0.7729550140711273	0.4395436681630648	0.053767123287671234	0.04716981132075472	0.04313532166625585	3.4712328767123286	3.5557193396226414	6.262016268178457	0.9208741522230596	0.9430628272251309	0.9617381798305548	118.87038432554634	120.65968586387434	119.85050560262367	0.41	7.8075	21.6825	266.0	336.0	398.0	
