Base Parameters: PredFreq = .001, AccAlarm = 0, FAlarm = 0, PredDet = 1, AlarmDet = 1, ConDet = 1, PopThresh = 1000, VigProp = .334, IndProp = .333, MutRate = .001, FThresh = 100, PredForage = .01, PredFlee = 0, LearnAlg = n, 

Test Parameters:
AccAlarm = [0, .1, .2, .3, .4, .5, .6, .7, .8, .9, 1]
AccAlarm
0	0.003987259995608238	0.5	0.5	
.1	0.001992491118382073	0.5424677837987886	0.5460302880961417	
.2	0.003178331825160237	0.5908490058694131	0.5840201879952077	
.3	0.0025696668213846525	0.6107256435814581	0.6174329109609451	
.4	0.002640132627866106	0.6482060134353416	0.6570714955222268	
.5	0.0018730905132161588	0.6950479673113064	0.6990335103037664	
.6	0.0018336920470580736	0.7301861572818118	0.7273368054060614	
.7	0.0010968987098146689	0.7801896258953035	0.7975404432281993	
.8	0.0011925270045916078	0.816917600331958	0.8306286194914155	
.9	0.0010872857412036786	0.8594061568402679	0.8529419406382297	
1	0.0010816978794738234	0.9331328338361092	0.9363018661812712	
