Base Parameters: PredFreq = .001, AccAlarm = 1, FAlarm = 0, PredDet = 1, AlarmDet = 1, ConDet = 1, PopThresh = 1000, VigProp = .334, IndProp = .333, MutRate = .001, FThresh = 100, PredForage = .01, PredFlee = 0, LearnAlg = n, Steps = .01, 

Test Parameters:
LearnAlg = [n, r]
Steps = [.01, .02, .03, .04, .05, .06, .07, .08, .09, .1]
[.001, 1, 0, 1, 1, 1, 1000, .334, .333, .001, 100, .01, 0, n, .01]
Population			Learning with Alarm			Learning without Alarm
vigilance only	individual learning	social learning	vigilance only	individual learning	social learning	vigilance only	individual learning	social learning	
54.0	453.0	493.0	0.0013244262845954686	0.885408712163153	0.8899111696309366	0.9986755737143092	0.9997746719747879	0.9998074682223397	
53.0	454.0	493.0	0.0015692283226143905	0.8881122349540685	0.8915531143334272	0.9984307716762595	0.9997986292945118	0.99979695868907	
54.0	453.0	493.0	0.001230432036264502	0.8905849210408262	0.8939573628461495	0.9987695679626568	0.999817797507983	0.9998327049977368	
46.0	454.0	500.0	0.002032863658530899	0.893230660872625	0.8936415508205133	0.9979671363402065	0.9996027308640321	0.9995738777880286	
40.0	453.0	507.0	0.0014907180718096865	0.8975135552226263	0.8927675524575185	0.9985092819267003	0.9998327330698755	0.9997423846206569	
38.0	457.0	505.0	9.809367280847196E-4	0.8969794066990431	0.8943017134048186	0.9990190632702919	0.9997545653867717	0.99970878176759	
36.0	459.0	505.0	8.507785837985866E-4	0.8981660957873291	0.8955395791816845	0.999149221414543	0.9998447797338249	0.9998288085211892	
35.0	458.0	507.0	8.498450407647314E-4	0.9012661583595972	0.8964619000489121	0.99915015495753	0.9998814169243658	0.9998535013511142	
29.0	459.0	512.0	0.0010534426511028209	0.9027540650038237	0.8953218891653463	0.998946557346808	0.9997784686950757	0.9997194800403376	
20.0	463.0	517.0	0.0011362285409962927	0.9051908278738241	0.8972001283163102	0.9988637714559925	0.9997889680341442	0.9997636580359018	
18.0	461.0	521.0	0.0011108936669355243	0.906747867203475	0.8980227094527644	0.9988891063297236	0.9998257430859603	0.9995700747275567	
17.0	461.0	522.0	9.296728196134962E-4	0.9068214259385783	0.899234281165099	0.9990703271768363	0.999849391204079	0.9998366338673387	
18.0	462.0	520.0	0.0012297657021229627	0.9097369356633407	0.9029695540556321	0.9987702342945463	0.9998585680488551	0.999847081295819	
16.0	462.0	522.0	0.001203930208812774	0.9130615020473625	0.9049106009583955	0.9987960697874468	0.999858637322782	0.9997334272161053	
15.0	462.0	523.0	0.0015845420601194257	0.9169082839739223	0.9078671881226005	0.9984154579358966	0.9997195116985843	0.999829585363694	
13.0	461.0	526.0	0.0013614744940121997	0.9176247938484742	0.9063308217111791	0.9986385255013931	0.9993697736507362	0.9991685727207992	
13.0	460.0	527.0	0.0011936781600114298	0.9199674549314395	0.9090785260249589	0.998806321835372	0.9998653332416024	0.9998491529635056	
12.0	461.0	527.0	0.001140574588504675	0.920230998344911	0.9119094900286981	0.9988594254065003	0.9998429897800614	0.9998172595810376	
12.0	462.0	526.0	0.0011790600552474253	0.9196927913112679	0.9130612385648272	0.9988209399397548	0.9998399646900226	0.9998257936817504	
9.0	467.0	524.0	0.0011615252383685207	0.9168676561793465	0.9142831902437044	0.9988384747549424	0.999740962418886	0.9998293879378177	
9.0	465.0	526.0	8.97052682271068E-4	0.9180354140403462	0.9145672475950666	0.9991029473110449	0.9998725362259933	0.9998741565097943	
9.0	465.0	526.0	0.0011990715011820808	0.9217574968504947	0.9186931554263463	0.9988009284921419	0.9998707079228165	0.9998552001043807	
9.0	462.0	529.0	0.0011237906138562392	0.9209048156618012	0.9173366712106582	0.9988762093794618	0.9997056178234314	0.9995996080355984	
9.0	462.0	529.0	0.0010242421734126303	0.919966778632469	0.9186647012489192	0.9989757578198917	0.9990106670869365	0.9997433951264489	
9.0	462.0	529.0	0.0013815748346600193	0.9218121708104968	0.9192155488490159	0.9986184251586605	0.9998583767011545	0.9997628324812883	
8.0	465.0	527.0	0.0012245338600104896	0.9218694857813939	0.9216436951153612	0.998775466132471	0.9991109400853107	0.9996592354998585	
8.0	468.0	524.0	0.0010591128969331402	0.918702408924642	0.9225823795929915	0.9989408870955462	0.9998430143632431	0.99988226671972	
9.0	467.0	524.0	0.00132297752524286	0.9190875258045679	0.9212195250481738	0.9986770224680731	0.9998440371963193	0.9998267835692386	
8.0	471.0	521.0	0.0011910305794580053	0.9171879193363379	0.9202808243355474	0.9988089694130111	0.9995832703921114	0.9997527046343717	
8.0	470.0	522.0	9.86148370023777E-4	0.9190785681828864	0.9205702674130208	0.9990138516224405	0.9998341466527302	0.9998568838736783	
9.0	468.0	523.0	0.002813510182056316	0.9241452743283842	0.9233256485226335	0.997186489811248	0.9998759067027689	0.9998496932307473	
9.0	470.0	521.0	0.001102490580439506	0.924289881993217	0.9237720875962124	0.9988975094128764	0.9998456791328734	0.9998915312456671	
9.0	470.0	521.0	8.693151948547191E-4	0.9239085880011204	0.9244377580554592	0.9991306847984407	0.9986148535254517	0.9997355566137683	
9.0	470.0	521.0	8.128545856851705E-4	0.923019974455053	0.9255034911146893	0.9991871454076008	0.9998771377395761	0.9998724450734169	
9.0	473.0	518.0	9.556186885613498E-4	0.9225767516181393	0.9266413047910192	0.9990443813047203	0.9997986310216039	0.999886637364247	
10.0	467.0	523.0	0.0020294023343863273	0.92843626173831	0.9256395385733319	0.997970597659583	0.9998264016036889	0.999817463996711	
10.0	466.0	524.0	0.0021464073273985557	0.9307443121541829	0.9267945802630206	0.9978535926665735	0.9998926519698179	0.9998406853882461	
9.0	466.0	525.0	0.0014303590414503087	0.9302280504325403	0.9262474876248172	0.9985696409518441	0.9996212803663863	0.9997846425961563	
10.0	466.0	524.0	0.0015971583309609017	0.931063942725994	0.9274565743356153	0.9984028416630247	0.9998790156140437	0.9998701819030423	
10.0	465.0	525.0	0.0011365980926966652	0.9324421141273737	0.9292118671743209	0.9988634019012673	0.9998986032161009	0.9998931410732592	
10.0	464.0	526.0	9.53661038942368E-4	0.9329380515699346	0.9294735192383624	0.9990463389550364	0.9998476747194399	0.9998948851443265	
10.0	465.0	525.0	0.0011908821279596753	0.9340693796185767	0.9318324459462016	0.9988091178660475	0.9998982655027157	0.9998982449016302	
11.0	465.0	524.0	0.0020854026544088913	0.932754107345199	0.9337930603585427	0.9979145973401661	0.999873343477391	0.9998954913355664	
10.0	466.0	524.0	0.0012545032619846056	0.9325853851119964	0.9343738245342784	0.998745496732049	0.9997059663844128	0.9999001210378422	
10.0	463.0	527.0	9.973550656129952E-4	0.9346425971648755	0.9338527313509778	0.9990026449284184	0.9999100533527508	0.9998281135305637	
8.0	463.0	529.0	9.329728126785638E-4	0.9338328657585853	0.9328466092085448	0.9990670271798601	0.9998426578589988	0.9998773799114895	
6.0	464.0	530.0	9.967831395583436E-4	0.9342526958425535	0.9335316916253404	0.99900321685049	0.9997556990216492	0.9998753801487786	
5.0	466.0	529.0	0.0010816978794738234	0.9331328338361092	0.9363018661812712	0.9989183021085897	0.9997965673632374	0.9996729883588699	
[.001, 1, 0, 1, 1, 1, 1000, .334, .333, .001, 100, .01, 0, n, .02]
Population			Learning with Alarm			Learning without Alarm
vigilance only	individual learning	social learning	vigilance only	individual learning	social learning	vigilance only	individual learning	social learning	
334.0	333.0	333.0	0.5	0.5	0.5	0.5	0.5	0.5	
331.0	340.0	329.0	0.001982026849467114	0.5386320953715189	0.5414597631356077	0.9980179731505607	0.998471853685297	0.9985606073891757	
338.0	336.0	326.0	0.0013943819235384478	0.6154890695882065	0.6176067883925295	0.9986056180765293	0.9993239583652065	0.9992832237719111	
339.0	338.0	323.0	0.0012110606239825795	0.6632777439937384	0.6649872606658261	0.9987889393760024	0.9994981837249668	0.9995522676493646	
336.0	337.0	327.0	0.0015283295704758217	0.7235085807486111	0.7233827191478068	0.9984716704294456	0.9995252660949974	0.9994666597013985	
336.0	334.0	330.0	0.0011538363968550556	0.7532978733613117	0.7537154184422862	0.9988461636030966	0.9996623007211385	0.9996620889607274	
332.0	337.0	331.0	0.004245366484916041	0.7893077879603165	0.7898166304169618	0.995754633515077	0.998578524504407	0.9985458191073763	
333.0	338.0	329.0	0.0014191340261205062	0.7991919493942476	0.8034805184230178	0.9985808659739646	0.9995312308744073	0.9997601642689871	
328.0	340.0	332.0	0.0020838537609578047	0.8142027715458082	0.8196982470306708	0.9979161462392038	0.9992703332520084	0.9995569442654109	
320.0	347.0	333.0	0.00174495865360648	0.8278681276961631	0.8345156674703107	0.998255041346668	0.9995750398670032	0.9997165709805714	
306.0	358.0	336.0	0.0014769406967496631	0.841453340995661	0.8476544415395324	0.9985230593034525	0.9997385493221257	0.9997470547733343	
297.0	363.0	340.0	0.0012509553576235202	0.8500993465351305	0.8515485417058435	0.9987490446424201	0.9997594941701462	0.9997441409370484	
300.0	364.0	336.0	0.0014378085057874536	0.8564931838409895	0.8626712923347766	0.9985621914941729	0.9997121337345535	0.9998268891430051	
298.0	363.0	339.0	0.0015119187965829683	0.8709616207441987	0.8756903700597961	0.9984880812035786	0.9998118312310841	0.9998379411061277	
285.0	370.0	345.0	0.0015716633610076093	0.87822755975961	0.8789404932457814	0.9984283366392618	0.9997698654162896	0.9996958392084884	
273.0	373.0	354.0	0.0017982246836486342	0.8847268011355226	0.879668462115186	0.9982017753165848	0.9993754642536568	0.9995530416287794	
273.0	372.0	355.0	0.0010062055290726755	0.8882385302052233	0.8819747684166005	0.9989937944711503	0.999871272792862	0.9998332996285503	
267.0	377.0	356.0	6.297594206986563E-4	0.8863506932051104	0.8836432045095638	0.9993702405793052	0.9998688006106279	0.9998727293675405	
259.0	379.0	362.0	9.081684665938751E-4	0.8878799467122824	0.8844193683093705	0.9990918315333088	0.9997853392982017	0.9997997853453008	
256.0	383.0	361.0	0.0011718077542267956	0.8907981526347848	0.8937078841924708	0.9988281922457581	0.9997909592922966	0.9998343409691588	
253.0	385.0	362.0	0.0011463714196963712	0.8957063169394719	0.8976406751287334	0.9988536285801501	0.9998318494902989	0.9998561453569546	
244.0	394.0	362.0	0.0013981614334122236	0.8959012550798803	0.9051219460001695	0.9986018385664476	0.9997925764646421	0.9998804893302273	
237.0	397.0	366.0	0.0016467194729229621	0.902270684330136	0.9021063260718695	0.9983532805270667	0.9998464262634703	0.9993010228718587	
238.0	400.0	362.0	9.397939342872556E-4	0.9034592149025117	0.9078120275098525	0.9990602060657262	0.9998798006184552	0.9998906034188159	
225.0	401.0	374.0	0.002131580578715156	0.909783603997466	0.9079541954564601	0.9978684194213222	0.9996761503796482	0.9995768026875556	
225.0	398.0	377.0	0.0012618067989394873	0.9177056734353493	0.9099255826633096	0.9987381932010069	0.9998901256490784	0.9998299126463555	
223.0	399.0	378.0	8.406518247166078E-4	0.9184307011889137	0.9114212745867384	0.999159348175127	0.9999069168404429	0.9998905742981701	
199.0	410.0	391.0	0.0015389977525265216	0.9130929286293863	0.9076284207776467	0.9984610022472827	0.9996864489481941	0.9996791106596237	
191.0	414.0	395.0	0.0011534582399125174	0.9132639577552245	0.9081424632462277	0.9988465417598367	0.9998704083773691	0.9998479775760312	
189.0	416.0	395.0	8.326861576085716E-4	0.915136807638122	0.9119349746671624	0.9991673138421551	0.9998759341434952	0.9998859540592376	
176.0	423.0	401.0	0.0016541656711978978	0.9141726439364549	0.9132979603711606	0.9983458343284819	0.9996171020099902	0.9996227730829733	
171.0	427.0	402.0	0.0010692557981659928	0.9162393770611915	0.9184502419982745	0.9989307442015949	0.9998796035857475	0.9998941994208441	
171.0	424.0	405.0	0.003024872515239438	0.9237499307684768	0.919363572645389	0.9969751274845985	0.9995282918608339	0.9998880388738416	
168.0	427.0	405.0	9.127363848333105E-4	0.9228578844011742	0.9225508559521214	0.9990872636150179	0.999895579590791	0.999905162160874	
150.0	439.0	411.0	0.0018516805035290844	0.9181669527898348	0.923240418999179	0.99814831949641	0.9995756708412691	0.9996639596401017	
141.0	446.0	413.0	0.001322509026692446	0.9204226594591961	0.9289403357549828	0.998677490973281	0.9996723327629732	0.9999006554164782	
137.0	448.0	415.0	9.455471059820097E-4	0.922793834050624	0.9301581307815437	0.9990544528938886	0.999892951926611	0.999914053787544	
134.0	447.0	419.0	9.304836746360063E-4	0.9258056187699679	0.9288793628271027	0.9990695163252887	0.9997756611037448	0.9998770034339802	
128.0	450.0	422.0	0.0018612511098847096	0.9290092494414377	0.9288979492572093	0.9981387488900724	0.99940724091002	0.9997402261032107	
126.0	452.0	422.0	0.0019382457934032852	0.9322473891042854	0.9329626654669546	0.9980617542065102	0.999829018035383	0.9999020380341402	
118.0	454.0	428.0	0.0015823678877415982	0.9364696771576445	0.931387302914771	0.9984176321121409	0.999902368781	0.999796352316178	
110.0	461.0	429.0	0.0010952792862779705	0.934759509338983	0.9333743541833632	0.998904720713548	0.9998962310392596	0.9998986837789985	
105.0	462.0	433.0	0.0056970805385722955	0.937093376258739	0.9332800670841279	0.9943029194612566	0.9999024158613591	0.9974452505918368	
103.0	463.0	434.0	0.0013023504511506503	0.9395537924489714	0.9380208719071029	0.9986976495486338	0.999916681585882	0.9999111933478766	
100.0	466.0	434.0	0.0017159513580538418	0.9382550252477487	0.9387000827419639	0.9982840486417532	0.9998209053152584	0.9998495250794003	
97.0	467.0	436.0	0.0010935624227954614	0.9401300408059102	0.937756008722748	0.9989064375770133	0.999877289291362	0.9998187051934194	
88.0	475.0	437.0	0.0015550443526099673	0.9394713174804307	0.9410569316159625	0.9984449556472129	0.9998386516277076	0.9998775382100933	
85.0	476.0	439.0	9.360640381712324E-4	0.9407726018263441	0.9420096130632943	0.9990639359616627	0.9999089598488416	0.9999178147808913	
80.0	479.0	441.0	0.001009162554576327	0.9423791753227171	0.9424379080969324	0.9989908374453036	0.9999133444661602	0.9999020319592967	
74.0	482.0	444.0	9.863419904754978E-4	0.9442237571972083	0.9434248900498259	0.9990136580092591	0.9999288042963943	0.9998890902883605	
68.0	486.0	446.0	0.001013233722405073	0.9417562600092032	0.9438738801277917	0.9989867662772551	0.9998989814578216	0.9999113375839671	
64.0	488.0	448.0	9.78409031517938E-4	0.9443737953692405	0.9440298921796858	0.9990215909681212	0.9999134077285025	0.9998928014005939	
62.0	488.0	450.0	0.0011914773114913688	0.9447337550571278	0.943055643891458	0.9988085226881864	0.9998852856525724	0.9998269119841661	
62.0	486.0	452.0	0.0011854768784414504	0.9492964125472911	0.9452093632082765	0.9988145231211955	0.9999372165305688	0.9999170107957187	
55.0	491.0	454.0	0.001541779470109441	0.9492436021631618	0.9473210944317839	0.9984582205295045	0.9999089850250641	0.9978792501350541	
54.0	493.0	453.0	0.0010740468316545828	0.9498267101042479	0.9504043182625966	0.9989259531679059	0.9999272259141592	0.9999390602054558	
52.0	495.0	453.0	8.92563894712757E-4	0.9513755097807194	0.9507625237088185	0.9991074361048375	0.999941209178252	0.999933561505628	
46.0	497.0	457.0	0.0011322921766575482	0.9533317141224626	0.9500635380903282	0.9988677078228758	0.9999313506746875	0.999922359524358	
43.0	502.0	455.0	0.0012974854523406657	0.952350547989139	0.9528553378663026	0.9987025145472079	0.999902626821429	0.9999103815528828	
41.0	504.0	455.0	0.001309857279257983	0.9536420435916199	0.9558220211867273	0.9986901427202913	0.999926000564144	0.9999292002547513	
42.0	505.0	453.0	0.009008063864434122	0.9541870460335891	0.9578378324495532	0.9909919361350654	0.999934231211197	0.9999524269805569	
40.0	505.0	455.0	8.458733857263968E-4	0.9552439274398818	0.9574347670165474	0.9991541266137389	0.999948978889073	0.9999383198523881	
37.0	507.0	456.0	9.240062257241953E-4	0.9556138137201814	0.9586632619802148	0.9990759937737191	0.999946691266975	0.9999445792198456	
35.0	510.0	455.0	7.527879834452249E-4	0.9528044948043553	0.959056889660653	0.9992472120160065	0.9999339732858848	0.9999545289594696	
28.0	512.0	460.0	0.001922791379271819	0.9572658847127545	0.9586653570022948	0.9980772086200026	0.9999177912141777	0.9999020877713135	
27.0	510.0	463.0	0.0012847084801509258	0.9609717363727256	0.9585948637529176	0.9987152915190982	0.9999536259085484	0.9999386302064391	
27.0	510.0	463.0	8.681718002346082E-4	0.9619961424220866	0.9600833538149222	0.9991318281989942	0.9999594901895492	0.9999542282474145	
26.0	510.0	464.0	0.002191175272602135	0.9610805473449239	0.9606317867725331	0.9978088247265718	0.9998806709552422	0.999883983227326	
22.0	513.0	465.0	0.0010815011586151916	0.9588681045939959	0.9612152898704999	0.9989184988403935	0.9999205009263997	0.9999469392403183	
23.0	517.0	460.0	0.0024240949822439857	0.9585863350675942	0.9628404718397825	0.9975759050167909	0.9998939923187031	0.9999171406383877	
23.0	515.0	462.0	0.0011726317293101252	0.9602345428554452	0.9609400842937195	0.9988273682697625	0.9999316473515093	0.9999347935193779	
24.0	512.0	464.0	0.0025905944684441796	0.963204514681627	0.9609471294527652	0.9974094055306691	0.9999547324468998	0.9999212803178777	
23.0	511.0	466.0	0.0010615992394374253	0.9639753987414535	0.9596390975461403	0.9989384007596414	0.9999547703880678	0.9999305005221467	
22.0	511.0	467.0	8.259625403681171E-4	0.9645352197504897	0.9607493106598137	0.9991740374586923	0.9999393398302769	0.9999514078457817	
22.0	510.0	468.0	9.414014073225157E-4	0.963320782463474	0.9614920066060062	0.9990585985917058	0.9999072032508577	0.999950314557099	
22.0	511.0	467.0	0.0011248267200155027	0.96386842645604	0.9631118588988661	0.9988751732789957	0.9999463799224096	0.9999447646350872	
22.0	511.0	467.0	0.0011355876152706367	0.9647978552889419	0.9639941683084459	0.9988644123837709	0.9999538874516615	0.9999493023471638	
22.0	512.0	466.0	8.527427152534399E-4	0.9647513383852241	0.9647008054732223	0.9991472572837825	0.9999561514581845	0.9999616406261119	
19.0	513.0	468.0	7.259648811266204E-4	0.9647072037725565	0.9642905871369679	0.9992740351177714	0.9999504156513657	0.9999567691489248	
16.0	513.0	471.0	8.494290843863055E-4	0.9645956030737961	0.9612929705791916	0.9991505709143012	0.9999347224755443	0.9999103524224104	
15.0	513.0	472.0	9.570118618205793E-4	0.9660150176759146	0.9631701056027979	0.9990429881367902	0.9999468092573228	0.999939754234064	
14.0	512.0	474.0	0.001403343279077557	0.9677551443250343	0.9623118795435093	0.9985966567194351	0.9999591723107553	0.999934198166805	
13.0	512.0	475.0	0.0013152200564909775	0.9690189588702925	0.9646302756332277	0.9986847799419043	0.9999587802821729	0.9999517430297769	
11.0	512.0	477.0	0.0013056316127787765	0.9676326792314464	0.9637378714370282	0.998694368385324	0.9990730056811309	0.9999354920771615	
10.0	513.0	477.0	0.0013679845263147455	0.9672083594929212	0.9658634419141413	0.9986320154715637	0.999895468110273	0.9999507084752493	
10.0	511.0	479.0	0.001216982569192507	0.9702366854633699	0.9666745894648415	0.9987830174286756	0.9999644217772735	0.9996536479394991	
10.0	510.0	480.0	0.0011257702322581859	0.9700872417752632	0.9673915455066451	0.9988742297656035	0.9999598869330648	0.9999539614750458	
10.0	510.0	480.0	0.0011773703329642513	0.9702792563252101	0.9683135592093597	0.9988226296648989	0.9999541609970509	0.9999520572818976	
9.0	512.0	479.0	0.0012546498912591846	0.9685465185954975	0.9688214412590324	0.9987453501063521	0.9997604950410904	0.9998594036323567	
8.0	512.0	480.0	0.0010760693572002878	0.9705255950114029	0.9690558738046485	0.9989239306401287	0.9999625241999442	0.9999558615757829	
7.0	513.0	480.0	0.001426743022760811	0.9712362959612626	0.970679332055573	0.9985732569741784	0.9999210772993209	0.9999342529549958	
4.0	516.0	480.0	0.001072853807305351	0.9701007835285893	0.969084594065564	0.9989271461873346	0.999957036327604	0.9999546608265849	
3.0	517.0	480.0	9.118647431721301E-4	0.9699039283749552	0.9705419575640107	0.999088135249682	0.9999533875170584	0.9999650677135364	
5.0	515.0	480.0	0.009097077455547439	0.9706535395195032	0.9707004358633117	0.9909029225401657	0.9999528890708519	0.9999558608433724	
5.0	516.0	479.0	0.0015795124671971004	0.9712904006631743	0.9727822806401066	0.9984204875285044	0.9999617550661676	0.9999681065756636	
4.0	516.0	480.0	8.966538338204588E-4	0.9714741878218872	0.972754551739572	0.9991033461608134	0.9999588289160354	0.9999609355612649	
4.0	516.0	480.0	8.585064303306825E-4	0.9722950728672496	0.973797690822098	0.9991414935642988	0.9999061664857676	0.9999713179749463	
