% Base Parameters: Dims = 100, predfreq = .001, huntsteps = 1, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = false, vigprop = 0, indvprop = .5, mutrate = .001, fthresh = 25, fleeforage = 0, stayforage = .1, localbirth = false, minlifespan = 125, lifespanrange = 50, learnalg = n, lrate = .01, 

% Test Parameters:
%predfreq = [.001, .01, .1]
%huntsteps = [1, 10, 100, 100000]
%fleeforage = [0, .5, 1]
%stayforage = [.1, .5, 1]
% 	Parameters				Results
Seed	predfreq	huntsteps	fleeforage	stayforage	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
1	.001	1	0	.1	NaN	NaN	NaN	NaN	-Infinity	Infinity	0.0	0.012667395916006872	0.010868576109048437	0.0	266.91291834283066	227.53076182264323	3.0150753768844223E-4	3.3500837520938026E-5	0.0	0.0	0.0	0.0	
2	.001	1	0	.1	NaN	Infinity	Infinity	NaN	-Infinity	-Infinity	0.0	0.014071312079876252	0.006381865908606236	0.0	273.27304907886537	274.03086004456827	3.0150753768844223E-4	3.3500837520938026E-5	0.007604690117252931	0.0	0.0	0.0	
3	.001	1	0	.1	NaN	Infinity	-Infinity	NaN	Infinity	-Infinity	0.0	0.017935309127301857	0.01383946498417819	0.0	267.66034370282233	223.8781475562174	4.355108877721943E-4	3.3500837520938026E-5	0.018391959798994974	0.0	0.0	0.0	
4	.001	1	0	.1	NaN	NaN	-Infinity	NaN	Infinity	-Infinity	0.0	0.0048449157711979735	0.008486771969502734	0.0	239.4245926989956	231.75119864123974	2.0100502512562814E-4	0.0	3.3500837520938025E-4	0.0	0.0	0.0	
5	.001	1	0	.1	NaN	Infinity	-Infinity	NaN	Infinity	Infinity	0.0	0.00823389669025382	0.013433500562529656	0.0	246.35165570850364	236.53003223506593	3.0150753768844223E-4	0.0	0.009011725293132329	0.0	0.0	0.0	
6	.001	1	0	.1	NaN	-Infinity	Infinity	NaN	Infinity	Infinity	0.0	0.002070393374741201	0.016376337995018916	0.0	242.87251810150153	239.72024958287605	2.3450586264656616E-4	0.0	0.004589614740368509	0.0	0.0	0.0	
7	.001	1	0	.1	NaN	-Infinity	Infinity	NaN	Infinity	-Infinity	0.0	0.029845478758050156	0.011327195871331299	0.0	239.7454478213426	251.50692416633984	3.6850921273031827E-4	0.0	0.01742043551088777	0.0	0.0	0.0	
8	.001	1	0	.1	NaN	-Infinity	-Infinity	NaN	Infinity	-Infinity	0.0	0.045070797602443174	0.0020242914979757085	0.0	271.7263479580125	254.49202802896693	1.6750418760469013E-4	0.0	0.008743718592964824	0.0	0.0	0.0	
9	.001	1	0	.1	NaN	-Infinity	Infinity	NaN	-Infinity	-Infinity	0.0	0.016038419294960644	0.009153698769739852	0.0	350.1068299140165	282.1225132373835	2.680067001675042E-4	3.3500837520938026E-5	0.001206030150753769	0.0	0.0	0.0	
10	.001	1	0	.1	NaN	-Infinity	Infinity	NaN	-Infinity	-Infinity	0.0	0.007401487019027808	0.004081700653072105	0.0	376.67891011321046	241.56048732907425	1.6750418760469013E-4	3.3500837520938026E-5	0.0018090452261306533	0.0	0.0	0.0	
1	.001	1	0	.5	NaN	0.49897711754044916	0.5000000000000003	NaN	0.7048549194638324	0.43960302523191336	0.0	1.6573472970724092	1.0227014104769665	0.0	19142.310782180182	19799.480825791376	0.055343383584589616	7.949614740368509	2.9245896147403685	0.0	996.0	3.0	
2	.001	1	0	.5	NaN	0.4994810049334732	0.5000000000000213	NaN	0.7079310569276788	0.5368744391295405	0.0	1.6740984087161956	0.5374814353747088	0.0	19141.064871186732	18478.547273604498	0.055544388609715244	7.935443886097152	2.9430150753768842	0.0	999.0	1.0	
3	.001	1	0	.5	NaN	0.49849642688891016	0.4999999999999928	NaN	0.713550750054249	0.4187580143717311	0.0	1.785134537946611	4.046076808311676	0.0	19140.11421775525	18525.486950150695	0.059698492462311556	7.949212730318258	3.2902847571189278	0.0	998.0	2.0	
4	.001	1	0	.5	NaN	0.49878827508168166	0.5	NaN	0.7083030936939162	0.41700803467630193	0.0	1.76187685888794	1.1144863277017771	0.0	19142.283945784846	19585.853323255214	0.05872696817420436	7.9428810720268	3.2873366834170854	0.0	989.0	1.0	
5	.001	1	0	.5	NaN	0.4999091764328773	NaN	NaN	0.7030355836958267	Infinity	0.0	1.7369731953307164	1.1633043408136334	0.0	19148.075582654878	18666.98673513121	0.05805695142378559	7.948810720268007	3.070954773869347	0.0	998.0	0.0	
