% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, vigilance = true, vigprop = .333, indvprop = .333, mutrate = .001, fthresh = 25, localbirth = false, learnalg = n, lrate = .01, 

% Test Parameters:
%vigilance = [true, false]
%learnalg = [n, r]
%lrate = [.01, .05, .1]
% 	Parameters			Results
Timestep	vigilance	learnalg	lrate	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	vigcount	indcount	soccount	
360000	true	n	.01	0.021350148350219568	0.4887057743193059	0.4999999999999311	0.9786498516504045	0.9789274964287303	0.9688597817759642	375.0	623.0	2.0	
370000	true	n	.01	0.018140514878624857	0.4885031470574436	-Infinity	0.981859485121964	0.9777602902601722	-Infinity	350.0	650.0	0.0	
380000	true	n	.01	0.02622183023697357	0.49204350924139967	-Infinity	0.9737781697636197	0.9775672427155265	-Infinity	384.0	616.0	0.0	
390000	true	n	.01	0.018254287378330528	0.4839782580344656	-Infinity	0.981745712622176	0.9773249241291067	-Infinity	384.0	616.0	0.0	
400000	true	n	.01	0.02005384093251577	0.4859398821398733	-Infinity	0.9799461590679374	0.9735397006540961	-Infinity	372.0	628.0	0.0	
410000	true	n	.01	0.01880420530091982	0.49150844493604845	-Infinity	0.98119579469942	0.9803853216287868	-Infinity	371.0	629.0	0.0	
420000	true	n	.01	0.02391139557898461	0.48857237954038824	-Infinity	0.9760886044214124	0.978275940386069	-Infinity	370.0	630.0	0.0	
430000	true	n	.01	0.021490706167048085	0.48899018195365296	0.4999999999999541	0.9785092938332749	0.9754170143668613	0.861711227433493	396.0	601.0	3.0	
440000	true	n	.01	0.021845426896538553	0.4873523346911496	0.4956258336653946	0.9781545731035552	0.9829913952846512	0.9215043531083134	450.0	542.0	8.0	
450000	true	n	.01	0.020749233024771534	0.491121305931181	0.4580444436053397	0.9792507669753802	0.9749998030628821	0.9021154394002462	366.0	632.0	2.0	
460000	true	n	.01	0.029047783794235265	0.4878091269604817	0.4160888872106794	0.970952216205776	0.97860132319483	0.9789886892494989	365.0	634.0	1.0	
470000	true	n	.01	0.01989251438874474	0.4926792958198421	0.5133005699721315	0.9801074856111015	0.9767600191292641	0.9458276325686912	373.0	623.0	4.0	
480000	true	n	.01	0.019825211176851643	0.4881763074522604	0.38582160042056046	0.9801747888229005	0.9798259574453879	0.9656669243594787	391.0	608.0	1.0	
490000	true	n	.01	0.018765468856850386	0.4890668923103615	0.49999999999995387	0.9812345311428277	0.97814193963006	0.9398789994202866	407.0	590.0	3.0	
500000	true	n	.01	0.019637295235734764	0.49008981340708846	0.49625759150733273	0.9803627047639991	0.976116121692858	0.9507875896475209	395.0	600.0	5.0	
510000	true	n	.01	0.023983591758035678	0.48507263591106325	0.5280385000359211	0.9760164082417919	0.9774344411284868	0.9391331531308836	421.0	578.0	1.0	
520000	true	n	.01	0.02207616394335764	0.4904411492503973	-Infinity	0.9779238360565213	0.978834216128241	-Infinity	424.0	576.0	0.0	
530000	true	n	.01	0.021878523249285436	0.4924732674951938	0.49999999999986156	0.9781214767505991	0.9758708629053409	0.8774009557032685	459.0	540.0	1.0	
540000	true	n	.01	0.022053372003774954	0.4921567941604546	0.49879624730779315	0.9779466279960969	0.9795119504366847	0.9142531916113062	488.0	508.0	4.0	
550000	true	n	.01	0.02178616087598755	0.49183312919203714	0.49150512511895583	0.9782138391237977	0.9758111881682887	0.9394727692794198	447.0	548.0	5.0	
560000	true	n	.01	0.025998304093804027	0.4913742259412748	0.4703709012897173	0.9740016959059674	0.9746504801251428	0.9456925519519892	476.0	519.0	5.0	
570000	true	n	.01	0.024601437597461057	0.48581859379658554	0.4911946787796383	0.9753985624023125	0.974888355942902	0.934472468929017	482.0	511.0	7.0	
580000	true	n	.01	0.018384408126291954	0.4927735741117684	0.4916289038800946	0.9816155918734458	0.9816143373138211	0.9390110714937586	478.0	512.0	10.0	
590000	true	n	.01	0.02368927697246105	0.4894117809826924	0.5001831304255134	0.9763107230272331	0.9751561752313209	0.9380833740633406	458.0	535.0	7.0	
600000	true	n	.01	0.02299383425931002	0.49229195318352564	0.4900871408801245	0.9770061657403126	0.9790702792068284	0.9265631193230025	525.0	467.0	8.0	
610000	true	n	.01	0.01698419032336036	0.48663085065827455	0.4609962327968423	0.9830158096761463	0.9763294604950814	0.9469409345321648	528.0	461.0	11.0	
620000	true	n	.01	0.01932748595078374	0.4906826831719408	0.48788857560578186	0.9806725140484688	0.9800605956400769	0.947422905643193	540.0	453.0	7.0	
630000	true	n	.01	0.025458679009997032	0.49005421524929865	0.4863048215160454	0.9745413209892767	0.9778212778944785	0.9339249738506826	510.0	478.0	12.0	
640000	true	n	.01	0.01859097355230096	0.49186391046374234	0.4768740124819157	0.9814090264470161	0.9828252978121386	0.9301131795869828	481.0	514.0	5.0	
650000	true	n	.01	0.020236165288601164	0.4920648631037887	0.4945819171750082	0.9797638347107429	0.9773639173384998	0.9360377687862005	472.0	520.0	8.0	
660000	true	n	.01	0.025663132471221768	0.48895775034253974	0.4982886202171942	0.9743368675280071	0.9785578683319502	0.9482481395703682	483.0	515.0	2.0	
670000	true	n	.01	0.021503942627474282	0.4890278534208747	-Infinity	0.97849605737175	0.9763786459654756	-Infinity	470.0	530.0	0.0	
680000	true	n	.01	0.01996541712769577	0.4902553956934081	-Infinity	0.9800345828714129	0.9775655842230155	-Infinity	436.0	564.0	0.0	
690000	true	n	.01	0.01773380039161509	0.486991667564762	-Infinity	0.9822661996073262	0.974723645616237	-Infinity	396.0	604.0	0.0	
700000	true	n	.01	0.012990632734576475	0.4857658943089106	-Infinity	0.9870093672641558	0.9820741160373099	-Infinity	339.0	661.0	0.0	
710000	true	n	.01	0.022176603827034447	0.48825948256647334	-Infinity	0.9778233961715036	0.9796799578334473	-Infinity	291.0	709.0	0.0	
720000	true	n	.01	0.021040758160191707	0.4872916227240444	0.49999999999986666	0.9789592418382739	0.9772471039329088	0.6386456793848442	298.0	701.0	1.0	
730000	true	n	.01	0.0219724280965274	0.48817983792881403	0.4999999999999667	0.9780275719019974	0.9744168528300603	0.949713761574515	320.0	676.0	4.0	
740000	true	n	.01	0.017458596463353467	0.49060401269635484	0.5232936725365889	0.9825414035349259	0.9733055323172195	0.8867210309784924	276.0	718.0	6.0	
750000	true	n	.01	0.024249051464034995	0.4880128619094242	0.5094314196590193	0.9757509485344422	0.9723207238143722	0.9354986752747431	283.0	711.0	6.0	
760000	true	n	.01	0.01921488630175153	0.48912355197764523	0.4994927361974532	0.9807851136965534	0.9806000453978313	0.9400471712656695	263.0	726.0	11.0	
770000	true	n	.01	0.020585254822783536	0.4896900759231894	0.4803379545097281	0.979414745175859	0.9767223459073622	0.8666507553528974	316.0	680.0	4.0	
780000	true	n	.01	0.019156821540085234	0.4916097166698772	0.49999999999996714	0.9808431784585345	0.9773935064756808	0.898040593943116	324.0	672.0	4.0	
790000	true	n	.01	0.01910415608697223	0.48997342927701826	0.48982560386202506	0.980895843911631	0.9799845914169097	0.9422940563404044	324.0	665.0	11.0	
800000	true	n	.01	0.02310762384266142	0.48985233977866904	0.4865437465440507	0.9768923761559012	0.9762758472888398	0.9487387055962174	320.0	669.0	11.0	
810000	true	n	.01	0.021093238601067408	0.4901767249898582	0.48736062316043594	0.9789067613975371	0.976243544262769	0.9281414864562227	298.0	697.0	5.0	
820000	true	n	.01	0.021854800476272696	0.4910745226100252	0.495998151311477	0.9781451995224346	0.9762347585601538	0.9206160939251199	305.0	686.0	9.0	
830000	true	n	.01	0.02700721747720039	0.4917663618265408	0.5081727575581136	0.9729927825217873	0.9763497804758215	0.922604263498937	315.0	663.0	22.0	
840000	true	n	.01	0.019719468329999528	0.48910651314468245	0.49718935216347065	0.9802805316691131	0.9824884971533443	0.9463601079149719	336.0	642.0	22.0	
850000	true	n	.01	0.026877823083624387	0.48655620614904865	0.4775901849386185	0.9731221769154994	0.9766335420935264	0.9344526253095639	341.0	638.0	21.0	
860000	true	n	.01	0.026980748320865264	0.4866355625330917	0.5036346458504374	0.973019251678135	0.9766361336797865	0.9414914291372567	323.0	664.0	13.0	
870000	true	n	.01	0.02495214038296904	0.4924400958566996	0.48262195837957095	0.9750478596160375	0.9744255449007393	0.9262604155413839	306.0	691.0	3.0	
880000	true	n	.01	0.015857871409401574	0.49071813025925554	0.4986998374372416	0.9841421285894564	0.9822980216993825	0.9636388237278039	303.0	694.0	3.0	
890000	true	n	.01	0.022962981765816185	0.4906660440321205	0.4999999999999844	0.9770370182333227	0.9802403164916612	0.938228256724261	334.0	659.0	7.0	
900000	true	n	.01	0.024516851730488568	0.48941297471772444	0.5047377132084929	0.9754831482684728	0.9761769002384356	0.9493195362292243	303.0	687.0	10.0	
910000	true	n	.01	0.026922671636641034	0.4900336892583396	0.5044316633845457	0.9730773283622947	0.9755587623449731	0.9320901461311052	302.0	687.0	11.0	
920000	true	n	.01	0.01619437037402927	0.4869633166311453	0.5069640424614288	0.9838056296247564	0.9799010622361772	0.9500107882067556	282.0	711.0	7.0	
930000	true	n	.01	0.014536198722382444	0.49127248292714765	0.4956864806378079	0.9854638012763124	0.9807826370704953	0.9403146648381688	284.0	694.0	22.0	
940000	true	n	.01	0.0211889826535158	0.4915508656615334	0.4944657664599098	0.9788110173451113	0.9804175125473698	0.9148218502242612	289.0	693.0	18.0	
950000	true	n	.01	0.01958385050934798	0.4871117635875449	0.5054433630160593	0.9804161494893475	0.9790575855400427	0.9205489811697452	284.0	691.0	25.0	
960000	true	n	.01	0.0139264918817399	0.48950885461526084	0.49724549271947627	0.9860735081168223	0.9832361362239697	0.9383948226974901	261.0	719.0	20.0	
970000	true	n	.01	0.02443589011131644	0.4892994067930671	0.5012677949177423	0.9755641098873664	0.9789372849996275	0.9433968126195059	299.0	682.0	19.0	
980000	true	n	.01	0.02048539752246488	0.49401705254380635	0.5078916227109836	0.9795146024762531	0.9755639532335038	0.9463683152357016	282.0	701.0	17.0	
990000	true	n	.01	0.01860913815179663	0.4907897943853746	0.5033573586240663	0.9813908618471204	0.977314787350539	0.9254924447541218	326.0	643.0	31.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, true, .333, .333, .001, 25, false, n, .05]
0	true	n	.05	0.5	0.5	0.5	0.5	0.5	0.5	333.0	333.0	334.0	
10000	true	n	.05	0.009494925528929176	0.47138464092396193	0.48488930958319215	0.9905050744710342	0.9914126042057555	0.8998644390039927	351.0	361.0	288.0	
20000	true	n	.05	0.008977088901119812	0.4698126004629618	0.47995118724614705	0.9910229110988228	0.9888404981110391	0.9360835090496916	373.0	362.0	265.0	
30000	true	n	.05	0.005209689035613723	0.472651099356519	0.48002190848104886	0.994790310964433	0.9938256036218187	0.9681397032955763	386.0	360.0	254.0	
40000	true	n	.05	0.004674868080374279	0.4644789444035653	0.48065703145249516	0.9953251319195385	0.995705310956965	0.966702401859048	434.0	370.0	196.0	
50000	true	n	.05	0.010568260224062811	0.46775403607092214	0.4838246237647634	0.9894317397759103	0.9919442716209438	0.964268531061023	428.0	394.0	178.0	
60000	true	n	.05	0.009481299158312133	0.47176758787415335	0.4775249436639214	0.9905187008415846	0.990945644040376	0.9587924811904868	449.0	383.0	168.0	
70000	true	n	.05	0.011368636738853863	0.4637713451940768	0.4873027515889997	0.9886313632610485	0.9902708723913843	0.9620109912206096	438.0	404.0	158.0	
80000	true	n	.05	0.007587133365386431	0.47958704131463403	0.4849327740509471	0.9924128666345391	0.9941947533978259	0.9700438211184219	407.0	424.0	169.0	
90000	true	n	.05	0.01072861019951394	0.46465357900198107	0.4870235251227516	0.9892713898003086	0.9888844267116714	0.9622792822354411	377.0	442.0	181.0	
100000	true	n	.05	0.005108227912567689	0.476429053909933	0.47624279970271655	0.9948917720871758	0.9949501936076003	0.9684416978693331	393.0	435.0	172.0	
110000	true	n	.05	0.0067443375452534	0.4618817668552122	0.4825256984985849	0.9932556624543741	0.9928986947719441	0.971012135587189	385.0	443.0	172.0	
120000	true	n	.05	0.00812587430347683	0.45730283640418634	0.46497169925595905	0.9918741256962371	0.9910024905141234	0.9647878219980167	416.0	414.0	170.0	
130000	true	n	.05	0.009291735227895873	0.4631559621103297	0.48841684923507006	0.9907082647718694	0.9908674188316547	0.954629879281035	412.0	392.0	196.0	
140000	true	n	.05	0.008656232109826871	0.46219664953925227	0.4776177098463051	0.9913437678900399	0.9926664024098827	0.97183552795301	442.0	388.0	170.0	
150000	true	n	.05	0.00679851368543746	0.4634828550640381	0.47969043348978546	0.9932014863144412	0.9919858247425448	0.9533545075228695	420.0	393.0	187.0	
160000	true	n	.05	0.007795180003772555	0.4676688712458386	0.4771508754873665	0.9922048199960442	0.993345039868487	0.9712112474001876	443.0	394.0	163.0	
170000	true	n	.05	0.005243466122825032	0.4677434031484566	0.46948202445787723	0.994756533876965	0.993257061805048	0.97129975021486	391.0	450.0	159.0	
180000	true	n	.05	0.0073571997106699925	0.4671550216523929	0.48013400666733763	0.9926428002891385	0.9925311969070706	0.9691217692288733	405.0	434.0	161.0	
190000	true	n	.05	0.011829459657087213	0.4688382065997802	0.47839905677731753	0.9881705403426423	0.9885718942709699	0.9544478951664489	413.0	381.0	206.0	
200000	true	n	.05	0.008661561583104362	0.46429697569510514	0.48046606849210943	0.9913384384165274	0.9913238054972278	0.9648515728140269	404.0	420.0	176.0	
210000	true	n	.05	0.011692069741770573	0.46602846538411663	0.4886034562556693	0.9883079302579644	0.9895964928794827	0.9525882514846704	404.0	423.0	173.0	
220000	true	n	.05	0.007160283905933465	0.46721292640161083	0.48294530324294876	0.9928397160938721	0.993965900678692	0.9668772182556858	425.0	375.0	200.0	
230000	true	n	.05	0.007206618748807367	0.47301044709603884	0.4754211668663775	0.9927933812510299	0.9918307339172696	0.9725481384679485	409.0	413.0	178.0	
240000	true	n	.05	0.010738186939711649	0.4664730309276024	0.4796577528365526	0.9892618130600122	0.9887867917382069	0.9549935669374826	366.0	460.0	174.0	
250000	true	n	.05	0.008010992345884527	0.4589487092797393	0.4780792998802961	0.9919890076538366	0.9922639448518112	0.9615766580863835	385.0	451.0	164.0	
260000	true	n	.05	0.007354070198757394	0.46926733530382975	0.4864907796917095	0.9926459298010657	0.9934341340312107	0.9687251093996573	420.0	436.0	144.0	
270000	true	n	.05	0.010753266620945048	0.46217837870694106	0.48559812937958213	0.989246733378737	0.9920834252317836	0.9694206633496802	340.0	510.0	150.0	
280000	true	n	.05	0.009800732987574872	0.4703061700743103	0.47815651833151795	0.9901992670121476	0.9915849139323402	0.9721052910643074	348.0	514.0	138.0	
290000	true	n	.05	0.007666748599427104	0.4544801661594545	0.4771344122428611	0.9923332514002016	0.9926907555748936	0.9690478857225997	374.0	476.0	150.0	
300000	true	n	.05	0.014567662182104826	0.4484640407060852	0.46978072784217856	0.9854323378175861	0.9863489828108435	0.9530436663606126	398.0	489.0	113.0	
310000	true	n	.05	0.007959021708411557	0.4624505437124342	0.47986858344090244	0.992040978291243	0.989419783398442	0.9720937013635356	372.0	493.0	135.0	
320000	true	n	.05	0.00741171438890159	0.46473644194699326	0.48430311441258084	0.9925882856106247	0.9904710192293463	0.9699698730141578	362.0	509.0	129.0	
330000	true	n	.05	0.008464198846073674	0.466267887727702	0.4978137258964996	0.9915358011534253	0.9893569037938437	0.9620491743818393	370.0	510.0	120.0	
340000	true	n	.05	0.006929833100966605	0.47188373689515456	0.49179989890067016	0.9930701668985296	0.9931476222040636	0.9744098539318854	362.0	528.0	110.0	
350000	true	n	.05	0.010321038797418509	0.46965458017773815	0.47754979010197685	0.9896789612021103	0.9885302282361452	0.9609623149550004	384.0	488.0	128.0	
360000	true	n	.05	0.007027771074502971	0.4735340607785863	0.4738815378740766	0.9929722289250351	0.9917267030279221	0.9699939565706411	376.0	479.0	145.0	
370000	true	n	.05	0.009383013638054442	0.47028841531633164	0.47835789053305594	0.9906169863614517	0.9928923217405144	0.9536516177339235	345.0	498.0	157.0	
380000	true	n	.05	0.010468518918742335	0.45991624730857855	0.48036390283071834	0.9895314810807346	0.9939167143789374	0.969096016526759	321.0	527.0	152.0	
390000	true	n	.05	0.011694716362232549	0.4714686094177634	0.47351825720737967	0.9883052836373065	0.990608338790617	0.961740519561289	333.0	536.0	131.0	
400000	true	n	.05	0.00715881601809321	0.4613119888439036	0.48455660122426664	0.9928411839813478	0.991359689570104	0.9527822763873096	354.0	537.0	109.0	
410000	true	n	.05	0.007362288666008593	0.46529453061578796	0.4810631982863777	0.9926377113334595	0.9945391072760338	0.9691797925852345	309.0	549.0	142.0	
420000	true	n	.05	0.006273530210641051	0.46285277803664365	0.48525499134720607	0.9937264697887	0.9927723711144559	0.9714749883547419	304.0	551.0	145.0	
430000	true	n	.05	0.005597493596497838	0.4645706265071512	0.49005783716504214	0.9944025064029043	0.9938236565392181	0.9749542780860048	299.0	556.0	145.0	
440000	true	n	.05	0.006564682459530109	0.46099199677842323	0.4839730546637856	0.9934353175399576	0.9915702012870822	0.9757746621825151	303.0	578.0	119.0	
450000	true	n	.05	0.006508451167183104	0.46795761461587093	0.48353439043140367	0.9934915488321975	0.9947770646202537	0.96517028223062	290.0	579.0	131.0	
460000	true	n	.05	0.007796675102296486	0.4721000037675272	0.48219264720292176	0.9922033248969703	0.9928095953714524	0.9673375383078002	290.0	556.0	154.0	
470000	true	n	.05	0.008429571007357571	0.46140632625520633	0.48142361516306265	0.9915704289919963	0.9907658443166243	0.9609927645155092	286.0	543.0	171.0	
480000	true	n	.05	0.00668214362539136	0.4734964644052983	0.483970718479809	0.9933178563740559	0.9924222194192867	0.9741013281086731	322.0	524.0	154.0	
490000	true	n	.05	0.008191100870103185	0.46740879001709884	0.4846991198767214	0.9918088991291407	0.9907801520993261	0.9704991529416379	304.0	550.0	146.0	
500000	true	n	.05	0.012302473899618905	0.47250767002014094	0.4882472509741733	0.9876975260996159	0.9901925424009671	0.9618165367255864	355.0	495.0	150.0	
510000	true	n	.05	0.009170136394971454	0.4615341209255609	0.4721308200962992	0.9908298636044309	0.9907531583823611	0.974677386931734	353.0	493.0	154.0	
520000	true	n	.05	0.011214937144076651	0.47060871571571167	0.48119129212712497	0.9887850628553116	0.9881833651192548	0.9603733273556597	327.0	533.0	140.0	
530000	true	n	.05	0.010288423521180819	0.4610404264452512	0.48050977118914845	0.9897115764781936	0.9930331842094524	0.9672229766845652	302.0	558.0	140.0	
540000	true	n	.05	0.006667875164998564	0.46921770501468	0.48690142846020523	0.9933321248344176	0.9938166180243245	0.9756128383986842	325.0	542.0	133.0	
550000	true	n	.05	0.006701440384527036	0.4686887605098355	0.49061409213845486	0.9932985596148044	0.9918934620944958	0.9680309760420985	301.0	569.0	130.0	
560000	true	n	.05	0.008936138836900939	0.4651762663726422	0.4889846424639184	0.9910638611623721	0.9919671410322328	0.9640644085562728	303.0	569.0	128.0	
570000	true	n	.05	0.010511613980372153	0.4569238023878693	0.4760034357751154	0.9894883860187073	0.9879204258315277	0.9716133456401602	279.0	589.0	132.0	
580000	true	n	.05	0.013681064499448519	0.46460852242651995	0.4901532430991238	0.9863189354995633	0.9899668545791603	0.9703323489029934	287.0	594.0	119.0	
590000	true	n	.05	0.0073251125467702705	0.46150789170155654	0.48494742081668685	0.9926748874523275	0.9909737698260209	0.967457765048785	309.0	577.0	114.0	
600000	true	n	.05	0.00866275901390563	0.4592109535477679	0.4888753408641885	0.9913372409851521	0.9915053032964054	0.9745566827855756	301.0	574.0	125.0	
610000	true	n	.05	0.007848781982189267	0.47155166524277387	0.48686050748725096	0.9921512180168602	0.9933951187433728	0.9724238784403866	303.0	561.0	136.0	
620000	true	n	.05	0.011284933693102893	0.46113658030678506	0.48177482269936517	0.9887150663058961	0.9905337725611689	0.9623143274300859	303.0	563.0	134.0	
630000	true	n	.05	0.0067673400776204085	0.465619184732555	0.4777297554697	0.9932326599212546	0.9910437694269002	0.959786901601319	280.0	586.0	134.0	
640000	true	n	.05	0.00761329211615584	0.47035366010298624	0.4861244583075263	0.9923867078826211	0.9903134736422897	0.9579839215253017	260.0	603.0	137.0	
650000	true	n	.05	0.009550993165368896	0.4709548494391315	0.4924808053239871	0.990449006833601	0.9912168816733877	0.9708376492963574	262.0	593.0	145.0	
660000	true	n	.05	0.008417651842091735	0.4659002802210161	0.4816395167760974	0.9915823481566327	0.990378651993444	0.9725457472689921	217.0	635.0	148.0	
670000	true	n	.05	0.009250609975176852	0.46376611987118327	0.48242816552415213	0.9907493900232975	0.9914436604724409	0.9555677049989961	200.0	661.0	139.0	
680000	true	n	.05	0.008902272333029301	0.46931736602912477	0.4878517681977934	0.9910977276652643	0.9918661087240743	0.9743177231339493	166.0	683.0	151.0	
690000	true	n	.05	0.009432897932899472	0.4595493797037607	0.48678650903098947	0.9905671020652882	0.9893362165663065	0.9504437009540038	160.0	634.0	206.0	
700000	true	n	.05	0.00859365422921095	0.46738941055601047	0.4888082977998404	0.9914063457690233	0.99071469622841	0.9561560742164382	167.0	623.0	210.0	
710000	true	n	.05	0.00931027552551378	0.4576388430107723	0.4920389725830352	0.9906897244728392	0.9929707535878953	0.954201941353883	180.0	608.0	212.0	
720000	true	n	.05	0.00638138347017871	0.4573963848918883	0.4846628994787099	0.9936186165281069	0.9911416906424343	0.9571248188432921	171.0	637.0	192.0	
730000	true	n	.05	0.004959211977366526	0.470396713786998	0.4840078020566156	0.9950407880208698	0.9939582589137314	0.9421321377989662	162.0	671.0	167.0	
