% Base Parameters: Dims = 100, predfreq = .004, huntsteps = 4, hetfreq = .01, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, vigilance = true, vigprop = .333, indvprop = .333, mutrate = .001, fthresh = 25, localbirth = false, learnalg = n, lrate = .01, 

% Test Parameters:
%vigilance = [true, false]
%learnalg = [n, r, b]
% 	Parameters		Results
Timestep	vigilance	learnalg	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	vigcount	indcount	soccount	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, true, .333, .333, .001, 25, false, n, .01]
450000	true	n	0.020749233024771534	0.491121305931181	0.4580444436053397	0.9792507669753802	0.9749998030628821	0.9021154394002462	366.0	632.0	2.0	
460000	true	n	0.029047783794235265	0.4878091269604817	0.4160888872106794	0.970952216205776	0.97860132319483	0.9789886892494989	365.0	634.0	1.0	
470000	true	n	0.01989251438874474	0.4926792958198421	0.5133005699721315	0.9801074856111015	0.9767600191292641	0.9458276325686912	373.0	623.0	4.0	
480000	true	n	0.019825211176851643	0.4881763074522604	0.38582160042056046	0.9801747888229005	0.9798259574453879	0.9656669243594787	391.0	608.0	1.0	
490000	true	n	0.018765468856850386	0.4890668923103615	0.49999999999995387	0.9812345311428277	0.97814193963006	0.9398789994202866	407.0	590.0	3.0	
500000	true	n	0.019637295235734764	0.49008981340708846	0.49625759150733273	0.9803627047639991	0.976116121692858	0.9507875896475209	395.0	600.0	5.0	
510000	true	n	0.023983591758035678	0.48507263591106325	0.5280385000359211	0.9760164082417919	0.9774344411284868	0.9391331531308836	421.0	578.0	1.0	
520000	true	n	0.02207616394335764	0.4904411492503973	-Infinity	0.9779238360565213	0.978834216128241	-Infinity	424.0	576.0	0.0	
530000	true	n	0.021878523249285436	0.4924732674951938	0.49999999999986156	0.9781214767505991	0.9758708629053409	0.8774009557032685	459.0	540.0	1.0	
540000	true	n	0.022053372003774954	0.4921567941604546	0.49879624730779315	0.9779466279960969	0.9795119504366847	0.9142531916113062	488.0	508.0	4.0	
550000	true	n	0.02178616087598755	0.49183312919203714	0.49150512511895583	0.9782138391237977	0.9758111881682887	0.9394727692794198	447.0	548.0	5.0	
560000	true	n	0.025998304093804027	0.4913742259412748	0.4703709012897173	0.9740016959059674	0.9746504801251428	0.9456925519519892	476.0	519.0	5.0	
570000	true	n	0.024601437597461057	0.48581859379658554	0.4911946787796383	0.9753985624023125	0.974888355942902	0.934472468929017	482.0	511.0	7.0	
580000	true	n	0.018384408126291954	0.4927735741117684	0.4916289038800946	0.9816155918734458	0.9816143373138211	0.9390110714937586	478.0	512.0	10.0	
590000	true	n	0.02368927697246105	0.4894117809826924	0.5001831304255134	0.9763107230272331	0.9751561752313209	0.9380833740633406	458.0	535.0	7.0	
600000	true	n	0.02299383425931002	0.49229195318352564	0.4900871408801245	0.9770061657403126	0.9790702792068284	0.9265631193230025	525.0	467.0	8.0	
610000	true	n	0.01698419032336036	0.48663085065827455	0.4609962327968423	0.9830158096761463	0.9763294604950814	0.9469409345321648	528.0	461.0	11.0	
620000	true	n	0.01932748595078374	0.4906826831719408	0.48788857560578186	0.9806725140484688	0.9800605956400769	0.947422905643193	540.0	453.0	7.0	
630000	true	n	0.025458679009997032	0.49005421524929865	0.4863048215160454	0.9745413209892767	0.9778212778944785	0.9339249738506826	510.0	478.0	12.0	
640000	true	n	0.01859097355230096	0.49186391046374234	0.4768740124819157	0.9814090264470161	0.9828252978121386	0.9301131795869828	481.0	514.0	5.0	
650000	true	n	0.020236165288601164	0.4920648631037887	0.4945819171750082	0.9797638347107429	0.9773639173384998	0.9360377687862005	472.0	520.0	8.0	
660000	true	n	0.025663132471221768	0.48895775034253974	0.4982886202171942	0.9743368675280071	0.9785578683319502	0.9482481395703682	483.0	515.0	2.0	
670000	true	n	0.021503942627474282	0.4890278534208747	-Infinity	0.97849605737175	0.9763786459654756	-Infinity	470.0	530.0	0.0	
680000	true	n	0.01996541712769577	0.4902553956934081	-Infinity	0.9800345828714129	0.9775655842230155	-Infinity	436.0	564.0	0.0	
690000	true	n	0.01773380039161509	0.486991667564762	-Infinity	0.9822661996073262	0.974723645616237	-Infinity	396.0	604.0	0.0	
700000	true	n	0.012990632734576475	0.4857658943089106	-Infinity	0.9870093672641558	0.9820741160373099	-Infinity	339.0	661.0	0.0	
710000	true	n	0.022176603827034447	0.48825948256647334	-Infinity	0.9778233961715036	0.9796799578334473	-Infinity	291.0	709.0	0.0	
720000	true	n	0.021040758160191707	0.4872916227240444	0.49999999999986666	0.9789592418382739	0.9772471039329088	0.6386456793848442	298.0	701.0	1.0	
730000	true	n	0.0219724280965274	0.48817983792881403	0.4999999999999667	0.9780275719019974	0.9744168528300603	0.949713761574515	320.0	676.0	4.0	
740000	true	n	0.017458596463353467	0.49060401269635484	0.5232936725365889	0.9825414035349259	0.9733055323172195	0.8867210309784924	276.0	718.0	6.0	
750000	true	n	0.024249051464034995	0.4880128619094242	0.5094314196590193	0.9757509485344422	0.9723207238143722	0.9354986752747431	283.0	711.0	6.0	
760000	true	n	0.01921488630175153	0.48912355197764523	0.4994927361974532	0.9807851136965534	0.9806000453978313	0.9400471712656695	263.0	726.0	11.0	
770000	true	n	0.020585254822783536	0.4896900759231894	0.4803379545097281	0.979414745175859	0.9767223459073622	0.8666507553528974	316.0	680.0	4.0	
780000	true	n	0.019156821540085234	0.4916097166698772	0.49999999999996714	0.9808431784585345	0.9773935064756808	0.898040593943116	324.0	672.0	4.0	
790000	true	n	0.01910415608697223	0.48997342927701826	0.48982560386202506	0.980895843911631	0.9799845914169097	0.9422940563404044	324.0	665.0	11.0	
800000	true	n	0.02310762384266142	0.48985233977866904	0.4865437465440507	0.9768923761559012	0.9762758472888398	0.9487387055962174	320.0	669.0	11.0	
810000	true	n	0.021093238601067408	0.4901767249898582	0.48736062316043594	0.9789067613975371	0.976243544262769	0.9281414864562227	298.0	697.0	5.0	
820000	true	n	0.021854800476272696	0.4910745226100252	0.495998151311477	0.9781451995224346	0.9762347585601538	0.9206160939251199	305.0	686.0	9.0	
830000	true	n	0.02700721747720039	0.4917663618265408	0.5081727575581136	0.9729927825217873	0.9763497804758215	0.922604263498937	315.0	663.0	22.0	
840000	true	n	0.019719468329999528	0.48910651314468245	0.49718935216347065	0.9802805316691131	0.9824884971533443	0.9463601079149719	336.0	642.0	22.0	
850000	true	n	0.026877823083624387	0.48655620614904865	0.4775901849386185	0.9731221769154994	0.9766335420935264	0.9344526253095639	341.0	638.0	21.0	
860000	true	n	0.026980748320865264	0.4866355625330917	0.5036346458504374	0.973019251678135	0.9766361336797865	0.9414914291372567	323.0	664.0	13.0	
870000	true	n	0.02495214038296904	0.4924400958566996	0.48262195837957095	0.9750478596160375	0.9744255449007393	0.9262604155413839	306.0	691.0	3.0	
880000	true	n	0.015857871409401574	0.49071813025925554	0.4986998374372416	0.9841421285894564	0.9822980216993825	0.9636388237278039	303.0	694.0	3.0	
890000	true	n	0.022962981765816185	0.4906660440321205	0.4999999999999844	0.9770370182333227	0.9802403164916612	0.938228256724261	334.0	659.0	7.0	
900000	true	n	0.024516851730488568	0.48941297471772444	0.5047377132084929	0.9754831482684728	0.9761769002384356	0.9493195362292243	303.0	687.0	10.0	
910000	true	n	0.026922671636641034	0.4900336892583396	0.5044316633845457	0.9730773283622947	0.9755587623449731	0.9320901461311052	302.0	687.0	11.0	
920000	true	n	0.01619437037402927	0.4869633166311453	0.5069640424614288	0.9838056296247564	0.9799010622361772	0.9500107882067556	282.0	711.0	7.0	
930000	true	n	0.014536198722382444	0.49127248292714765	0.4956864806378079	0.9854638012763124	0.9807826370704953	0.9403146648381688	284.0	694.0	22.0	
940000	true	n	0.0211889826535158	0.4915508656615334	0.4944657664599098	0.9788110173451113	0.9804175125473698	0.9148218502242612	289.0	693.0	18.0	
950000	true	n	0.01958385050934798	0.4871117635875449	0.5054433630160593	0.9804161494893475	0.9790575855400427	0.9205489811697452	284.0	691.0	25.0	
960000	true	n	0.0139264918817399	0.48950885461526084	0.49724549271947627	0.9860735081168223	0.9832361362239697	0.9383948226974901	261.0	719.0	20.0	
970000	true	n	0.02443589011131644	0.4892994067930671	0.5012677949177423	0.9755641098873664	0.9789372849996275	0.9433968126195059	299.0	682.0	19.0	
980000	true	n	0.02048539752246488	0.49401705254380635	0.5078916227109836	0.9795146024762531	0.9755639532335038	0.9463683152357016	282.0	701.0	17.0	
990000	true	n	0.01860913815179663	0.4907897943853746	0.5033573586240663	0.9813908618471204	0.977314787350539	0.9254924447541218	326.0	643.0	31.0	
% [100, .004, 4, .01, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 1000, true, .333, .333, .001, 25, false, r, .01]
0	true	r	0.5	0.5	0.5	0.5	0.5	0.5	333.0	333.0	334.0	
10000	true	r	0.01123992303930931	0.49269882789884806	0.495584504423666	0.9887600769562818	0.9886804607500111	0.9045167368160729	337.0	361.0	302.0	
20000	true	r	0.009366275954551724	0.4872583129673524	0.49153817278046646	0.9906337240377223	0.9945514390470406	0.9414714803353148	390.0	389.0	221.0	
30000	true	r	0.007015262777823317	0.48881516284917154	0.49207943976527796	0.992984737211289	0.9873481045013086	0.9573193304285805	419.0	389.0	192.0	
40000	true	r	0.010685662466846518	0.4867104208273797	0.49579746989019147	0.98931433751954	0.9895318146197295	0.9631220867548824	479.0	374.0	147.0	
50000	true	r	0.009937008223950685	0.48903041108835954	0.49374901099356494	0.9900629917574871	0.9920820774516258	0.9637118575241388	453.0	415.0	132.0	
60000	true	r	0.013647016597326657	0.48784560889828743	0.48960643721622776	0.9863529833774116	0.9890397846626084	0.9629692735922707	399.0	494.0	107.0	
70000	true	r	0.0034815276813506425	0.4884874179840625	0.497722019876471	0.9965184722856388	0.9889546961494938	0.9546330445487082	352.0	543.0	105.0	
80000	true	r	0.011309496283871711	0.48586417026674683	0.4935371271927348	0.9886905036821619	0.9869621939207903	0.9610873055263528	382.0	530.0	88.0	
90000	true	r	0.0076788740239550875	0.48894056722392476	0.49297441148871146	0.9923211259364255	0.9943926734446892	0.9681112270495046	365.0	552.0	83.0	
100000	true	r	0.008317587395480532	0.49062249828165183	0.49120583528612244	0.9916824125667202	0.9931083010131828	0.9720081462785072	422.0	516.0	62.0	
110000	true	r	0.012066619633418232	0.4870591496055835	0.49600453948120254	0.9879333803168222	0.9862860314905874	0.9679003281518617	351.0	582.0	67.0	
120000	true	r	0.008800587274721813	0.4897202716034734	0.4892335893216312	0.9911994126674057	0.9889025598057491	0.9764420923642411	327.0	626.0	47.0	
130000	true	r	0.011062232906051937	0.49134011739588185	0.4929382696103407	0.9889377670329761	0.9862355973098097	0.972207589653101	334.0	613.0	53.0	
140000	true	r	0.012912428134231624	0.4892680195211461	0.4904856307827242	0.9870875718006608	0.9917785331691661	0.9763962472421281	335.0	625.0	40.0	
150000	true	r	0.009752219640093469	0.48745409999640893	0.48432966489651286	0.9902477802868866	0.9870359530095256	0.9718757486819084	316.0	658.0	26.0	
160000	true	r	0.010647680444582827	0.48873334799673057	0.4925426330105025	0.9893523194702531	0.9867748864431176	0.9745060627111592	283.0	693.0	24.0	
170000	true	r	0.008086657641355273	0.4905403904760841	0.4861678428943911	0.9919133422674477	0.9844853180162054	0.9448792287742533	278.0	693.0	29.0	
180000	true	r	0.014167230194994032	0.48658900670470906	0.4935493976512226	0.985832769714576	0.9918923508966361	0.9655262022318534	292.0	669.0	39.0	
190000	true	r	0.012823275782753395	0.49040254410791356	0.496230716749052	0.9871767241084658	0.9886420552769551	0.9698144067755688	250.0	722.0	28.0	
200000	true	r	0.009500659137060446	0.48542410435494476	0.4940561114580455	0.9904993407520947	0.9884471618575186	0.9580381132628337	250.0	721.0	29.0	
210000	true	r	0.007266938829096111	0.4890106225195803	0.4949014481866743	0.992733061060478	0.9918693270959208	0.9741272619609753	259.0	706.0	35.0	
220000	true	r	0.01273879935611453	0.4900693336026718	0.49358046995370575	0.9872612005288594	0.9849187325635037	0.9557742298441804	256.0	711.0	33.0	
230000	true	r	0.010014329491730953	0.4897546647025886	0.49707250935276354	0.9899856703840675	0.9859251650092957	0.9576057603589916	244.0	736.0	20.0	
240000	true	r	0.01286391697856884	0.489435019710513	0.48937149730346036	0.9871360829057781	0.984945346287718	0.9815175269524126	269.0	719.0	12.0	
250000	true	r	0.012936774136700253	0.4907143579732607	0.4992155003432668	0.987063225749763	0.9858210191258736	0.9618219560224023	281.0	712.0	7.0	
260000	true	r	0.011004703624228568	0.4868986805175438	0.4951408672408976	0.9889952962641175	0.9853406844527469	0.9557594150954435	296.0	697.0	7.0	
270000	true	r	0.008374371394464418	0.4887682734007927	0.4955429133920699	0.9916256284980319	0.9925806813406299	0.9906395302080283	319.0	673.0	8.0	
280000	true	r	0.00940877899630489	0.4874533923844157	0.49761841265301204	0.9905912208906006	0.9883300449239362	0.9834381392950523	315.0	671.0	14.0	
290000	true	r	0.016782139837549434	0.4869895201739297	0.4938578627349767	0.9832178600330056	0.9874808042027501	0.9166930207744216	284.0	692.0	24.0	
300000	true	r	0.007931251352886928	0.4893460503473749	0.4984355454190911	0.9920687485100462	0.9904717213217205	0.9536641412053787	277.0	693.0	30.0	
310000	true	r	0.010320603277268465	0.4813056936705001	0.4966040342498219	0.9896793965832756	0.9864291208567505	0.9223318938859767	280.0	697.0	23.0	
320000	true	r	0.00940710585916915	0.48290783505724155	0.49824146846414386	0.9905928940191098	0.9872499841907134	0.9795943782114568	332.0	660.0	8.0	
330000	true	r	0.011526275063900743	0.48721144207025585	0.4354294916760435	0.9884737248205978	0.9890573966926611	0.9726479702626682	361.0	635.0	4.0	
340000	true	r	0.007268385895192509	0.4877811764784431	0.47308601869771044	0.9927316139830626	0.9901842247940069	0.9603555208335505	354.0	632.0	14.0	
350000	true	r	0.006809231241515464	0.4913352151789389	0.4942169172111251	0.9931907686175399	0.9891144746457379	0.963096105736189	316.0	671.0	13.0	
360000	true	r	0.012417632761915992	0.49156926376549137	0.49975585769569975	0.9875823670992763	0.9879914688945187	0.9611355308434154	330.0	655.0	15.0	
370000	true	r	0.015077705418601858	0.49195930970601637	0.5012676750177641	0.9849222944247964	0.9826542529468835	0.9707376572554365	301.0	692.0	7.0	
380000	true	r	0.014501145885527705	0.4881959818675638	0.49763894565894634	0.985498853967026	0.9919653673720473	0.9105325429464936	330.0	664.0	6.0	
390000	true	r	0.004686466010144757	0.4875693753861796	0.5158873299035701	0.9953135338173605	0.9893409373705523	0.9802043357998365	289.0	704.0	7.0	
400000	true	r	0.010865114480048501	0.4897282292393947	0.4994610555555757	0.9891348853398471	0.9853043107104251	0.9730494659723148	283.0	708.0	9.0	
410000	true	r	0.011227589550212738	0.4902919502440705	0.4953789583734687	0.9887724102356927	0.9840101250212057	0.9549863558758039	242.0	731.0	27.0	
420000	true	r	0.012178405276979587	0.48980661420569205	0.4871229105849854	0.9878215944637567	0.9893126711915664	0.9426035763389349	201.0	780.0	19.0	
430000	true	r	0.01308228944550219	0.4885596009835565	0.5002942796306593	0.9869177103062873	0.9839351491075403	0.9575605135154287	211.0	765.0	24.0	
440000	true	r	0.008019331330621965	0.4908471854110994	0.490322784283211	0.9919806684020518	0.9902472745494162	0.9684968210284254	197.0	786.0	17.0	
450000	true	r	0.0137041067531567	0.4881824069900475	0.49646968278700637	0.9862958929885842	0.9805244035614636	0.9492953774443436	205.0	777.0	18.0	
460000	true	r	0.006476375133234466	0.4880995173422011	0.4951139628833138	0.9935236245258338	0.9894882125709379	0.9747409153672358	156.0	825.0	19.0	
470000	true	r	0.02032275946734431	0.48859071657836994	0.4994026426376815	0.9796772401221956	0.9818299541777691	0.9496456527099821	130.0	853.0	17.0	
480000	true	r	0.008161576654886062	0.48650710144733245	0.4924137987758805	0.9918384229306327	0.9935743683591681	0.9644545857464047	129.0	858.0	13.0	
490000	true	r	0.007906393002380625	0.48858935100594286	0.5023037172286142	0.992093606627558	0.9927796292449037	0.9937935365993419	145.0	846.0	9.0	
500000	true	r	0.005465244079341587	0.4891954606206878	0.5051892510779878	0.9945347555592923	0.992439434061628	0.9957412624543119	149.0	845.0	6.0	
510000	true	r	0.017301025800580367	0.4916785365519983	0.5012663983327539	0.9826989738679472	0.9839125653894775	0.9846318001006884	163.0	832.0	5.0	
520000	true	r	0.011873838586517037	0.4872505298215253	0.48709678323874495	0.9881261610702592	0.9901179294133692	0.984976380868991	158.0	831.0	11.0	
530000	true	r	0.014036305094935503	0.48795383478699955	0.5094856526302894	0.985963694599268	0.9881679834794964	0.96679678441002	178.0	820.0	2.0	
540000	true	r	0.008136199124948052	0.48620167914267853	0.5174585465945092	0.9918638005313567	0.9895656822993661	0.9887741105748405	159.0	838.0	3.0	
550000	true	r	0.014803097280341092	0.4883196874633019	0.5000000000000576	0.9851969023746747	0.9828467046585484	0.9287289096130399	159.0	838.0	3.0	
560000	true	r	0.0050731796923384215	0.4866019081678682	0.5000000000000864	0.9949268198999368	0.9892315381445068	0.9876013057244561	135.0	863.0	2.0	
570000	true	r	0.006268042889800247	0.4887688361268555	0.5000000000000432	0.9937319566000521	0.9883308502555918	0.9465756103946402	108.0	888.0	4.0	
580000	true	r	0.018772482108772123	0.4893023031287031	0.48514950000017254	0.9812275173507322	0.9832505419732258	0.9861063960176639	102.0	897.0	1.0	
590000	true	r	0.02500532136120185	0.49222640795909783	0.49628737500004316	0.9749946781591843	0.9869002582732003	0.9005519605802654	115.0	881.0	4.0	
600000	true	r	0.014439079148672972	0.4874779439052511	0.4925747500000863	0.9855609202020821	0.9829176061966184	0.9717322816162792	85.0	913.0	2.0	
610000	true	r	0.008995071081989721	0.4907722141144291	Infinity	0.991004928297674	0.9941180376964049	Infinity	89.0	911.0	0.0	
620000	true	r	0.002298858915502246	0.48807389979475957	Infinity	0.9977011404708431	0.9956598119097991	Infinity	90.0	910.0	0.0	
630000	true	r	0.005054179704225774	0.48732181880054265	0.5000000000000576	0.994945819743307	0.9887329646528197	0.9556584153447667	100.0	897.0	3.0	
640000	true	r	0.015733898082721322	0.48834502631072635	Infinity	0.9842661011994177	0.9868804664345007	Infinity	77.0	923.0	0.0	
650000	true	r	0.011022540321786057	0.48796671896227506	Infinity	0.9889774584493302	0.9934811604926694	Infinity	45.0	955.0	0.0	
660000	true	r	0.0097352571459862	0.4869519679368375	Infinity	0.9902647417476625	0.9836182904646444	Infinity	50.0	950.0	0.0	
670000	true	r	0.023723607843605322	0.4900700735609704	Infinity	0.9762763910035016	0.9892775596718993	Infinity	48.0	952.0	0.0	
680000	true	r	0.006421730294745803	0.49146708192917293	0.5000000000000574	0.9935782684176829	0.9927151767270835	0.9947840150167563	43.0	954.0	3.0	
690000	true	r	0.004453903198848887	0.4871641500912735	0.5000000000000574	0.9955460954504364	0.9941217503280253	0.9956092385640619	41.0	956.0	3.0	
700000	true	r	0.007302237288860869	0.4893927796109329	0.5016168333333907	0.9926977610817772	0.9865664943028102	0.9789293960678215	34.0	963.0	3.0	
710000	true	r	0.027110596156372024	0.4878690994151423	0.5000000000000862	0.9728894010735114	0.9890574126097021	0.9416035253137596	20.0	978.0	2.0	
720000	true	r	0.004180234882740013	0.4878779970221254	Infinity	0.9958197595768624	0.9917220751487621	Infinity	10.0	990.0	0.0	
730000	true	r	0.016412913074850564	0.48866482936642297	Infinity	0.983587084708943	0.9870204663274617	Infinity	25.0	975.0	0.0	
740000	true	r	0.0032753029694948103	0.48794971017308625	Infinity	0.9967246942600994	0.9872534327326229	Infinity	20.0	980.0	0.0	
750000	true	r	0.03362898972290931	0.48721938630676515	Infinity	0.9663710068139855	0.9942358858539488	Infinity	16.0	984.0	0.0	
