% Base Parameters: Dims = 100, predfreq = .001, huntsteps = 1, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = false, vigprop = 0, indvprop = .5, mutrate = .001, fthresh = 25, stayforage = .5, foragediff = .5, predflee = 0, localbirth = false, minlifespan = 125, lifespanrange = 50, learnalg = b, lrate = .01, 

% Test Parameters:
%predfreq = [.001, .1]
%huntsteps = [1, 100, 100000]
%stayforage = [.5, 1]
%foragediff = [.5, .1, .01]
%predflee = [0, .5, 1]
% 	Parameters					Results
Seed	predfreq	huntsteps	stayforage	foragediff	predflee	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	VigOffspring	IndOffspring	SocOffspring	VigLifespan	IndLifespan	SocLifespan	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
1	.001	1	.5	.5	0	NaN	0.4932907698133351	0.49694946095812487	NaN	0.9950089414243963	0.9571808013733621	NaN	0.004795989466921246	0.0035795454545454546	NaN	62.352776696920614	65.1375	NaN	1.000849436283194	0.9615032604965107	NaN	125.11136245945872	125.80728749570987	0.0376214405360134	7.9604020100502515	3.284757118927973	0.0	872.0	118.0	
2	.001	1	.5	.5	0	NaN	0.49397999155017325	0.49729819224050376	NaN	0.9949991525588703	0.9552852782375614	NaN	0.004874729243482941	0.005754153779759764	NaN	62.37146237429559	64.79587139466302	NaN	1.000835373371692	0.9500144050705849	NaN	125.1292505762736	124.61293575338519	0.03939698492462312	7.964355108877722	3.073701842546064	0.0	981.0	19.0	
3	.001	1	.5	.5	0	NaN	0.4925591350972022	0.4968306239503923	NaN	0.9950762591319808	0.9571187306361267	NaN	0.004853910768940364	0.004378661732963305	NaN	62.35865007348281	64.60770891150169	NaN	1.0007944102406703	0.9580653142008907	NaN	125.1492949609114	124.681345868382	0.038559463986599665	7.963685092127303	3.4947403685092127	0.0	953.0	47.0	
4	.001	1	.5	.5	0	NaN	0.4937638662801686	0.49670296865681307	NaN	0.9949275031640638	0.9611064069043113	NaN	0.005172421713146495	0.004117419104824646	NaN	62.422856959112146	65.01366014338306	NaN	1.0008351983019173	0.9665405877218505	NaN	125.25714878988533	125.84763844437978	0.040569514237855944	7.950988274706868	3.105427135678392	0.0	978.0	22.0	
5	.001	1	.5	.5	0	NaN	0.4931296723141387	0.4960825824068522	NaN	0.9948583904391755	0.9465034800293225	NaN	0.004650715948243863	0.0037743345252284465	NaN	62.250112446887954	65.28645212554629	NaN	1.000846231420178	0.9307653826913457	NaN	124.94246064804665	124.7535767883942	0.03695142378559464	7.9753768844221105	3.40536013400335	0.0	927.0	73.0	
6	.001	1	.5	.5	0	NaN	0.49410800414497336	0.49746402708503124	NaN	0.9949853619678415	0.9571782957861258	NaN	0.004737415102332721	0.005245935698332728	NaN	62.31611768832364	65.0247234197268	NaN	1.0007687028140013	0.9650080590651484	NaN	125.0419949668268	125.47668070503822	0.03822445561139028	7.965896147403685	2.798358458961474	0.0	979.0	20.0	
7	.001	1	.5	.5	0	NaN	0.49337493301991747	0.496794591972999	NaN	0.9947942569725714	0.9619932801827633	NaN	0.005143980334846633	0.004333647987642667	NaN	62.377313513287454	64.72444863983523	NaN	1.0008773608239725	0.9713756887052342	NaN	125.18956127291989	125.51441976584022	0.04046901172529313	7.956750418760469	3.1665661641541036	0.0	924.0	74.0	
8	.001	1	.5	.5	0	NaN	0.4936553859817195	0.4974824331448796	NaN	0.995029803739589	0.9535313723857429	NaN	0.004857137764468923	0.004536433229373405	NaN	62.39322317879614	65.29026084491069	NaN	1.000778628003759	0.952957084904989	NaN	125.19675124177742	125.4881503095865	0.03865996649916248	7.957118927973199	3.117621440536013	0.0	942.0	57.0	
9	.001	1	.5	.5	0	NaN	0.4927676556091765	0.496687860071589	NaN	0.9951697646717745	0.9600909463939041	NaN	0.0050983674424464965	0.0050920245398773005	NaN	62.40245603614306	64.74331288343558	NaN	1.0008315444582534	0.9582282374653953	NaN	125.21836628629534	125.13202091664104	0.04073701842546064	7.957386934673367	3.4220100502512563	0.0	953.0	45.0	
10	.001	1	.5	.5	0	NaN	0.49314501513696873	0.4974452192511088	NaN	0.9950090474258364	0.9583626852043966	NaN	0.0050884341142698394	0.004657702785833553	NaN	62.34233262339105	64.76619210826962	NaN	1.000836999079301	0.9707334273624824	NaN	125.08736875389437	125.27622531734838	0.040368509212730316	7.964422110552764	3.14321608040201	0.0	926.0	70.0	
1	.001	1	.5	.5	.5	NaN	0.4929838835838578	0.496413848162997	NaN	0.9946470358062632	0.9517726427717305	NaN	0.0060077553851900604	0.006844965069508151	NaN	62.24281826428788	65.30682379507445	NaN	1.0008574644062953	0.9516699688649872	NaN	124.91908126261634	125.31927540333994	0.04850921273031826	7.974773869346734	3.2941708542713566	0.0	960.0	39.0	
2	.001	1	.5	.5	.5	NaN	0.4949168040026397	0.4976488836914558	NaN	0.9947565760696973	0.9505209713327375	NaN	0.0053072394062525915	0.005847363645528783	NaN	62.28964171769502	64.63222099001915	NaN	1.0009598401143043	0.9283255719781333	NaN	124.98516411512821	123.86768576634947	0.042680067001675044	7.974539363484087	2.483852596314908	0.0	958.0	41.0	
3	.001	1	.5	.5	.5	NaN	0.4934031559398413	0.49630101523522535	NaN	0.9948408695624907	0.953577693665699	NaN	0.005312156979659317	0.005996230940551653	NaN	62.26213416810086	65.1804008908686	NaN	1.000739443648043	0.9622436117795348	NaN	124.99805385690178	125.33493755013177	0.042914572864321605	7.969514237855947	3.158391959798995	0.0	943.0	57.0	
4	.001	1	.5	.5	.5	NaN	0.49367331149310467	0.49671916199143273	NaN	0.9946992614947403	0.9527900992376673	NaN	0.005767287521566655	0.004978320218403725	NaN	62.2476447668595	65.16854022803919	NaN	1.000722181608737	0.9468196880303887	NaN	124.90480051394519	125.22161157358765	0.04586264656616416	7.975778894472362	2.9786599664991624	0.0	918.0	81.0	
5	.001	1	.5	.5	.5	NaN	0.49264490068674216	0.4965397208622081	NaN	0.9947083344170776	0.9516994402601389	NaN	0.005674986990148402	0.0043459091767966244	NaN	62.333684748865004	65.21521698053789	NaN	1.0009732886341516	0.954594185533203	NaN	125.08553675065787	125.03872106955919	0.04469011725293132	7.965996649916248	3.5278726968174206	0.0	980.0	20.0	
6	.001	1	.5	.5	.5	NaN	0.49255376515087457	0.49716006582182704	NaN	0.9947967256584349	0.9595123375228006	NaN	0.005525735559893009	0.005736905513166198	NaN	62.32215083495988	64.57495267052951	NaN	1.0006941262402402	0.9626917310575481	NaN	125.08028273168165	125.34690347134125	0.04432160804020101	7.9651256281407035	3.6943048576214403	0.0	907.0	89.0	
7	.001	1	.5	.5	.5	NaN	0.49280845189794736	0.4965753602477931	NaN	0.9948507433784649	0.959419724626165	NaN	0.005384667771446732	0.0057186427754479605	NaN	62.334348822955214	64.79058874788954	NaN	1.0009394295929444	0.9619307335696755	NaN	125.15523846006512	125.2477229342787	0.04324958123953099	7.96033500837521	3.297822445561139	0.0	973.0	26.0	
8	.001	1	.5	.5	.5	NaN	0.4927481415330383	0.4970109811419834	NaN	0.9947932592321322	0.9607777838612039	NaN	0.005614907511134184	0.005688044669415019	NaN	62.293874149566925	65.0164901111517	NaN	1.0009512311125746	0.9633373487665636	NaN	125.02177313137965	125.88226051432463	0.044958123953098825	7.9650586264656615	3.2976214405360134	0.0	930.0	70.0	
9	.001	1	.5	.5	.5	NaN	0.4937359953253738	0.4968943001992168	NaN	0.9947315497887284	0.9571622100700997	NaN	0.005518528392428686	0.00631626438078051	NaN	62.426855060872654	64.62124971802392	NaN	1.0009236700489947	0.946816535908268	NaN	125.34463155828045	124.74585093542547	0.04442211055276382	7.951725293132328	2.9267336683417087	0.0	954.0	43.0	
10	.001	1	.5	.5	.5	NaN	0.493291152478697	0.49662737404931906	NaN	0.9947578288057798	0.9603834897425664	NaN	0.005753172157625746	0.005809269388966629	NaN	62.3813757342742	64.90450748420473	NaN	1.0007528465549087	0.9729741196436148	NaN	125.20711229571438	125.63623249893934	0.045996649916247904	7.953802345058627	3.087571189279732	0.0	983.0	13.0	
1	.001	1	.5	.5	1	NaN	0.4931281774662404	0.49673231383831223	NaN	0.9947293217267072	0.9546360455515677	NaN	0.006148070870003299	0.007350901525658807	NaN	62.34882611525738	65.00353675450762	NaN	1.0010836225232285	0.9497707378074197	NaN	125.13013769170492	124.96040016673614	0.04974874371859297	7.963752093802345	3.338994974874372	0.0	973.0	26.0	
2	.001	1	.5	.5	1	NaN	0.49403238920694936	0.49687898910192196	NaN	0.9946187478795963	0.9596133963477715	NaN	0.006164337468314678	0.0072088023270519795	NaN	62.32539985194823	64.97160743644872	NaN	1.0009103199639477	0.9548991081029793	NaN	125.09404686795854	125.36555126826491	0.04984924623115578	7.963450586264656	2.6895477386934674	0.0	995.0	5.0	
3	.001	1	.5	.5	1	NaN	0.49346366348749465	0.4962613557297538	NaN	0.9947313932270128	0.9562078867063143	NaN	0.0060728472362485695	0.006575308793707368	NaN	62.25394645301735	64.65992748724882	NaN	1.0009467861120003	0.9567195376859707	NaN	124.95393209289324	124.7431452108693	0.048911222780569516	7.975477386934673	3.0975209380234507	0.0	992.0	7.0	
4	.001	1	.5	.5	1	NaN	0.49417460414502873	0.4974288437335332	NaN	0.9945527557965419	0.9606500312021695	NaN	0.0061947308132875144	0.0065975955429576775	NaN	62.35119358533792	64.55537093148274	NaN	1.0008605653960672	0.9665899181893891	NaN	125.11996833855655	125.13858815460736	0.04981574539363484	7.963551088777219	2.7792294807370186	0.0	951.0	49.0	
5	.001	1	.5	.5	1	NaN	0.49421248225350345	0.49693456108432593	NaN	0.9946358522409862	0.9529665891310367	NaN	0.005920684011064885	0.005531062124248497	NaN	62.24517896613033	64.7366733466934	NaN	1.0008861752234268	0.9440918949313197	NaN	124.91311495021911	124.44541730259459	0.04726968174204355	7.977822445561139	2.818894472361809	0.0	974.0	26.0	
6	.001	1	.5	.5	1	NaN	0.49292437991895954	0.49636164916334224	NaN	0.9950248163448578	0.9550118521591928	NaN	0.005742597052989515	0.005518420643556661	NaN	62.34687588551998	64.9040882947303	NaN	1.00092056870689	0.9447165850244926	NaN	125.12434793049928	124.79348417696913	0.04582914572864322	7.963886097152429	3.503718592964824	0.0	995.0	5.0	
7	.001	1	.5	.5	1	NaN	0.49278070114565775	0.49685311389716147	NaN	0.9947413220579527	0.9578073157199806	NaN	0.006330482738733543	0.0067776456599286565	NaN	62.32763514792153	64.82348394768132	NaN	1.0009503810575477	0.9580382120111898	NaN	125.08259263952499	125.21028510207725	0.050887772194304855	7.965226130653266	3.3953768844221104	0.0	978.0	19.0	
8	.001	1	.5	.5	1	NaN	0.4933418717260157	0.4962781041830706	NaN	0.9946317307030109	0.9618526506476398	NaN	0.005942531482341484	0.006766610278247681	NaN	62.294344675843476	64.44362130315581	NaN	1.0010053346133991	0.9586863787763689	NaN	125.02650098269194	124.81300765499913	0.048040201005025124	7.970988274706868	3.091323283082077	0.0	969.0	30.0	
9	.001	1	.5	.5	1	NaN	0.49370694423368394	0.49679754655607083	NaN	0.9945388149348268	0.9612175210620855	NaN	0.006512585812356979	0.006326341914448391	NaN	62.25879176201373	64.26049929436955	NaN	1.000464030727104	0.9702810063263204	NaN	124.93692857602294	125.03854641753715	0.05202680067001675	7.974840871021776	3.028643216080402	0.0	842.0	158.0	
10	.001	1	.5	.5	1	NaN	0.4941791250672619	0.49799469822163467	NaN	0.9946738992422773	0.9521273352368901	NaN	0.0062793452981701695	0.006137779406375962	NaN	62.338566852428805	64.78838402345181	NaN	1.0007932590607813	0.9363928407526388	NaN	125.09215466788888	124.30151445617255	0.05018425460636516	7.966700167504188	2.7694137353433836	0.0	978.0	21.0	
1	.001	1	.5	.1	0	NaN	0.4934199933239105	0.4973310520212795	NaN	0.9947960744687966	0.9294946372340532	NaN	0.004877325624490401	0.004382942360173113	NaN	62.045590887752326	62.87675386608595	NaN	1.0006552071596273	0.9826142237209431	NaN	125.16331038453711	125.11340833079963	0.03839195979899498	7.961206030150754	3.188676716917923	0.0	902.0	98.0	
2	.001	1	.5	.1	0	NaN	0.4930373260489982	0.4971656769029032	NaN	0.9950325585899055	0.9473458863063445	NaN	0.004862813717610914	0.004640260237275162	NaN	62.152812395088354	62.53004209720628	NaN	1.0004033596282964	0.986690413728369	NaN	125.33804089760282	125.04524777972996	0.038525963149078725	7.953165829145728	3.3910887772194305	0.0	739.0	259.0	
3	.001	1	.5	.1	0	NaN	0.49232083996054127	0.49728417696227906	NaN	0.9951654956338735	0.9238316754404117	NaN	0.004695857847624609	0.004769519188354654	NaN	62.12075628547253	63.21393912659903	NaN	1.000646393126355	0.9826206896551725	NaN	125.26967521231528	125.44747586206897	0.03758793969849246	7.951926298157454	3.6668676716917923	0.0	977.0	22.0	
4	.001	1	.5	.1	0	NaN	0.4930686976935541	0.4974482834147322	NaN	0.9949234615033677	0.9364189389357858	NaN	0.005067762565511509	0.004112690808829192	NaN	62.12267679449588	63.039170684370234	NaN	1.0003595495192474	0.9914420329033753	NaN	125.3197729038843	125.65173399243068	0.03835845896147404	7.945494137353434	3.417319932998325	0.0	814.0	186.0	
5	.001	1	.5	.1	0	NaN	0.49356253960388985	0.4966502931080359	NaN	0.9948996391800352	0.9377741673172275	NaN	0.004972760527906043	0.005034926970879071	NaN	62.01701717401433	62.61503220538873	NaN	1.0007086646996974	0.9714533266450819	NaN	125.09883325073298	124.7350084363172	0.03983249581239531	7.967403685092127	3.0780569514237857	0.0	882.0	117.0	
6	.001	1	.5	.1	0	NaN	0.4928935970111748	0.4974086902906816	NaN	0.9949777538868928	0.9337059264499529	NaN	0.00481067891203117	0.004340878828229028	NaN	61.983704322156456	62.910439414114514	NaN	1.0007189539220434	0.9831114431311865	NaN	125.04986245013505	125.24527093727488	0.03788944723618091	7.965460636515913	3.502780569514238	0.0	928.0	69.0	
7	.001	1	.5	.1	0	NaN	0.4937412955091617	0.4981856782582532	NaN	0.9951091890526225	0.9273853758183999	NaN	0.004753571847757658	0.004367924158733889	NaN	62.036342683980834	63.14553218161163	NaN	1.0005199176707689	0.9885716529866866	NaN	125.17412953989967	125.51608215842595	0.03731993299832496	7.956180904522613	3.063752093802345	0.0	870.0	128.0	
8	.001	1	.5	.1	0	NaN	0.4939473707827175	0.49829997654524233	NaN	0.9949416490128334	0.9470209215251418	NaN	0.004958872638509979	0.0046923879040667365	NaN	61.912135135689525	62.64759486784241	NaN	1.0008039703767837	0.9856186911647953	NaN	124.91910305766426	124.85711693319723	0.03932998324958124	7.9771524288107205	2.8818090452261305	0.0	967.0	29.0	
9	.001	1	.5	.1	0	NaN	0.49269059613886074	0.4973967068597741	NaN	0.9950685069775647	0.9291376339648187	NaN	0.00491105654381618	0.004024661757150197	NaN	62.13144853946067	62.846240794656616	NaN	0.9999665311176933	0.9916040121810643	NaN	125.33784047615063	125.1834901846085	0.037487437185929645	7.95283082077052	3.4441206030150755	0.0	731.0	267.0	
