% Base Parameters: Dims = 100, predfreq = .001, huntsteps = 1, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, stayforage = .5, foragediff = .5, predflee = 0, localbirth = true, minlifespan = 125, lifespanrange = 50, learnalg = b, lrate = .01, 

% Test Parameters:
%predfreq = [.001, .1]
%huntsteps = [1, 100, 100000]
%stayforage = [.5, 1]
%foragediff = [.5, .1, .01]
%predflee = [0, .5, 1]
% 	Parameters					Results
Seed	predfreq	huntsteps	stayforage	foragediff	predflee	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	VigOffspring	IndOffspring	SocOffspring	VigLifespan	IndLifespan	SocLifespan	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
1	.001	1	.5	.5	0	0.00491635643720384	0.49542216748232193	0.4970770261011917	0.9950836435627699	0.9956883427461469	0.8620164069610315	0.003031030550387132	0.0027747268628244407	0.0026041666666666665	62.31220214873057	62.49789005144806	72.14025297619048	1.0011636109319137	0.9966784155026617	0.8329613095238095	125.13928362564285	125.39793742656977	126.76971726190476	0.02358458961474037	7.956247906197655	0.7926633165829146	747.0	253.0	0.0	
2	.001	1	.5	.5	0	0.005214588372325961	0.4963708848993322	0.4982331418815877	0.9947854116277388	0.9953356729616435	0.8594954574475502	0.004018303783766053	0.003295270317896666	0.0036114120621162874	62.49014285479982	62.44438570522309	71.73311664860961	0.9998106325695514	0.9995751573245533	0.844348140122788	125.43739759750365	125.34671587760991	125.4348140122788	0.02927973199329983	7.946633165829145	0.8299162479061977	485.0	513.0	0.0	
3	.001	1	.5	.5	0	0.004368986480952441	0.49863451150644733	0.49744631334203804	0.995631013519073	0.996478366319371	0.8614279486298844	0.002369706188455688	7.2916244697658E-4	0.004045605001838912	62.56728844768233	62.474551651900164	71.78374402353806	0.9950302991439289	1.0015941076197181	0.8330876934414149	125.39103530090738	125.55062455274809	126.08769344141488	0.009547738693467337	7.938860971524288	0.5376884422110553	77.0	918.0	5.0	
4	.001	1	.5	.5	0	0.004885382849152827	0.499409602956186	0.49752707915551464	0.9951146171508818	0.9963264914851149	0.8596324582036281	0.0037572797294758596	4.219129533304E-4	0.0031746031746031746	62.53519559531207	62.453496151551136	71.18412698412699	0.996120383908279	1.0014663645067077	0.8407485875706214	125.42006977518493	125.58354036138007	124.98870056497175	0.01135678391959799	7.93785594639866	0.23366834170854273	120.0	877.0	3.0	
5	.001	1	.5	.5	0	0.00469840738135631	0.49891041616680537	0.49743911304638305	0.9953015926186626	0.9963055363620685	0.8664003893192187	0.003327076095483582	5.382710733125202E-4	0.003048780487804878	62.38809116888939	62.41428571428571	70.96150914634147	1.0003305203938115	0.9991239454899415	0.8292682926829268	125.30735583684951	125.40863075924725	125.0297256097561	0.017855946398659967	7.949145728643216	0.14673366834170853	568.0	430.0	0.0	
6	.001	1	.5	.5	0	0.0051329784203996	0.4975169360335068	0.49537091319800036	0.994867021579663	0.9956744272800836	0.8720375420542011	0.0037993593518824424	0.0018386935926202942	0.0029251984956122023	62.5638134363733	62.56042757417103	70.5591307981613	0.9997478258990007	0.999811933842505	0.8176495190296947	125.47922445656481	125.65572400246576	124.85738184859892	0.02388609715242881	7.93604690117253	0.5177889447236181	441.0	553.0	2.0	
7	.001	1	.5	.5	0	0.004133300054388758	0.48791091775549783	0.495733498908189	0.9958666999455992	0.9947156567716418	0.8672424309523942	0.0019163859280941073	0.006167642752562225	0.003006388575723412	62.42389131275198	62.381405563689604	71.15896279594138	1.0015095093539632	0.9941679198914279	0.8303235515425131	125.3712005594064	125.0593111543117	125.209179834462	0.023182579564489113	7.952127303182579	1.2672696817420435	879.0	114.0	3.0	
8	.001	1	.5	.5	0	0.004298456879312767	0.4948697664558958	0.49692148429051347	0.9957015431207278	0.9954834558384351	0.864715528620724	0.0020672439347843045	0.003524565009160149	0.002527988443481401	62.46097199469538	62.31080339622992	70.02636330805345	1.0001175032900922	0.9994489483319012	0.8344777737621973	125.39362818825593	125.07950087794673	123.15142753885074	0.021809045226130655	7.956113902847571	1.2189614740368508	534.0	463.0	2.0	
9	.001	1	.5	.5	0	0.004442963526795283	0.49212994642946056	0.4963808396840727	0.9955570364732335	0.9953346877980328	0.8681122560907559	0.001999984189848302	0.0036134276073224777	0.0011554015020219526	62.29630595805567	62.3239580364285	71.64818024263431	1.0002302464430894	0.9993630044035783	0.8745654692931634	125.09576664126017	125.1031378956989	126.7824449594438	0.021775544388609715	7.963953098827471	1.7766499162479061	549.0	440.0	10.0	
10	.001	1	.5	.5	0	0.004259354418250156	0.4933355701952622	0.49507688579860926	0.995740645581759	0.9955184421021167	0.8675143209199263	0.0016437649008646748	0.003895545036577356	0.0027258566978193145	62.452436100337586	62.546395488415286	70.6483644859813	1.0013804697697621	0.9971316168384295	0.8208722741433022	125.54810800467446	125.29762026234935	124.4357476635514	0.01986599664991625	7.942948073701842	1.27463986599665	896.0	103.0	0.0	
1	.001	1	.5	.5	.5	0.005034371005770262	0.4952183880998336	0.4977823406106158	0.9949656289942996	0.9955311506732818	0.8746424421989291	0.0044968717413972886	0.0031278778063573718	0.004074505238649592	62.49313521028849	62.35882738983625	70.80064027939464	0.9923843509291091	1.0016273912280422	0.8709489051094891	125.25038078245355	125.27990065467928	125.76029197080292	0.027202680067001675	7.95356783919598	1.8240201005025125	74.0	915.0	11.0	
2	.001	1	.5	.5	.5	0.0050337217493779205	0.49347823303508137	0.49827417429385873	0.9949662782506875	0.9952288503038235	0.8622378862896227	0.003423611669211605	0.0042315475126687	0.0029271862422246614	62.35415896487985	62.446105419724546	71.81595316502012	0.9947389590539779	1.001715733157123	0.8363236909556939	124.97346955192664	125.37787283866892	125.86671548883193	0.03199329983249581	7.953333333333333	2.3733668341708545	60.0	938.0	2.0	
