% Base Parameters: Dims = 100, predfreq = .001, huntsteps = 1, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 1000, basevig = .001, vigilance = true, vigprop = .334, indvprop = .333, mutrate = .001, fthresh = 25, stayforage = .5, foragediff = .5, predflee = 0, localbirth = false, minlifespan = 125, lifespanrange = 50, learnalg = r, lrate = .01, 

% Test Parameters:
%predfreq = [.001, .1]
%huntsteps = [1, 100, 100000]
%stayforage = [.5, 1]
%foragediff = [.5, .1, .01]
%predflee = [0, .5, 1]
% 	Parameters					Results
Seed	predfreq	huntsteps	stayforage	foragediff	predflee	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	VigOffspring	IndOffspring	SocOffspring	VigLifespan	IndLifespan	SocLifespan	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
1	.001	1	.5	.5	0	0.1659966066555759	0.49884556289833526	0.5003043666811487	0.8340033933635046	0.833726173196985	0.49437002512850986	0.005226200069068723	0.005509641873278237	0.003076923076923077	78.88559917117531	78.93636738441933	95.88512820512821	1.0010954845976408	0.9988534481138281	0.5564681724845996	125.17594871280559	125.07255229968234	128.07186858316223	0.042613065326633164	7.939765494137354	1.3425125628140704	682.0	316.0	1.0	
2	.001	1	.5	.5	0	0.1660430362660141	0.4989396246451248	0.500499899193531	0.8339569637544775	0.8335767949133769	0.49493837983820077	0.00522146713966178	0.005019976400935682	0.004508566275924256	78.88789873345586	78.86023764671786	93.56357078449054	1.0006509531814443	0.999355536152343	0.5889792231255646	125.09322937157981	125.02268096960626	125.56458897922313	0.0409715242881072	7.94321608040201	1.1246566164154104	587.0	410.0	2.0	
3	.001	1	.5	.5	0	0.1658085279957729	0.49890142774265855	0.500205214023683	0.8341914720241428	0.8333317812694296	0.4944584444132136	0.005402674982979377	0.0046928242631967005	0.0017761989342806395	78.9226421862532	78.79793954127892	93.40408525754884	0.9993397790460541	1.001244392706253	0.5950266429840142	125.10156399008201	125.0740714722972	125.1563055062167	0.040569514237855944	7.9427470686767165	1.1846901172529314	281.0	719.0	0.0	
4	.001	1	.5	.5	0	0.16620234934085648	0.49869704815836086	0.5008736494969338	0.8337976506762459	0.8340013486213979	0.49516842266810385	0.005538128535312967	0.005051186480697553	0.004557885141294439	78.76034699968716	79.03919518324254	93.69917958067457	1.0005184121291442	0.9998561638040443	0.5834092980856882	125.05722929963372	125.22185464083256	125.38650865998177	0.042177554438860974	7.938157453936348	1.6584924623115578	604.0	396.0	0.0	
5	.001	1	.5	.5	0	0.16618407790432993	0.4988008392201927	0.50085821476672	0.8338159221173846	0.833263954105126	0.49123622573211867	0.005214579620071162	0.0049928177563597605	0.0027347310847766638	78.77151925153886	78.82856447801306	93.80309936189607	1.000924743200809	0.9987549018467017	0.5985401459854015	124.93381100643994	124.97749514178992	125.34397810218978	0.040904522613065326	7.951222780569514	1.1182914572864322	611.0	387.0	1.0	
6	.001	1	.5	.5	0	0.16607598831579432	0.49867789044393646	0.5007536022575391	0.8339240117034302	0.833741143590263	0.4989374821918824	0.0054554459217494	0.005247929195506638	0.006306306306306306	78.831056421197	78.91626952607889	94.8036036036036	1.000175912258025	0.9998669922190448	0.6036036036036037	124.98634767910545	125.12851401807006	127.07837837837837	0.04281407035175879	7.943417085427136	1.5088777219430485	498.0	499.0	0.0	
7	.001	1	.5	.5	0	0.16586345673064373	0.49875158792532587	0.5014654434198788	0.834136543290049	0.8332334959392814	0.4973692674394836	0.0053039031106864865	0.004957349878973015	0.006375227686703097	78.95109871582319	78.79580792118976	92.65209471766849	1.0003665973421694	0.9996387321624005	0.5903284671532847	125.16662554196482	125.00867042810239	124.15054744525547	0.04123953098827471	7.941474036850921	1.2538358458961474	503.0	494.0	2.0	
8	.001	1	.5	.5	0	0.16579987097723137	0.49870474949314375	0.5005018120557418	0.8342001290373161	0.833471821305424	0.4920399711020936	0.005398490029143815	0.005275779376498801	0.0018281535648994515	78.95532620419029	78.81053557154277	92.6745886654479	1.001001929001238	0.9977650936570464	0.5895795246800731	125.21352604151672	125.02924672401319	124.02468007312615	0.042646566164154104	7.9380904522613065	0.8598659966499163	643.0	355.0	0.0	
9	.001	1	.5	.5	0	0.16646828692825516	0.49878198246055827	0.500636702949817	0.8335317130817609	0.8335279507974497	0.4970847587517021	0.005641834506187818	0.004938814296703794	0.004351610095735422	78.75520504731861	78.85573361431997	93.91731940818103	0.9976025605140499	1.0015265092954673	0.6003490401396161	124.8171374329143	125.05954685409169	125.81588132635252	0.04134003350083752	7.948475711892797	2.0359798994974874	249.0	747.0	3.0	
10	.001	1	.5	.5	0	0.16562581746085017	0.4987201217993774	0.5009585489640923	0.8343741825592166	0.833752610092111	0.4988825596200037	0.005169125034582175	0.005438825776616065	0.0036900369003690036	78.98125282117739	78.97345933447271	93.00645756457564	1.0002337165310624	1.0000808832450359	0.5678670360110804	125.14407163411677	125.21709062967606	124.35457063711911	0.04204355108877722	7.936616415410385	1.3743048576214405	436.0	562.0	1.0	
