% Base Parameters: Dims = 5, predfreq = .1, huntsteps = 1000, hetfreq = .1, accalarm = 1, falarm = 0, preddet = 1, alarmdet = 1, condet = 1, apredrange = 2, aalarmrange = 4, aconrange = 2, hetrange = 4, predrange = 2, align = true, popthresh = 3, basevig = .001, vigilance = true, vigprop = .3, indvprop = .3, mutrate = .001, fthresh = 150, stayforage = 1, foragediff = .01, localbirth = false, minlifespan = 200, lifespanrange = 0, learnalg = n, lrate = .001, 

% Test Parameters:
%learnalg = [n, r]
%lrate = [.001, .01, .1]
% 		Parameters		Results
Seed	Timestep	learnalg	lrate	VigAlarm	IndAlarm	SocAlarm	VigNoAlarm	IndNoAlarm	SocNoAlarm	VigPredCost	IndPredCost	SocPredCost	VigForageCost	IndForageCost	SocForageCost	VigOffspring	IndOffspring	SocOffspring	VigLifespan	IndLifespan	SocLifespan	PredRate	ReprodRate	FAlarmRate	vigcount	indcount	soccount	
% [5, .1, 1000, .1, 1, 0, 1, 1, 1, 2, 4, 2, 4, 2, true, 3, .001, true, .3, .3, .001, 150, 1, .01, false, 200, 0, n, .001]
0	9	n	.001	0.5172995215595012	0.580518942174647	0.5310804132854999	0.48270047844049874	0.5474601833848826	0.5335973965985875	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7777777777777778	1.0	1.0	1.0	
0	10	n	.001	0.5167828229825281	0.580518942174647	0.5310804132854999	0.48321717701747197	0.5479086072270951	0.5330661705765516	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7	1.0	1.0	1.0	
0	11	n	.001	0.5162666046692692	0.580518942174647	0.5310804132854999	0.48373339533073073	0.548356509069948	0.5325353985422774	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6363636363636364	1.0	1.0	1.0	
0	12	n	.001	0.5157508673450155	0.580518942174647	0.5310804132854999	0.48424913265498437	0.5488038889504835	0.5320050814566147	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.5833333333333334	1.0	1.0	1.0	
0	13	n	.001	0.5152356117278132	0.5799533724553643	0.5310804132854999	0.4847643882721869	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6153846153846154	1.0	1.0	1.0	
0	14	n	.001	0.5147208385284849	0.5793881440041896	0.5315474936155132	0.48527916147151506	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6428571428571429	1.0	1.0	1.0	
0	15	n	.001	0.5142065484506526	0.578823258504639	0.5320140535063105	0.48579345154934744	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6666666666666666	1.0	1.0	1.0	
0	16	n	.001	0.5146919361669237	0.5782587176314412	0.5324800928331938	0.4853080638330764	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6875	1.0	1.0	1.0	
0	17	n	.001	0.5151768112288471	0.5776945230505377	0.5329456114763933	0.4848231887711528	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7647058823529411	1.0	1.0	1.0	
0	18	n	.001	0.5146620931562129	0.5771306764190843	0.5324149426605409	0.4853379068437871	0.5488038889504835	0.5314752202725407	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8333333333333334	1.0	1.0	1.0	
0	19	n	.001	0.5141478582849561	0.5771306764190843	0.5324149426605409	0.4858521417150438	0.549250746909846	0.5309458159351776	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7894736842105263	1.0	1.0	1.0	
0	20	n	.001	0.513634107310701	0.5771306764190843	0.5324149426605409	0.48636589268929903	0.549697082993259	0.5304168693818128	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.75	1.0	1.0	1.0	
0	21	n	.001	0.513120840921917	0.5771306764190843	0.5324149426605409	0.48687915907808305	0.5501428972500036	0.5308846878401714	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7142857142857143	1.0	1.0	1.0	
0	22	n	.001	0.5126080597999406	0.5771306764190843	0.5324149426605409	0.4873919402000594	0.5505881897333958	0.5303557942307295	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6818181818181818	1.0	1.0	1.0	
0	23	n	.001	0.5120957646189982	0.5771306764190843	0.5324149426605409	0.48790423538100186	0.5510329605007644	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6521739130434783	1.0	1.0	1.0	
0	24	n	.001	0.5115839560462272	0.5771306764190843	0.5318847290103769	0.48841604395377297	0.5514772096134287	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6666666666666666	1.0	1.0	1.0	
0	25	n	.001	0.5110726347416991	0.5765671793854523	0.5313549714770935	0.4889273652583009	0.5514772096134287	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.72	1.0	1.0	1.0	
0	26	n	.001	0.5105618013584421	0.5765671793854523	0.5308256710040322	0.4894381986415581	0.5519209371366767	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7307692307692307	1.0	1.0	1.0	
0	27	n	.001	0.5100514565424621	0.5765671793854523	0.5312930348795812	0.4899485434575378	0.5513749052702994	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7037037037037037	1.0	1.0	1.0	
0	28	n	.001	0.5105411972803812	0.5760040335892309	0.5317598783859478	0.4894588027196188	0.5513749052702994	0.5308236805572013	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.75	1.0	1.0	1.0	
0	29	n	.001	0.5110304282816516	0.5760040335892309	0.5317598783859478	0.48896957171834843	0.5508292899175306	0.5302948398046804	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7241379310344828	1.0	1.0	1.0	
0	30	n	.001	0.510519635223104	0.5760040335892309	0.5317598783859478	0.48948036477689605	0.5512737779757504	0.5297664579790646	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7	1.0	1.0	1.0	
0	31	n	.001	0.5110088886856946	0.5754412406612281	0.5322262013957388	0.4889911113143053	0.5512737779757504	0.5297664579790646	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6774193548387096	1.0	1.0	1.0	
0	32	n	.001	0.5114976320627376	0.5758560808705284	0.5326920037865018	0.4885023679372624	0.5512737779757504	0.5297664579790646	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6875	1.0	1.0	1.0	
0	33	n	.001	0.5119858649951096	0.5758560808705284	0.5331572854407022	0.4880141350048904	0.5517177444141563	0.5297664579790646	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6666666666666666	1.0	1.0	1.0	
0	34	n	.001	0.5124735871296486	0.5752933809561713	0.5331572854407022	0.48752641287035137	0.5517177444141563	0.5292385360002282	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6470588235294118	1.0	1.0	1.0	
0	35	n	.001	0.51296079811913	0.5757084035840451	0.5336220462456986	0.4870392018808701	0.5517177444141563	0.5292385360002282	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6857142857142857	1.0	1.0	1.0	
0	36	n	.001	0.5134474976222413	0.575145796637086	0.5336220462456986	0.4865525023777589	0.5517177444141563	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6944444444444444	1.0	1.0	1.0	
0	37	n	.001	0.5139336853035592	0.575145796637086	0.5330907991908289	0.4860663146964409	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7027027027027027	1.0	1.0	1.0	
0	38	n	.001	0.5144193608335251	0.574583545028771	0.5325600060789646	0.48558063916647476	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7105263157894737	1.0	1.0	1.0	
0	39	n	.001	0.5139053542313842	0.5749994427339123	0.5320296678713211	0.48609464576861583	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7435897435897436	1.0	1.0	1.0	
0	40	n	.001	0.5143910596291236	0.5744372838626112	0.5314997855212403	0.4856089403708764	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.775	1.0	1.0	1.0	
0	41	n	.001	0.5148762525705061	0.5738754823557939	0.5309703599742086	0.48512374742949393	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8048780487804879	1.0	1.0	1.0	
0	42	n	.001	0.5153609327372911	0.5733140398110537	0.5314375628269333	0.48463906726270883	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8333333333333334	1.0	1.0	1.0	
0	43	n	.001	0.5158450998170322	0.572752957817216	0.5319042452705225	0.4841549001829677	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8604651162790697	1.0	1.0	1.0	
0	44	n	.001	0.5163287535030522	0.5721922379543432	0.5313744709246242	0.48367124649694787	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8636363636363636	1.0	1.0	1.0	
0	45	n	.001	0.5168118934944188	0.5716318817937378	0.5318412236865145	0.4831881065055812	0.5521611893001777	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8444444444444444	1.0	1.0	1.0	
0	46	n	.001	0.5172945194959215	0.5716318817937378	0.5323074559301237	0.4827054805040783	0.5526041127051782	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8478260869565217	1.0	1.0	1.0	
0	47	n	.001	0.5167778255626579	0.5720514062731836	0.5317773346372825	0.48322217443734194	0.5526041127051782	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.851063829787234	1.0	1.0	1.0	
0	48	n	.001	0.5162616119001616	0.5724704164669263	0.5312476696531273	0.4837383880998384	0.5526041127051782	0.5287110747802708	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8541666666666666	1.0	1.0	1.0	
0	49	n	.001	0.5157458792336531	0.5728889126077453	0.5312476696531273	0.4842541207663468	0.5526041127051782	0.529180784160928	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8367346938775511	1.0	1.0	1.0	
0	50	n	.001	0.5162296381987497	0.573306894931358	0.5307184619194114	0.48377036180125044	0.5526041127051782	0.529180784160928	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.82	1.0	1.0	1.0	
0	51	n	.001	0.516712883530422	0.5737243636764007	0.5311859450629044	0.4832871164695779	0.5526041127051782	0.529180784160928	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.803921568627451	1.0	1.0	1.0	
0	52	n	.001	0.5171956149322886	0.5737243636764007	0.5311859450629044	0.4828043850677113	0.5520575619119312	0.5286533734249723	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7884615384615384	1.0	1.0	1.0	
0	53	n	.001	0.5166790128405837	0.5737243636764007	0.5311859450629044	0.4833209871594162	0.5525006072286963	0.5291231466018547	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7735849056603774	1.0	1.0	1.0	
0	54	n	.001	0.5161628911589758	0.5737243636764007	0.5311859450629044	0.4838371088410242	0.5529431311217685	0.5295924000649992	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7592592592592593	1.0	1.0	1.0	
0	55	n	.001	0.5156472506112976	0.5737243636764007	0.5311859450629044	0.4843527493887024	0.553385133669407	0.5290646298553711	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7454545454545455	1.0	1.0	1.0	
0	56	n	.001	0.5161311141921017	0.5741413190844094	0.5311859450629044	0.4838688858078984	0.553385133669407	0.5285373207035565	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7321428571428571	1.0	1.0	1.0	
0	57	n	.001	0.5166144642005706	0.5741413190844094	0.5311859450629044	0.4833855357994294	0.5528379926330449	0.529007222158238	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7192982456140351	1.0	1.0	1.0	
0	58	n	.001	0.5160984026279202	0.5741413190844094	0.5311859450629044	0.4839015973720797	0.5532801190945987	0.5294766039371399	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7068965517241379	1.0	1.0	1.0	
0	59	n	.001	0.5165817873830426	0.5745577613998007	0.5311859450629044	0.4834182126169575	0.5532801190945987	0.5299454658884134	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.711864406779661	1.0	1.0	1.0	
0	60	n	.001	0.5160657562466597	0.5739958831514722	0.5316529078671165	0.4839342437533403	0.5532801190945987	0.5299454658884134	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7333333333333333	1.0	1.0	1.0	
0	61	n	.001	0.5165491756753505	0.5734343635234899	0.5316529078671165	0.48345082432464953	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7377049180327869	1.0	1.0	1.0	
0	62	n	.001	0.5170320812740353	0.5728732041065586	0.5311233501786538	0.4829679187259647	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7419354838709677	1.0	1.0	1.0	
0	63	n	.001	0.516515631132179	0.5723124064826188	0.5315903826962195	0.48348436886782103	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7619047619047619	1.0	1.0	1.0	
0	64	n	.001	0.5159996616302651	0.5717519722248505	0.5310608789522379	0.4840003383697347	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.78125	1.0	1.0	1.0	
0	65	n	.001	0.515484173489833	0.571191902897677	0.5315279810327592	0.48451582651016684	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8	1.0	1.0	1.0	
0	66	n	.001	0.5149691674251881	0.5706322000567695	0.5309985311452168	0.48503083257481194	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.803030303030303	1.0	1.0	1.0	
0	67	n	.001	0.5144546441434239	0.5710529484075573	0.5304695389486568	0.485545355856576	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.8059701492537313	1.0	1.0	1.0	
0	68	n	.001	0.5149397699345378	0.57049333676981	0.5309372988696092	0.48506023006546223	0.5532801190945987	0.5294173879729696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7941176470588235	1.0	1.0	1.0	
0	69	n	.001	0.5144252742457563	0.5709142549444116	0.5309372988696092	0.48557472575424365	0.5532801190945987	0.5288897705081799	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.782608695652174	1.0	1.0	1.0	
0	70	n	.001	0.5139112620795148	0.5709142549444116	0.5309372988696092	0.48608873792048524	0.5537217242729794	0.5293592822481183	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7714285714285715	1.0	1.0	1.0	
0	71	n	.001	0.5133977341281405	0.5709142549444116	0.5309372988696092	0.48660226587185945	0.5531743298553568	0.5298282741979236	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7605633802816901	1.0	1.0	1.0	
0	72	n	.001	0.5128846910768162	0.5709142549444116	0.5309372988696092	0.48711530892318394	0.5526273478138488	0.5293002983529509	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.75	1.0	1.0	1.0	
0	73	n	.001	0.5123721336036018	0.5709142549444116	0.5309372988696092	0.48762786639639816	0.5530697224461254	0.5287727831605094	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7397260273972602	1.0	1.0	1.0	
0	74	n	.001	0.5118600623794572	0.5709142549444116	0.5309372988696092	0.4881399376205428	0.5535115757560868	0.5282457295258498	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7297297297297297	1.0	1.0	1.0	
0	75	n	.001	0.511348478068264	0.5713346582179062	0.5309372988696092	0.48865152193173594	0.5535115757560868	0.5287159530914921	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.72	1.0	1.0	1.0	
0	76	n	.001	0.5118368668716409	0.5717545468150202	0.5309372988696092	0.4881631331283591	0.5535115757560868	0.5281889492590176	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7236842105263158	1.0	1.0	1.0	
0	77	n	.001	0.5113253046429239	0.5717545468150202	0.5309372988696092	0.4886746953570761	0.5539529078269708	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7142857142857143	1.0	1.0	1.0	
0	78	n	.001	0.5108142300135845	0.5717545468150202	0.5314045385216852	0.4891857699864154	0.554393718745861	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7051282051282052	1.0	1.0	1.0	
0	79	n	.001	0.510303643633097	0.5711944758072773	0.531871257773714	0.48969635636690295	0.554393718745861	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7088607594936709	1.0	1.0	1.0	
0	80	n	.001	0.5097935461439252	0.5706347712786715	0.5323374564994844	0.4902064538560747	0.554393718745861	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7125	1.0	1.0	1.0	
0	81	n	.001	0.509283938181546	0.5700754347761666	0.53280313457772	0.49071606181845395	0.554393718745861	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7037037037037037	1.0	1.0	1.0	
0	82	n	.001	0.508774820374471	0.5704968637589408	0.5332682918920566	0.49122517962552914	0.554393718745861	0.5276624079781133	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.7073170731707317	1.0	1.0	1.0	
0	83	n	.001	0.5082661933442693	0.5704968637589408	0.5332682918920566	0.49173380665573063	0.5538458202499321	0.5281332750731209	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6987951807228916	1.0	1.0	1.0	
0	84	n	.001	0.5077580577055911	0.5704968637589408	0.5332682918920566	0.4922419422944089	0.5532983325653198	0.5276067827332696	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6904761904761905	1.0	1.0	1.0	
0	85	n	.001	0.5072504140661893	0.5704968637589408	0.5332682918920566	0.4927495859338107	0.5537399162579655	0.5280777111358381	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6823529411764706	1.0	1.0	1.0	
0	86	n	.001	0.5067432630269431	0.5704968637589408	0.5332682918920566	0.493256736973057	0.5541809787560982	0.5275512676545484	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6744186046511628	1.0	1.0	1.0	
0	87	n	.001	0.50623660518188	0.5704968637589408	0.5332682918920566	0.49376339481812004	0.554621520148782	0.5270252878005447	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6666666666666666	1.0	1.0	1.0	
0	88	n	.001	0.5057304411181998	0.5704968637589408	0.5332682918920566	0.49426955888180024	0.5550615405288939	0.5264997724534688	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6590909090909091	1.0	1.0	1.0	
0	89	n	.001	0.5052247714162971	0.5699376182094367	0.5332682918920566	0.494775228583703	0.5550615405288939	0.5259747224852884	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.651685393258427	1.0	1.0	1.0	
0	90	n	.001	0.5057194873419035	0.5703592155591538	0.5337329283310179	0.49428051265809647	0.5550615405288939	0.5259747224852884	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6444444444444445	1.0	1.0	1.0	
0	91	n	.001	0.5062136974283078	0.5707802977160918	0.5341970437879922	0.49378630257169215	0.5550615405288939	0.5259747224852884	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.6373626373626373	1.0	1.0	1.0	
